ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2010,Nestle,Nestle,Switzerland,Mozambique,Food and Beverages,Coffee & tea,Manufacturing,$39.80m,260,New
2,May 2010,African Medical In…,African Medical In…,United Kingdom,Mozambique,Healthcare,General medical & s…,Construction,* $49.40m,* 209,New
3,May 2010,Elsewedy Electric …,Elsewedy Electric …,Egypt,Mozambique,"Coal, oil & gas",Fossil fuel electric po…,Electricity,$100.00m,* 10,New
4,May 2010,Vodafone Group,Vodafone Mozamb…,United Kingdom,Mozambique,Communications,Wireless telecommu…,ICT & Internet Infras…,$60.00m,* 41,Expansion
5,Mar 2010,The Navigator Co…,The Navigator Co…,Portugal,Mozambique,"Paper, printing & pac…","Pulp, paper, & paper…",Manufacturing,$2.30bn,* 3000,New
6,Feb 2010,Rio Tinto Coal Moz…,Rio Tinto Coal Moz…,Australia,Mozambique,"Coal, oil & gas",Coal mining,Extraction,* $484.60m,* 214,Co-Location
7,Dec 2009,AP Moller - Maersk,Damco,Denmark,Mozambique,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $15.30m,* 10,New
8,Oct 2009,Capital Africa Steel,Capital Africa Steel,South Africa,Mozambique,Industrial equipment,General purpose ma…,Manufacturing,* $14.30m,100,New
9,Sep 2009,deVere & Partners…,deVere & Partners…,Switzerland,Mozambique,Financial services,Corporate & investm…,Business Services,* $11.00m,* 18,New
10,Sep 2009,Tsozo Refinery,Tsozo Refinery,South Africa,Mozambique,Metals,Gold ore & silver ore…,Manufacturing,$17.50m,* 154,New
11,Aug 2009,Seacom,Seacom,Mauritius,Mozambique,Communications,Wired telecommunic…,ICT & Internet Infras…,* $150.00m,* 89,New
12,Jul 2009,Galp Energia,Galp Energia,Portugal,Mozambique,Renewable energy,Biomass power,Manufacturing,* $187.60m,* 109,New
13,Jun 2009,PescaNova,PescaNova,Spain,Mozambique,Food and Beverages,Seafood products,Manufacturing,* $48.10m,* 429,New
14,Jun 2009,Vale (Companhia …,Vale (Companhia …,Brazil,Mozambique,"Coal, oil & gas",Fossil fuel electric po…,Electricity,* $927.60m,* 116,Co-Location
15,Mar 2009,SABMiller,SABMiller,United Kingdom,Mozambique,Food and Beverages,Breweries,Manufacturing,* $38.40m,* 222,New
