ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Apr 2018,GAC Group,GAC South Africa,UAE,South Africa,Transportation & Wa…,Water transportation,"Sales, Marketing & S…",* $6.30m,* 9,New
2,Apr 2018,Hightech Payment…,Hightech Payment…,Morocco,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
3,Apr 2018,International Wor…,Spaces,Switzerland,South Africa,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
4,Mar 2018,Argus Media,Argus Media,United Kingdom,South Africa,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 17,New
5,Mar 2018,CloudFlare,CloudFlare,United States,South Africa,Communications,Computing infrastruc…,ICT & Internet Infras…,* $90.30m,* 100,New
6,Mar 2018,Esportif Internatio…,Esportif Internatio…,United Kingdom,South Africa,Leisure & entertainm…,"Performing arts, spe…",Business Services,* $2.00m,* 22,New
7,Mar 2018,Ford Motor Compa…,Ford South Africa,United States,South Africa,Automotive compon…,Motor vehicle gasolin…,Manufacturing,* $12.80m,* 160,Expansion
8,Mar 2018,Holborn Assets,Holborn Assets,UAE,South Africa,Financial services,Investment manage…,Business Services,* $9.60m,* 31,New
9,Mar 2018,Kalbe Farma,Kalbe Farma,Indonesia,South Africa,Pharmaceuticals,Pharmaceutical prep…,Customer Contact C…,* $0.30m,15,New
10,Mar 2018,Omnitude,Omnitude,United Kingdom,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
11,Feb 2018,Andrada Mining (A…,Andrada Mining (A…,United Kingdom,South Africa,Metals,Other metal ore mini…,"Sales, Marketing & S…",* $1.90m,* 8,New
12,Feb 2018,BASF,BASF,Germany,South Africa,Metals,Other (Metals),Research & Develop…,* $18.20m,* 66,Expansion
13,Feb 2018,Cosentino,Cosentino,Spain,South Africa,Minerals,Other non-metallic …,"Sales, Marketing & S…",* $1.30m,* 7,New
14,Feb 2018,Econet Global,Africa Data Centres,Mauritius,South Africa,Communications,Computing infrastruc…,ICT & Internet Infras…,* $90.30m,* 100,Expansion
15,Feb 2018,Econet Global,Africa Data Centres,Mauritius,South Africa,Communications,Computing infrastruc…,ICT & Internet Infras…,* $90.30m,* 100,Expansion
