ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Aug 2010,StayWell Holdings…,StayWell Holdings…,Australia,Morocco,Hotels & tourism,Accommodation,Construction,* $131.20m,* 219,New
2,Jul 2010,Grandstream Net…,Grandstream Net…,United States,Morocco,Communications,Communications equ…,"Sales, Marketing & S…",* $4.70m,* 62,New
3,Jul 2010,Grupo ADI,Grupo ADI,Spain,Morocco,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",$0.51m,3,New
4,Jul 2010,Mobiserve,Mobiserve,Egypt,Morocco,Communications,Wireless telecommu…,"Sales, Marketing & S…",* $7.50m,* 16,New
5,Jul 2010,Nuqul Group,Nuqul Group,Jordan,Morocco,"Paper, printing & pac…","Pulp, paper, & paper…",Manufacturing,* $11.90m,* 76,New
6,Jul 2010,The Spanish Asso…,The Spanish Asso…,Spain,Morocco,Business services,"Professional, scientifi…",Headquarters,* $13.80m,* 85,New
7,Jun 2010,ALE,ALE,United Kingdom,Morocco,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 17,New
8,Jun 2010,Capgemini,Capgemini,France,Morocco,Software & IT services,Custom computer pr…,Headquarters,* $16.00m,* 61,Expansion
9,Jun 2010,Grenoble École de…,Grenoble École de…,France,Morocco,Business services,"Schools, colleges, un…",Education & Training,* $14.60m,* 39,New
10,Jun 2010,Holcim,Holcim Morocco,Switzerland,Morocco,Building materials,Cement & concrete p…,Manufacturing,$157.00m,* 300,Expansion
11,Jun 2010,Nexans,Nexans,France,Morocco,Electronic components,Communication & en…,Manufacturing,$12.00m,47,Co-Location
12,Jun 2010,Univar,Univar,United States,Morocco,Chemicals,Other chemical prod…,"Sales, Marketing & S…",* $6.20m,* 14,New
13,May 2010,Giorgi Global Hold…,Morocco Beverage…,United States,Morocco,Metals,Alumina & aluminiu…,Manufacturing,* $65.00m,* 148,New
14,May 2010,Takata,Takata,Japan,Morocco,Automotive compon…,Other motor vehicle …,Manufacturing,* $23.00m,* 702,New
15,Apr 2010,Giorgio Armani,Armani Hotels & R…,Italy,Morocco,Hotels & tourism,Accommodation,Construction,* $131.20m,* 219,New
