ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2024,Spiro (MAuto Elec…,Spiro (MAuto Elec…,Benin,Kenya,Non-automotive tran…,"Motorcycle, bicycle, …",Manufacturing,* $55.90m,* 583,New
2,Jul 2024,Vodafone Group,Safaricom,United Kingdom,Kenya,Communications,Wireless telecommu…,Retail,* $6.30m,* 31,New
3,Jul 2024,Zhejiang Hozon N…,Zhejiang Hozon N…,China,Kenya,Automotive OEM,Automobiles,Retail,* $12.50m,* 37,New
4,Jun 2024,China National Bui…,Sinoma Roofing,China,Kenya,Building materials,"Asphalt paving, roofi…",Manufacturing,* $20.40m,50,New
5,Jun 2024,Farada Group,Farada Group,Poland,Kenya,Aerospace,Other (Aerospace),Manufacturing,* $15.10m,* 217,New
6,Jun 2024,HQ House,HQ House,United States,Kenya,Business services,Other support services,Business Services,* $27.80m,* 41,New
7,Jun 2024,Sahara Group,Asharami Synergy,Nigeria,Kenya,"Coal, oil & gas","Natural, liquefied an…","Logistics, Distributio…",* $63.40m,* 85,New
8,Jun 2024,Vodafone Group,Safaricom,United Kingdom,Kenya,Communications,Wireless telecommu…,"Sales, Marketing & S…",* $4.70m,* 62,New
9,May 2024,Al Danube Buildin…,Danube Properties,UAE,Kenya,Real estate,Real estate services,"Sales, Marketing & S…",* $15.90m,* 25,New
10,May 2024,Arad Branding,Arad Branding,Iran,Kenya,Consumer products,Wholesale Trade (Co…,"Sales, Marketing & S…",* $3.20m,* 37,New
11,May 2024,CCI Group,CCI Group,UAE,Kenya,Business services,Business support ser…,Customer Contact C…,* $39.70m,"5,000",Expansion
12,May 2024,Chemetrix,Chemetrix,South Africa,Kenya,Industrial equipment,Measuring & control …,"Logistics, Distributio…",* $1.10m,5,New
13,May 2024,CREMES Internati…,CREMES Internati…,Tanzania,Kenya,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 41,New
14,May 2024,KUK,KUK,Austria,Kenya,Chemicals,"Paints, coatings, add…","Sales, Marketing & S…",* $2.80m,* 13,New
15,May 2024,Spencer West,Spencer West,United Kingdom,Kenya,Business services,Legal services,Business Services,* $1.10m,7,Expansion
