ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Aug 2015,Guaranty Trust Ba…,Guaranty Trust Ba…,Nigeria,Ghana,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
2,Aug 2015,Santova,WM Shipping,South Africa,Ghana,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $6.30m,* 18,New
3,Jul 2015,Millicom Internati…,Tigo Ghana,Luxembourg,Ghana,Communications,Wireless telecommu…,ICT & Internet Infras…,$24.00m,* 4,New
4,Jul 2015,Millicom Internati…,Jovago.com,Luxembourg,Ghana,Hotels & tourism,Travel arrangement …,"Sales, Marketing & S…",* $1.30m,* 18,New
5,Jul 2015,WPP,MEC Global,United Kingdom,Ghana,Business services,"Advertising, PR, & re…",Business Services,* $1.70m,11,New
6,Jun 2015,Access Power MEA,Access Infra Africa,UAE,Ghana,Renewable energy,Solar electric power,Electricity,* $29.41m,* 9,New
7,Jun 2015,Societe Generale (…,Societe Generale …,France,Ghana,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
8,May 2015,Access Bank,Access Bank (Gha…,Nigeria,Ghana,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
9,May 2015,Access Bank,Access Bank (Gha…,Nigeria,Ghana,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
10,May 2015,Access Bank,Access Bank (Gha…,Nigeria,Ghana,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
11,May 2015,Access Bank,Access Bank (Gha…,Nigeria,Ghana,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
12,May 2015,Access Bank,Access Bank (Gha…,Nigeria,Ghana,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
13,May 2015,Access Bank,Access Bank (Gha…,Nigeria,Ghana,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
14,May 2015,Export-Import Ba…,Export-Import Ba…,South Korea,Ghana,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
15,May 2015,Societe Generale (…,Societe Generale …,France,Ghana,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
