ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Mar 2009,The China-Africa …,The China-Africa …,China,South Africa,Financial services,Corporate & investm…,Business Services,* $11.00m,* 21,New
2,Mar 2009,Wiegand-Glas Gro…,Nampak Wiegand …,Germany,South Africa,Ceramics & glass,Glass & glass products,Recycling,$10.28m,* 26,New
3,Mar 2009,Yeahpoint,Yeahpoint,Australia,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 9,New
4,Feb 2009,Environmental Re…,Environmental Re…,United Kingdom,South Africa,Business services,Environmental consu…,Business Services,* $27.80m,* 17,New
5,Feb 2009,IC Group,Tiger of Sweden,Denmark,South Africa,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
6,Feb 2009,Nexus Metissis,Nexus Metissis,Canada,South Africa,Business services,Management consult…,Business Services,* $6.80m,* 15,New
7,Feb 2009,Ovation Global DMC,Ovation Global DMC,Ireland,South Africa,Business services,"Advertising, PR, & re…",Business Services,* $6.80m,* 15,New
8,Feb 2009,Samsonite,Samsonite,United States,South Africa,Textiles,Apparel accessories …,"Sales, Marketing & S…",* $1.70m,* 17,New
9,Jan 2009,Canara Bank,Canara Bank,India,South Africa,Financial services,Retail banking,Business Services,* $9.60m,* 31,New
10,Jan 2009,Chromex Mining,Chromex Mining,United Kingdom,South Africa,Metals,Other metal ore mini…,Manufacturing,* $76.80m,* 223,Co-Location
11,Jan 2009,Diana Group (Gro…,Diana Group (Gro…,France,South Africa,Chemicals,"Paints, coatings, add…","Sales, Marketing & S…",* $6.20m,* 14,New
12,Jan 2009,GreenStream Net…,GreenStream Net…,Finland,South Africa,Business services,Environmental consu…,Business Services,* $6.80m,* 15,New
13,Jan 2009,Intel,Intel Capital,United States,South Africa,Financial services,Corporate & investm…,Business Services,* $11.00m,* 21,New
14,Jan 2009,Lonrho,Lonrho Agriculture,United Kingdom,South Africa,Food and Beverages,Animal slaughtering …,Manufacturing,* $33.70m,* 106,Expansion
15,Jan 2009,Objectif Lune Inc,Objectif Lune Inc,Canada,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 9,New
