ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Nov 2023,Concentrix + Web…,Concentrix + Web…,United States,Morocco,Business services,Business support ser…,Customer Contact C…,* $10.00m,* 267,New
2,Nov 2023,Exlabesa,Exlabesa,Spain,Morocco,Metals,Alumina & aluminiu…,"Sales, Marketing & S…",* $1.90m,* 8,New
3,Nov 2023,Exxelia Group,Exxelia Group,France,Morocco,Electronic components,Wiring devices,Manufacturing,* $26.10m,* 746,New
4,Nov 2023,HDF Energy (Hydr…,HDF Energy (Hydr…,France,Morocco,Renewable energy,Other electric power …,Electricity,$1.98bn,* 613,New
5,Nov 2023,HDF Energy (Hydr…,HDF Energy (Hydr…,France,Morocco,Chemicals,Basic chemicals,"Logistics, Distributio…",* $21.60m,* 26,New
6,Nov 2023,Jet Luxe,Jet Luxe,UAE,Morocco,Transportation & Wa…,Air transportation,"Sales, Marketing & S…",* $6.30m,* 11,New
7,Nov 2023,Omani & Partners,Omani & Partners,Qatar,Morocco,Business services,Legal services,Business Services,* $27.80m,* 43,New
8,Nov 2023,Ondas Inc,Ondas Inc,United States,Morocco,Aerospace,Other (Aerospace),Manufacturing,* $12.30m,* 163,New
9,Nov 2023,Rockwood Compo…,Rockwood Compo…,United Kingdom,Morocco,Aerospace,"Aircraft engines, oth…",Manufacturing,* $12.30m,* 163,New
10,Nov 2023,Syntax,Beyond Technolog…,Germany,Morocco,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 54,New
11,Oct 2023,Aeolon,Aeolon,China,Morocco,Plastics,Artificial & synthetic …,Manufacturing,$244.44m,"3,332",New
12,Oct 2023,Africar Group,Auto24 Africa,Australia,Morocco,Automotive OEM,Automobiles,"Logistics, Distributio…",* $22.90m,* 93,New
13,Oct 2023,Commerzbank,Commerzbank,Germany,Morocco,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
14,Oct 2023,Diamoutils,Diamoutils,France,Morocco,Industrial equipment,Metalworking machi…,Technical Support Ce…,* $1.60m,* 24,New
15,Oct 2023,Otto Krahn,Albis Plastic,Germany,Morocco,Plastics,"Urethane, foam prod…","Sales, Marketing & S…",* $2.00m,* 9,New
