ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Mar 2012,Don't Waste Servi…,Don't Waste Servi…,South Africa,Botswana,Business services,Waste management …,Business Services,* $6.80m,* 15,New
2,Mar 2012,LG Corp,LG Electronics,South Korea,Botswana,Consumer electronics,Audio & video equip…,Retail,* $9.20m,* 78,New
3,Feb 2012,City Lodge,City Lodge,South Africa,Botswana,Hotels & tourism,Accommodation,Construction,$7.80m,* 20,New
4,Feb 2012,Hobas,Hobas,Austria,Botswana,Plastics,"Plastic pipes, pipe fit…",Manufacturing,* $26.90m,* 107,New
5,Feb 2012,Lucara Diamond,Lucara Diamond,Canada,Botswana,Minerals,Nonmetallic mineral …,Extraction,* $55.60m,* 383,New
6,Jan 2012,Pan Africa Busines…,CNBC Africa,South Africa,Botswana,Communications,Radio & TV broadcas…,Business Services,* $2.80m,* 24,New
7,Nov 2011,Standard Chartere…,Standard Chartere…,United Kingdom,Botswana,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
8,Nov 2011,Standard Chartere…,Standard Chartere…,United Kingdom,Botswana,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
9,Nov 2011,Tiffany & Co,Laurelton Reign Di…,United States,Botswana,Minerals,Other non-metallic …,Manufacturing,$9.47m,140,New
10,Oct 2011,NMC Group,UAE Exchange Ce…,UAE,Botswana,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
11,Sep 2011,Gem Diamonds,Gem Diamonds,United Kingdom,Botswana,Minerals,Nonmetallic mineral …,Extraction,$85.00m,* 113,New
12,Sep 2011,HP (Hewlett-Packa…,HP (Hewlett-Packa…,United States,Botswana,Software & IT services,Custom computer pr…,Business Services,* $5.80m,* 16,New
13,Sep 2011,Walmart,Builders Warehouse,United States,Botswana,Consumer products,Building material & g…,Retail,* $36.90m,* 179,New
14,Aug 2011,Logic group,4most,South Africa,Botswana,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 16,Co-Location
15,Jul 2011,Clicks Group,Clicks Group,South Africa,Botswana,Pharmaceuticals,Health & personal ca…,Retail,* $4.20m,* 38,New
