ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,May 2012,Dohwa Engineering,Dohwa Engineering,South Korea,Algeria,Business services,Heavy & civil engine…,Business Services,* $27.80m,* 38,New
2,Mar 2012,Acrow Misr,Acrow Misr,Egypt,Algeria,Metals,Architectural & struc…,"Sales, Marketing & S…",* $2.80m,* 9,New
3,Mar 2012,Azadea Group,Azadea Group,Lebanon,Algeria,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
4,Mar 2012,Dallah Al-Baraka …,Albaraka Banking …,Saudi Arabia,Algeria,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
5,Mar 2012,Gulf Pharmaceutic…,Gulf Pharmaceutic…,UAE,Algeria,Pharmaceuticals,Pharmaceutical prep…,Manufacturing,$32.00m,* 351,New
6,Mar 2012,HSBC Holdings,HSBC Bank,United Kingdom,Algeria,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
7,Mar 2012,HSBC Holdings,HSBC Bank,United Kingdom,Algeria,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
8,Feb 2012,Drake & Scull Inte…,Drake & Scull Inte…,UAE,Algeria,Business services,Heavy & civil engine…,Business Services,* $6.80m,* 15,New
9,Jan 2012,China Central Tele…,China Central Tele…,China,Algeria,Communications,Radio & TV broadcas…,"Sales, Marketing & S…",* $7.50m,* 16,New
10,Jan 2012,Qanawat,Qanawat,UAE,Algeria,Software & IT services,Internet publishing …,"Sales, Marketing & S…",* $5.80m,* 16,New
11,Jan 2012,Wagon Pars (WPC…,Wagon Pars (WPC…,Iran,Algeria,Non-automotive tran…,Railroad rolling stock,Manufacturing,* $60.60m,* 348,New
12,Dec 2011,AXA,AXA,France,Algeria,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 91,New
13,Oct 2011,Dow Chemical,Dow Chemical,United States,Algeria,Chemicals,Other chemical prod…,"Sales, Marketing & S…",* $6.20m,* 14,New
14,Oct 2011,Fawaz Alhokair Gr…,Fawaz Alhokair Gr…,Saudi Arabia,Algeria,Textiles,Clothing & clothing a…,Retail,* $11.90m,* 86,New
15,Oct 2011,Hikma Pharmaceu…,Hikma Pharmaceu…,United Kingdom,Algeria,Pharmaceuticals,Pharmaceutical prep…,Manufacturing,* $51.00m,* 376,New
