ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Oct 2023,Immigration Advic…,Immigration Advic…,United Kingdom,Nigeria,Business services,Legal services,Business Services,* $27.80m,* 8,New
2,Oct 2023,Jiangxi Ganfeng Li…,Jiangxi Ganfeng Li…,China,Nigeria,Chemicals,Basic chemicals,Manufacturing,$250.00m,* 331,New
3,Oct 2023,Saglev,Saglev,United States,Nigeria,Automotive OEM,Automobiles,Manufacturing,* $94.80m,* 884,New
4,Oct 2023,Travelwings,Travelwings,UAE,Nigeria,Hotels & tourism,Travel arrangement …,"Sales, Marketing & S…",* $1.30m,* 18,New
5,Oct 2023,Wreckdock,Wreckdock,United Kingdom,Nigeria,Non-automotive tran…,Ships & boats,Recycling,$300.00m,* 359,New
6,Oct 2023,Zoho (AdventNet),Zoho (AdventNet),India,Nigeria,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 14,Expansion
7,Sep 2023,Universal Music G…,Universal Music G…,United States,Nigeria,Communications,Motion picture & sou…,"Sales, Marketing & S…",* $4.70m,* 62,New
8,Sep 2023,Vertiv (Emerson N…,Vertiv (Emerson N…,United States,Nigeria,Communications,Communications equ…,"Sales, Marketing & S…",* $4.70m,* 62,New
9,Aug 2023,Best Education Se…,Best Education Se…,Ghana,Nigeria,Business services,Educational support …,Business Services,* $27.80m,* 8,New
10,Aug 2023,Buhler,Buhler,Switzerland,Nigeria,Food and Beverages,Grains & oilseed,Manufacturing,* $56.40m,* 288,New
11,Aug 2023,BYU-Pathway Worl…,BYU-Pathway Worl…,United States,Nigeria,Business services,"Schools, colleges, un…",Business Services,* $27.80m,* 8,New
12,Aug 2023,CESAR (Centre for…,CESAR (Centre for…,South Africa,Nigeria,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 8,New
13,Aug 2023,FeatureMind,FeatureMind,Turkey,Nigeria,Software & IT services,Custom computer pr…,Research & Develop…,* $32.40m,* 146,New
14,Aug 2023,Functional Fluidics,Functional Fluidics,United States,Nigeria,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 8,New
15,Aug 2023,Invest Group Glob…,DB Investing,Seychelles,Nigeria,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
