ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Sep 2009,Avasant,Avasant,United States,Ghana,Business services,Management consult…,Business Services,* $6.80m,* 15,New
2,Sep 2009,NEM Insurance,NEM Insurance,Nigeria,Ghana,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 91,New
3,Aug 2009,Escorts Group,Escorts Group,India,Ghana,Industrial equipment,"Agriculture, construc…",Manufacturing,* $48.20m,* 401,New
4,Jul 2009,BMT,BMT Marine & Offs…,United Kingdom,Ghana,Business services,"Professional, scientifi…",Business Services,* $6.80m,* 15,New
5,Jul 2009,Crossroad Bible In…,Crossroad Bible In…,United States,Ghana,Business services,"Technical, trade & ot…",Education & Training,* $5.50m,23,New
6,Jul 2009,Lloyds British Group,Lloyds British Test…,United Kingdom,Ghana,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 17,New
7,Jul 2009,New Alpha Refiner…,New Alpha Refiner…,South Africa,Ghana,"Coal, oil & gas",Petroleum refineries,Manufacturing,$6.00bn,"* 1,208",New
8,Jun 2009,Coca-Cola,Cobega,United States,Ghana,Food and Beverages,Soft drinks & ice,Manufacturing,$48.50m,* 180,New
9,Jun 2009,Guaranty Trust Ba…,Guaranty Trust Ba…,Nigeria,Ghana,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
10,Jun 2009,Guaranty Trust Ba…,Guaranty Trust Ba…,Nigeria,Ghana,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
11,Jun 2009,Quintiles,Quintiles,United States,Ghana,Pharmaceuticals,Pharmaceutical prep…,Research & Develop…,* $34.60m,* 80,New
12,May 2009,Gras Savoye,Gras Savoye,France,Ghana,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
13,May 2009,Hitachi Constructi…,Hitachi Constructi…,Japan,Ghana,Industrial equipment,"Agriculture, construc…","Sales, Marketing & S…",* $0.10m,1,New
14,May 2009,XDS,XDS,Nigeria,Ghana,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
15,Apr 2009,Nes Group,Nes Group,United Kingdom,Ghana,Business services,Employment services,Business Services,* $6.80m,* 15,New
