ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Sep 2011,HP (Hewlett-Packa…,HP (Hewlett-Packa…,United States,Uganda,Software & IT services,Custom computer pr…,Business Services,* $5.80m,* 16,New
2,Sep 2011,MTN Group,MTN Uganda,South Africa,Uganda,Communications,Wireless telecommu…,Retail,* $6.40m,* 51,New
3,Sep 2011,Sameer Group,Sameer Group,Kenya,Uganda,Food and Beverages,Fruits & vegetables …,Manufacturing,* $24.20m,* 429,New
4,Sep 2011,Uchumi Supermar…,Uchumi Supermar…,Kenya,Uganda,Food and Beverages,Food & beverage ret…,Retail,* $2.90m,* 107,New
5,Sep 2011,Woolworths (Sout…,Woolworths (Sout…,South Africa,Uganda,Consumer products,All other general me…,Retail,* $36.90m,* 179,New
6,Aug 2011,Renaissance Group,Renaissance Capital,Russia,Uganda,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
7,Jul 2011,Delta Air Lines,Delta Air Lines,United States,Uganda,Transportation & Wa…,Air transportation,"Sales, Marketing & S…",* $15.30m,* 10,New
8,Jun 2011,AlMansoori Specia…,Target Well Control,UAE,Uganda,"Coal, oil & gas",Support activities for…,Maintenance & Servi…,* $2.50m,* 17,New
9,Jun 2011,MTN Group,MTN Uganda,South Africa,Uganda,Communications,Wireless telecommu…,Retail,* $6.40m,* 51,New
10,Jun 2011,MTN Group,MTN Uganda,South Africa,Uganda,Communications,Computing infrastruc…,ICT & Internet Infras…,$110.00m,* 16,New
11,Mar 2011,International Wor…,International Wor…,Luxembourg,Uganda,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
12,Mar 2011,Talia,Talia,United Kingdom,Uganda,Communications,Wired telecommunic…,"Sales, Marketing & S…",* $4.70m,* 62,New
13,Feb 2011,Uchumi Supermar…,Uchumi Supermar…,Kenya,Uganda,Food and Beverages,Food & beverage ret…,Retail,* $2.90m,* 107,New
14,Jan 2011,Spice Global Inves…,Spice VAS Africa,India,Uganda,Communications,Other telecommunic…,"Sales, Marketing & S…",* $4.70m,* 37,New
15,Dec 2010,Bank of Baroda,Bank of Baroda,India,Uganda,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
