ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Nov 2016,B Group,Saada Côte d'Ivoire,Morocco,Côte d Ivoire,Real estate,Residential building …,Construction,$121.12m,* 181,New
2,Nov 2016,Huawei Technologi…,Huawei Technologi…,China,Côte d Ivoire,Communications,Communications equ…,Technical Support Ce…,* $12.70m,* 141,New
3,Oct 2016,Agility,Agility,Kuwait,Côte d Ivoire,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $85.90m,* 111,New
4,Oct 2016,Central Bank of Li…,British Arab Com…,Libya,Côte d Ivoire,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
5,Oct 2016,Douja Promotion …,Ciment d'Afrique (…,Morocco,Côte d Ivoire,Building materials,Cement & concrete p…,Manufacturing,$22.00m,* 54,New
6,Oct 2016,Holcim Group (Laf…,LafargeHolcim Côt…,Switzerland,Côte d Ivoire,Building materials,Cement & concrete p…,Manufacturing,$20.15m,* 49,Expansion
7,Oct 2016,Merck KGaA,Merck KGaA,Germany,Côte d Ivoire,Pharmaceuticals,Pharmaceutical prep…,"Sales, Marketing & S…",* $5.60m,* 34,New
8,Sep 2016,CMA CGM,CMA CGM,France,Côte d Ivoire,Transportation & Wa…,Water transportation,"Logistics, Distributio…",$21.85m,* 97,New
9,Sep 2016,Orange (France Te…,Orange (France Te…,France,Côte d Ivoire,Software & IT services,Other (Software & IT…,Shared Services Cen…,* $13.50m,* 537,New
10,Sep 2016,Pharma 5,Pharma 5,Morocco,Côte d Ivoire,Pharmaceuticals,Pharmaceutical prep…,Manufacturing,$10.29m,* 67,New
11,Aug 2016,Egoz Industries,Egoz Industries,Israel,Côte d Ivoire,Food and Beverages,Snack food,Manufacturing,$20.43m,300,New
12,Jul 2016,Toyota Motor,CFAO Group,Japan,Côte d Ivoire,Consumer products,Other (Consumer pr…,Manufacturing,* $14.40m,* 418,New
13,Jun 2016,BlueMind,BlueMind Africa,France,Côte d Ivoire,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 18,New
14,Jun 2016,Brand Communica…,Brand Communica…,United Kingdom,Côte d Ivoire,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 38,New
15,Jun 2016,Pixagility,Pixagility,France,Côte d Ivoire,Communications,Radio & TV broadcas…,"Sales, Marketing & S…",* $4.70m,* 62,New
