ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Apr 2006,City Development…,Millennium Tiran …,Singapore,Egypt,Hotels & tourism,Accommodation,Construction,* $129.80m,* 219,New
2,Apr 2006,Metemteks,Metemteks,Turkey,Egypt,Textiles,Textile product mills,Manufacturing,$1.00m,* 18,New
3,Apr 2006,Rotana Hotels,Rotana Hotels,UAE,Egypt,Real estate,Real estate services,"Sales, Marketing & S…",* $28.30m,* 18,New
4,Apr 2006,Think Service,HDI,United States,Egypt,Business services,Educational support …,Education & Training,* $14.60m,* 39,New
5,Mar 2006,Agrium,E-Agrium,Canada,Egypt,Chemicals,"Pesticide, fertilisers …",Manufacturing,$850.00m,"* 1,055",New
6,Mar 2006,Saudi Chemical,Saudi Chemical,Saudi Arabia,Egypt,Chemicals,Other chemical prod…,Manufacturing,$20.00m,* 25,New
7,Mar 2006,Sayegh,National Paints Fa…,Jordan,Egypt,Chemicals,"Paints, coatings, add…",Retail,* $11.60m,* 148,New
8,Feb 2006,InterContinental H…,InterContinental H…,United Kingdom,Egypt,Hotels & tourism,Accommodation,Construction,* $129.80m,* 219,New
9,Feb 2006,Societe Generale (…,ALD Automotive,France,Egypt,Business services,Other support services,Retail,* $11.60m,* 30,New
10,Jan 2006,AlMansoori Specia…,Gulf Technical and…,UAE,Egypt,Business services,"Technical, trade & ot…",Education & Training,* $14.60m,* 39,New
11,Jan 2006,CWT,CWT Globelink,Singapore,Egypt,Transportation & Wa…,Water transportation,"Logistics, Distributio…",* $45.70m,* 93,New
12,Jan 2006,CWT,CWT Globelink,Singapore,Egypt,Transportation & Wa…,Water transportation,"Sales, Marketing & S…",* $15.30m,* 10,New
13,Jan 2006,CWT,CWT Globelink,Singapore,Egypt,Transportation & Wa…,Water transportation,"Sales, Marketing & S…",* $15.30m,* 10,New
14,Jan 2006,TWMA Group,TWMA Group,United Kingdom,Egypt,Industrial equipment,"Agriculture, construc…",Manufacturing,* $48.20m,* 401,New
15,Dec 2005,Al Fawares Constr…,Al Fawares Constr…,Kuwait,Egypt,Real estate,Real estate services,Construction,$2.61bn,"* 3,000",New
