ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2012,Educor,Educor,South Africa,Kenya,Business services,"Schools, colleges, un…",Education & Training,* $3.05m,* 11,New
2,Jul 2012,Koninklijke DSM (…,DSM Nutritional Pr…,Netherlands,Kenya,Chemicals,"Paints, coatings, add…","Sales, Marketing & S…",* $2.80m,* 13,New
3,Jul 2012,The Emirates Group,Emirates Airline,UAE,Kenya,Transportation & Wa…,Air transportation,"Sales, Marketing & S…",* $6.30m,* 18,New
4,Jul 2012,XON,XON,South Africa,Kenya,Communications,Computing infrastruc…,"Sales, Marketing & S…",* $4.70m,* 62,New
5,Jun 2012,3M,3M,United States,Kenya,Consumer products,Other (Consumer pr…,"Sales, Marketing & S…",* $3.20m,* 37,New
6,Jun 2012,deVere & Partners…,deVere & Partners…,Switzerland,Kenya,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
7,Jun 2012,Ghana Reinsurance,Ghana Reinsurance,Ghana,Kenya,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
8,Jun 2012,StratLink,StratLink,United States,Kenya,Business services,Management consult…,Business Services,* $1.50m,10,New
9,May 2012,Aggreko,Aggreko,United Kingdom,Kenya,Industrial equipment,"Ventilation, heating,…",Maintenance & Servi…,* $7.80m,* 34,New
10,May 2012,Essar Group,Essar Telecom Ke…,India,Kenya,Communications,Communications equ…,Retail,* $6.40m,* 51,New
11,May 2012,Mount Rock Capital,Mount Rock Capital,United Kingdom,Kenya,Financial services,Investment manage…,Business Services,* $9.60m,* 27,New
12,Apr 2012,Apollo Hospitals G…,Apollo Hospitals G…,India,Kenya,Healthcare,General medical & s…,Business Services,* $2.70m,* 37,New
13,Apr 2012,BlackBerry (Resea…,BlackBerry (Resea…,Canada,Kenya,Communications,Communications equ…,Retail,* $6.40m,* 51,New
14,Apr 2012,Emerging Capital …,Emerging Capital …,United States,Kenya,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
15,Apr 2012,Maxwell Stamp,Maxwell Stamp,United Kingdom,Kenya,Business services,"Professional, scientifi…",Business Services,* $6.80m,* 37,New
