ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Apr 2009,Kenya Commercia…,Kenya Commercia…,Kenya,South Sudan,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
2,Apr 2009,Kenya Commercia…,Kenya Commercia…,Kenya,South Sudan,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
3,Mar 2009,Kenya Commercia…,Kenya Commercia…,Kenya,South Sudan,Financial services,Retail banking,Business Services,$3.00m,7,New
4,Jan 2009,Global Trust Bank,Global Trust Bank,Uganda,South Sudan,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
5,Dec 2008,SABMiller,SABMiller,United Kingdom,South Sudan,Food and Beverages,Breweries,Manufacturing,* $67.50m,250,New
6,Sep 2008,Ascom Group,Ascom Group,Moldova,South Sudan,"Coal, oil & gas",Oil & gas extraction,Extraction,* $536.90m,* 214,New
7,Sep 2008,Equity Bank,Equity Bank,Kenya,South Sudan,Financial services,Retail banking,Business Services,$7.28m,* 17,New
8,Aug 2008,Commercial Bank …,Commercial Bank …,Ethiopia,South Sudan,Financial services,Retail banking,Business Services,* $6.50m,15,New
9,Aug 2008,Orron Energy (Lu…,Orron Energy (Lu…,Sweden,South Sudan,"Coal, oil & gas",Oil & gas extraction,Extraction,* $536.90m,* 214,New
10,Feb 2008,CLG (Centurion La…,CLG (Centurion La…,Equatorial Guinea,South Sudan,Business services,Legal services,Business Services,* $27.80m,* 38,New
11,Feb 2008,National Insuranc…,National Insuranc…,Eritrea,South Sudan,Financial services,Insurance,"Sales, Marketing & S…",$3.00m,* 14,New
12,Jul 2007,Ruparelia Group,Crane Bank,Uganda,South Sudan,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
13,Jun 2007,Kenya Commercia…,Kenya Commercia…,Kenya,South Sudan,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
14,Nov 2006,Lion of Kenya Ins…,Lion of Kenya Ins…,Kenya,South Sudan,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 91,New
15,Jun 2006,Kenya Commercia…,Kenya Commercia…,Kenya,South Sudan,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
