ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,May 2012,Brose,RG Brose,Germany,South Africa,Automotive compon…,Motor vehicle seatin…,Manufacturing,$8.20m,130,New
2,May 2012,Electricite de Fran…,EDF Renewables S…,France,South Africa,Renewable energy,Wind electric power,Electricity,* $169.60m,* 21,New
3,May 2012,Electricite de Fran…,EDF Renewables S…,France,South Africa,Renewable energy,Wind electric power,Electricity,* $169.60m,* 21,New
4,May 2012,Electricite de Fran…,EDF Renewables S…,France,South Africa,Renewable energy,Wind electric power,Electricity,* $169.60m,* 21,New
5,May 2012,Engie (GDF SUEZ)…,Engie (GDF SUEZ)…,France,South Africa,Renewable energy,Wind electric power,Electricity,$200.00m,* 40,New
6,May 2012,Fujifilm,Fujifilm,Japan,South Africa,Consumer electronics,Audio & video equip…,"Sales, Marketing & S…",* $3.00m,46,New
7,May 2012,Grupo Acek (Gest…,Gestamp Wind St…,Spain,South Africa,Metals,Steel products,Manufacturing,* $18.70m,250,New
8,May 2012,Grupo Acek (Gest…,Gestamp Solar St…,Spain,South Africa,Metals,Steel products,Manufacturing,* $8.60m,115,New
9,May 2012,Haldor Topsoe AS,Haldor Topsoe AS,Denmark,South Africa,Chemicals,"Paints, coatings, add…","Sales, Marketing & S…",* $2.80m,* 13,New
10,May 2012,MobileWebAdz,MobileWebAdz,United Kingdom,South Africa,Software & IT services,Internet publishing …,"Sales, Marketing & S…",* $5.20m,* 9,New
11,May 2012,Munich Fair (Mess…,Munich Fair (Mess…,Germany,South Africa,Business services,Other support services,Business Services,* $27.80m,* 17,New
12,May 2012,SunGard,SunGard,United States,South Africa,Software & IT services,"Software publishers,…",Research & Develop…,* $3.10m,20,Expansion
13,May 2012,Ushio,Christie Digital Sy…,Japan,South Africa,Electronic components,Audio & video equip…,"Sales, Marketing & S…",* $1.80m,* 13,New
14,Apr 2012,ACO Group,ACO Group,Germany,South Africa,Industrial equipment,General purpose ma…,"Logistics, Distributio…",* $15.90m,* 50,New
15,Apr 2012,Aggreko,Aggreko,United Kingdom,South Africa,Industrial equipment,"Ventilation, heating,…","Sales, Marketing & S…",* $2.90m,* 17,New
