ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,May 2026,Mediterranean Shi…,Mediterranean Shi…,Switzerland,Nigeria,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $314.90m,* 111,New
2,May 2026,Shanghai Launch …,Shanghai Launch …,China,Nigeria,Automotive OEM,Automobiles,Manufacturing,* $94.80m,* 884,New
3,May 2026,Shanghai Launch …,Shanghai Launch …,China,Nigeria,Automotive OEM,Automobiles,Manufacturing,* $94.80m,* 884,New
4,May 2026,Zhejiang SALI Abr…,Zhejiang SALI Abr…,China,Nigeria,Industrial equipment,General purpose ma…,"Logistics, Distributio…",* $15.90m,* 50,New
5,Apr 2026,CMA CGM,CEVA Logistics,France,Nigeria,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $314.90m,* 111,New
6,Apr 2026,International Wor…,International Wor…,Switzerland,Nigeria,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
7,Mar 2026,Associated British …,Twinings,United Kingdom,Nigeria,Food and Beverages,Coffee & tea,Manufacturing,$30.34m,100,New
8,Feb 2026,First Abu Dhabi B…,First Abu Dhabi B…,UAE,Nigeria,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
9,Feb 2026,Huaxin Building M…,Lafarge Africa (Laf…,China,Nigeria,Building materials,Cement & concrete p…,Manufacturing,* $454.90m,* 496,Expansion
10,Feb 2026,Huaxin Building M…,Lafarge Africa (Laf…,China,Nigeria,Building materials,Cement & concrete p…,Manufacturing,* $454.90m,* 496,Expansion
11,Feb 2026,International Wor…,International Wor…,Switzerland,Nigeria,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
12,Feb 2026,International Wor…,International Wor…,Switzerland,Nigeria,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
13,Feb 2026,International Wor…,International Wor…,Switzerland,Nigeria,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
14,Jan 2026,Westpaq Internati…,Westpaq Internati…,United States,Nigeria,"Coal, oil & gas",Support activities for…,Education & Training,* $22.20m,* 131,New
15,Dec 2025,First Move Logistics,First Move Logistics,Benin,Nigeria,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $6.30m,* 18,Expansion
