chapitre,sens,annee,valeur,poids,edition
"Boissons, liquides alcooliques et vinaigres",export,2017,3155,7478,2021
"Boissons, liquides alcooliques et vinaigres",export,2018,3028,8361,2021
"Boissons, liquides alcooliques et vinaigres",export,2019,4925,11758,2021
"Boissons, liquides alcooliques et vinaigres",export,2020,12670,27796,2021
"Boissons, liquides alcooliques et vinaigres",export,2021,10085,23498,2021
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",export,2017,2852,12442,2021
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",export,2018,4523,16560,2021
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",export,2019,4414,18260,2021
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",export,2020,4373,16930,2021
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",export,2021,4912,15351,2021
Tabacs et succédanés de tabacs fabriqués,export,2017,62762,6683,2021
Tabacs et succédanés de tabacs fabriqués,export,2018,53402,6332,2021
Tabacs et succédanés de tabacs fabriqués,export,2019,43444,4984,2021
Tabacs et succédanés de tabacs fabriqués,export,2020,36056,3746,2021
Tabacs et succédanés de tabacs fabriqués,export,2021,46400,5132,2021
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",export,2017,149458,3800764,2021
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",export,2018,114782,3016296,2021
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",export,2019,113494,3017873,2021
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",export,2020,100201,2661267,2021
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",export,2021,127410,3458657,2021
"Minerais, scories et cendres",export,2017,84322,535030,2021
"Minerais, scories et cendres",export,2018,99767,497710,2021
"Minerais, scories et cendres",export,2019,115412,614799,2021
"Minerais, scories et cendres",export,2020,116206,594538,2021
"Minerais, scories et cendres",export,2021,150328,679787,2021
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",export,2017,258685,926983,2021
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",export,2018,317908,905273,2021
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",export,2019,487101,1359772,2021
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",export,2020,361527,1325920,2021
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",export,2021,447902,1376590,2021
"Produits chimiques inorganiques, composés de métaux ou radioactifs",export,2017,99026,354823,2021
"Produits chimiques inorganiques, composés de métaux ou radioactifs",export,2018,160107,446431,2021
"Produits chimiques inorganiques, composés de métaux ou radioactifs",export,2019,199508,538689,2021
"Produits chimiques inorganiques, composés de métaux ou radioactifs",export,2020,155467,493872,2021
"Produits chimiques inorganiques, composés de métaux ou radioactifs",export,2021,269869,489505,2021
Produits chimiques organiques,export,2017,2720,2961,2021
Produits chimiques organiques,export,2018,4037,3976,2021
Produits chimiques organiques,export,2019,3900,3920,2021
Produits chimiques organiques,export,2020,4444,4927,2021
Produits chimiques organiques,export,2021,5092,4950,2021
Produits pharmaceutiques,export,2017,5355,856,2021
Produits pharmaceutiques,export,2018,6410,763,2021
Produits pharmaceutiques,export,2019,4783,1030,2021
Produits pharmaceutiques,export,2020,1832,179,2021
Produits pharmaceutiques,export,2021,1145,203,2021
Engrais,export,2017,18935,104965,2021
Engrais,export,2018,26048,159769,2021
Engrais,export,2019,29452,135510,2021
Engrais,export,2020,21258,111358,2021
Engrais,export,2021,33056,121970,2021
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2017,803,769,2021
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2018,809,639,2021
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2019,913,621,2021
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2020,538,525,2021
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2021,1314,967,2021
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2017,31032,19505,2021
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2018,40694,25455,2021
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2019,42477,26062,2021
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2020,44968,29138,2021
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2021,45789,28726,2021
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2017,9095,19213,2021
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2018,10013,19624,2021
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2019,13057,17481,2021
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2020,15792,24702,2021
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2021,14754,20439,2021
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2017,322,136,2021
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2018,294,95,2021
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2019,378,262,2021
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2020,409,128,2021
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2021,469,220,2021
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2017,486,136,2021
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2018,932,173,2021
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2019,617,91,2021
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2020,170,105,2021
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2021,37,10,2021
Produits photographiques ou cinématographiques,export,2017,2,2,2021
Produits photographiques ou cinématographiques,export,2018,0,,2021
Produits photographiques ou cinématographiques,export,2019,0,1,2021
Produits photographiques ou cinématographiques,export,2020,0,,2021
Produits photographiques ou cinématographiques,export,2021,1,0,2021
Produits divers des industries chimiques,export,2017,8392,4772,2021
Produits divers des industries chimiques,export,2018,7728,6233,2021
Produits divers des industries chimiques,export,2019,9229,7414,2021
Produits divers des industries chimiques,export,2020,7380,4522,2021
Produits divers des industries chimiques,export,2021,10718,7381,2021
Matières plastiques et ouvrages en ces matières,export,2017,23694,33936,2021
Matières plastiques et ouvrages en ces matières,export,2018,23467,40653,2021
Matières plastiques et ouvrages en ces matières,export,2019,19401,23929,2021
Matières plastiques et ouvrages en ces matières,export,2020,22032,32255,2021
Matières plastiques et ouvrages en ces matières,export,2021,21545,27054,2021
Caoutchouc et ouvrages en caoutchouc,export,2017,3336,1199,2021
Caoutchouc et ouvrages en caoutchouc,export,2018,4101,1434,2021
Caoutchouc et ouvrages en caoutchouc,export,2019,3425,1341,2021
Caoutchouc et ouvrages en caoutchouc,export,2020,3876,1376,2021
Caoutchouc et ouvrages en caoutchouc,export,2021,4045,2526,2021
Peaux (autres que les pelleteries) et cuirs,export,2017,8166,6047,2021
Peaux (autres que les pelleteries) et cuirs,export,2018,7681,6485,2021
Peaux (autres que les pelleteries) et cuirs,export,2019,3929,5244,2021
Peaux (autres que les pelleteries) et cuirs,export,2020,2660,2497,2021
Peaux (autres que les pelleteries) et cuirs,export,2021,1964,1301,2021
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2017,113,12,2021
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2018,52,19,2021
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2019,43,6,2021
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2020,39,37,2021
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2021,103,96,2021
"Pelleteries et fourrures, pelleteries factices",export,2017,0,,2021
"Pelleteries et fourrures, pelleteries factices",export,2018,0,,2021
"Pelleteries et fourrures, pelleteries factices",export,2019,1,1,2021
"Pelleteries et fourrures, pelleteries factices",export,2020,0,,2021
"Pelleteries et fourrures, pelleteries factices",export,2021,0,0,2021
"Bois, charbon de bois et ouvrages en bois",export,2017,4402,33185,2021
"Bois, charbon de bois et ouvrages en bois",export,2018,4416,34564,2021
"Bois, charbon de bois et ouvrages en bois",export,2019,3330,37629,2021
"Bois, charbon de bois et ouvrages en bois",export,2020,3590,45281,2021
"Bois, charbon de bois et ouvrages en bois",export,2021,4918,40196,2021
Liège et ouvrages en liège,export,2017,0,,2021
Liège et ouvrages en liège,export,2018,0,,2021
Liège et ouvrages en liège,export,2019,0,,2021
Liège et ouvrages en liège,export,2020,0,,2021
Liège et ouvrages en liège,export,2021,0,2,2021
Ouvrages de sparterie ou de vannerie,export,2017,3018,1041,2021
Ouvrages de sparterie ou de vannerie,export,2018,2250,923,2021
Ouvrages de sparterie ou de vannerie,export,2019,2249,895,2021
Ouvrages de sparterie ou de vannerie,export,2020,1821,905,2021
Ouvrages de sparterie ou de vannerie,export,2021,2244,1321,2021
Matières cellulosiques servant à la fabrication du papier,export,2017,35,321,2021
Matières cellulosiques servant à la fabrication du papier,export,2018,41,418,2021
Matières cellulosiques servant à la fabrication du papier,export,2019,118,152,2021
Matières cellulosiques servant à la fabrication du papier,export,2020,18,196,2021
Matières cellulosiques servant à la fabrication du papier,export,2021,33,357,2021
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2017,7280,9415,2021
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2018,7942,9227,2021
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2019,8477,9695,2021
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2020,10883,14074,2021
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2021,21202,31380,2021
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2017,600,158,2021
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2018,813,224,2021
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2019,1036,220,2021
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2020,517,122,2021
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2021,892,215,2021
Soie,export,2017,1,1,2021
Soie,export,2018,0,,2021
Soie,export,2019,0,,2021
Soie,export,2020,0,,2021
Soie,export,2021,0,,2021
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2017,9,13,2021
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2018,0,,2021
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2019,0,,2021
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2020,0,,2021
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2021,0,,2021
Coton,export,2017,6687,8000,2021
Coton,export,2018,7328,7847,2021
Coton,export,2019,7058,8045,2021
Coton,export,2020,5826,6796,2021
Coton,export,2021,9012,9155,2021
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2017,0,,2021
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2018,17,13,2021
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2019,41,30,2021
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2020,0,,2021
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2021,2,1,2021
Filaments synthétiques ou artificiels,export,2017,743,433,2021
Filaments synthétiques ou artificiels,export,2018,1000,292,2021
Filaments synthétiques ou artificiels,export,2019,981,196,2021
Filaments synthétiques ou artificiels,export,2020,1177,231,2021
Filaments synthétiques ou artificiels,export,2021,1757,347,2021
Fibres synthétiques ou artificielles discontinues,export,2017,20063,5178,2021
Fibres synthétiques ou artificielles discontinues,export,2018,19421,5945,2021
Fibres synthétiques ou artificielles discontinues,export,2019,15605,4493,2021
Fibres synthétiques ou artificielles discontinues,export,2020,20482,5912,2021
Fibres synthétiques ou artificielles discontinues,export,2021,22053,6659,2021
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2017,1132,291,2021
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2018,1681,354,2021
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2019,1705,395,2021
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2020,2130,516,2021
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2021,1481,429,2021
Tapis et autres revêtements de sol en matières textiles,export,2017,17,9,2021
Tapis et autres revêtements de sol en matières textiles,export,2018,15,9,2021
Tapis et autres revêtements de sol en matières textiles,export,2019,10,15,2021
Tapis et autres revêtements de sol en matières textiles,export,2020,37,61,2021
Tapis et autres revêtements de sol en matières textiles,export,2021,31,78,2021
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2017,13,28,2021
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2018,0,0,2021
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2019,17,16,2021
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2020,14,3,2021
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2021,18,20,2021
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2017,4,1,2021
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2018,3,2,2021
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2019,0,,2021
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2020,0,1,2021
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2021,51,101,2021
Étoffes de bonneterie,export,2017,0,,2021
Étoffes de bonneterie,export,2018,0,,2021
Étoffes de bonneterie,export,2019,2,0,2021
Étoffes de bonneterie,export,2020,0,,2021
Étoffes de bonneterie,export,2021,0,,2021
"Vêtements et accessoires du vêtement, en bonneterie",export,2017,168,75,2021
"Vêtements et accessoires du vêtement, en bonneterie",export,2018,98,61,2021
"Vêtements et accessoires du vêtement, en bonneterie",export,2019,166,88,2021
"Vêtements et accessoires du vêtement, en bonneterie",export,2020,378,198,2021
"Vêtements et accessoires du vêtement, en bonneterie",export,2021,232,122,2021
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2017,512,104,2021
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2018,145,85,2021
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2019,210,156,2021
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2020,1430,182,2021
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2021,314,321,2021
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2017,1658,1203,2021
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2018,1857,1283,2021
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2019,2109,2213,2021
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2020,2130,1585,2021
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2021,2659,2498,2021
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2017,1602,2358,2021
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2018,2814,3681,2021
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2019,3367,3919,2021
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2020,5433,5609,2021
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2021,6157,5859,2021
Coiffures et parties de coiffures,export,2017,94,6,2021
Coiffures et parties de coiffures,export,2018,32,2,2021
Coiffures et parties de coiffures,export,2019,3,0,2021
Coiffures et parties de coiffures,export,2020,45,30,2021
Coiffures et parties de coiffures,export,2021,75,6,2021
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2017,0,0,2021
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2018,1,3,2021
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2019,1,0,2021
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2020,2,0,2021
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2021,0,1,2021
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2017,30526,7196,2021
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2018,34089,8532,2021
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2019,21029,5156,2021
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2020,33466,9250,2021
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2021,37725,10149,2021
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2017,297,6557,2021
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2018,174,1680,2021
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2019,217,241,2021
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2020,153,212,2021
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2021,346,648,2021
Produits céramiques,export,2017,116,127,2021
Produits céramiques,export,2018,179,376,2021
Produits céramiques,export,2019,237,2111,2021
Produits céramiques,export,2020,7782,100834,2021
Produits céramiques,export,2021,9319,103670,2021
Verre et ouvrages en verre,export,2017,974,1445,2021
Verre et ouvrages en verre,export,2018,1106,1969,2021
Verre et ouvrages en verre,export,2019,1096,1892,2021
Verre et ouvrages en verre,export,2020,1091,1848,2021
Verre et ouvrages en verre,export,2021,1183,2087,2021
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2017,220443,35,2021
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2018,313699,17,2021
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2019,376235,19,2021
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2020,423077,59,2021
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2021,540534,29,2021
"Fonte, fer et acier",export,2017,45164,153986,2021
"Fonte, fer et acier",export,2018,53888,174197,2021
"Fonte, fer et acier",export,2019,59796,166589,2021
"Fonte, fer et acier",export,2020,62814,185658,2021
"Fonte, fer et acier",export,2021,82161,215079,2021
"Ouvrages en fonte, fer ou acier",export,2017,9444,16574,2021
"Ouvrages en fonte, fer ou acier",export,2018,9799,17133,2021
"Ouvrages en fonte, fer ou acier",export,2019,7892,13765,2021
"Ouvrages en fonte, fer ou acier",export,2020,11157,16435,2021
"Ouvrages en fonte, fer ou acier",export,2021,10278,16271,2021
Cuivre et ouvrages en cuivre,export,2017,6062,2940,2021
Cuivre et ouvrages en cuivre,export,2018,3820,2204,2021
Cuivre et ouvrages en cuivre,export,2019,4336,2136,2021
Cuivre et ouvrages en cuivre,export,2020,3839,1481,2021
Cuivre et ouvrages en cuivre,export,2021,5874,41807,2021
Nickel et ouvrages en nickel,export,2017,57,369,2021
Nickel et ouvrages en nickel,export,2018,0,,2021
Nickel et ouvrages en nickel,export,2019,2,0,2021
Nickel et ouvrages en nickel,export,2020,0,0,2021
Nickel et ouvrages en nickel,export,2021,23,9,2021
Aluminium et ouvrages en aluminium,export,2017,2239,4810,2021
Aluminium et ouvrages en aluminium,export,2018,1784,2502,2021
Aluminium et ouvrages en aluminium,export,2019,1358,2074,2021
Aluminium et ouvrages en aluminium,export,2020,970,1228,2021
Aluminium et ouvrages en aluminium,export,2021,3191,9392,2021
Plomb et ouvrages en plomb,export,2017,4518,3987,2021
Plomb et ouvrages en plomb,export,2018,4177,3525,2021
Plomb et ouvrages en plomb,export,2019,4661,4065,2021
Plomb et ouvrages en plomb,export,2020,4211,4145,2021
Plomb et ouvrages en plomb,export,2021,5877,4954,2021
Zinc et ouvrages en zinc,export,2017,32,25,2021
Zinc et ouvrages en zinc,export,2018,0,0,2021
Zinc et ouvrages en zinc,export,2019,5,0,2021
Zinc et ouvrages en zinc,export,2020,0,,2021
Zinc et ouvrages en zinc,export,2021,12,6,2021
Étain et ouvrages en étain,export,2017,240,760,2021
Étain et ouvrages en étain,export,2018,90,935,2021
Étain et ouvrages en étain,export,2019,0,,2021
Étain et ouvrages en étain,export,2020,0,,2021
Étain et ouvrages en étain,export,2021,97,970,2021
"Autres métaux communs, cermets, ouvrages en ces matières",export,2017,71,663,2021
"Autres métaux communs, cermets, ouvrages en ces matières",export,2018,157,2800,2021
