pays,region,sens,annee,valeur,poids,edition
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2018,4,2,2021
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2019,0,0,2021
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2020,0,0,2021
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2021,0,0,2021
CITE DU VATICAN,Autres pays d'Europe,export,2017,0,0,2021
CITE DU VATICAN,Autres pays d'Europe,export,2018,0,0,2021
CITE DU VATICAN,Autres pays d'Europe,export,2019,0,0,2021
CITE DU VATICAN,Autres pays d'Europe,export,2020,0,0,2021
CITE DU VATICAN,Autres pays d'Europe,export,2021,0,0,2021
EX-YOUGOSLAVIE,Autres pays d'Europe,export,2017,0,0,2021
EX-YOUGOSLAVIE,Autres pays d'Europe,export,2018,0,0,2021
EX-YOUGOSLAVIE,Autres pays d'Europe,export,2019,0,0,2021
EX-YOUGOSLAVIE,Autres pays d'Europe,export,2020,0,0,2021
EX-YOUGOSLAVIE,Autres pays d'Europe,export,2021,0,0,2021
GIBRALTAR,Autres pays d'Europe,export,2017,0,0,2021
GIBRALTAR,Autres pays d'Europe,export,2018,0,0,2021
GIBRALTAR,Autres pays d'Europe,export,2019,0,0,2021
GIBRALTAR,Autres pays d'Europe,export,2020,23,27,2021
GIBRALTAR,Autres pays d'Europe,export,2021,0,0,2021
HELGOLAND,Autres pays d'Europe,export,2017,162,49,2021
HELGOLAND,Autres pays d'Europe,export,2018,196,49,2021
HELGOLAND,Autres pays d'Europe,export,2019,18,25,2021
HELGOLAND,Autres pays d'Europe,export,2020,2,3,2021
HELGOLAND,Autres pays d'Europe,export,2021,0,0,2021
ISLANDE,Autres pays d'Europe,export,2017,128,18,2021
ISLANDE,Autres pays d'Europe,export,2018,323,51,2021
ISLANDE,Autres pays d'Europe,export,2019,67,9,2021
ISLANDE,Autres pays d'Europe,export,2020,480,294,2021
ISLANDE,Autres pays d'Europe,export,2021,531,80,2021
MONTENEGRO,Autres pays d'Europe,export,2017,1,0,2021
MONTENEGRO,Autres pays d'Europe,export,2018,5591,23109,2021
MONTENEGRO,Autres pays d'Europe,export,2019,869,979,2021
MONTENEGRO,Autres pays d'Europe,export,2020,0,0,2021
MONTENEGRO,Autres pays d'Europe,export,2021,42,108,2021
NORVEGE,Autres pays d'Europe,export,2017,23388,259454,2021
NORVEGE,Autres pays d'Europe,export,2018,2396,30028,2021
NORVEGE,Autres pays d'Europe,export,2019,11821,137104,2021
NORVEGE,Autres pays d'Europe,export,2020,31781,303586,2021
NORVEGE,Autres pays d'Europe,export,2021,42127,344141,2021
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2017,16,4,2021
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2018,15,1,2021
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2019,62,5,2021
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2020,24,41,2021
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2021,0,0,2021
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2017,550,663,2021
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2018,2221,17600,2021
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2019,512,2258,2021
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2020,1101,2565,2021
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2021,2784,6304,2021
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2017,0,0,2021
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2018,12,2,2021
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2019,0,0,2021
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2020,0,0,2021
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2021,0,0,2021
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2017,65,48,2021
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2018,57,34,2021
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2019,184,245,2021
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2020,118,98,2021
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2021,262,116,2021
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2017,1,0,2021
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2018,0,0,2021
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2019,0,0,2021
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2020,0,0,2021
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2021,0,0,2021
RUSSIE,Autres pays d'Europe,export,2017,3316,26481,2021
RUSSIE,Autres pays d'Europe,export,2018,46,108,2021
RUSSIE,Autres pays d'Europe,export,2019,3619,24236,2021
RUSSIE,Autres pays d'Europe,export,2020,78,260,2021
RUSSIE,Autres pays d'Europe,export,2021,269,616,2021
SUISSE,Autres pays d'Europe,export,2017,176442,46024,2021
SUISSE,Autres pays d'Europe,export,2018,301515,134534,2021
SUISSE,Autres pays d'Europe,export,2019,359241,99059,2021
SUISSE,Autres pays d'Europe,export,2020,279599,58075,2021
SUISSE,Autres pays d'Europe,export,2021,414789,164586,2021
TRIESTE,Autres pays d'Europe,export,2017,2,0,2021
TRIESTE,Autres pays d'Europe,export,2018,1,1,2021
TRIESTE,Autres pays d'Europe,export,2019,11,7,2021
TRIESTE,Autres pays d'Europe,export,2020,0,0,2021
TRIESTE,Autres pays d'Europe,export,2021,127,206,2021
TURQUIE,Autres pays d'Europe,export,2017,1085,1543,2021
TURQUIE,Autres pays d'Europe,export,2018,2409,5195,2021
TURQUIE,Autres pays d'Europe,export,2019,4236,5080,2021
TURQUIE,Autres pays d'Europe,export,2020,5242,6794,2021
TURQUIE,Autres pays d'Europe,export,2021,2835,5309,2021
BURUNDI,Afrique centrale,export,2017,31,19,2021
BURUNDI,Afrique centrale,export,2018,35,25,2021
BURUNDI,Afrique centrale,export,2019,78,74,2021
BURUNDI,Afrique centrale,export,2020,51,46,2021
BURUNDI,Afrique centrale,export,2021,148,138,2021
CAMEROUN,Afrique centrale,export,2017,11688,18964,2021
CAMEROUN,Afrique centrale,export,2018,16554,26477,2021
CAMEROUN,Afrique centrale,export,2019,17680,27922,2021
CAMEROUN,Afrique centrale,export,2020,17297,29557,2021
CAMEROUN,Afrique centrale,export,2021,15049,22723,2021
CENTRE AFRIQUE,Afrique centrale,export,2017,4986,1860,2021
CENTRE AFRIQUE,Afrique centrale,export,2018,4998,1443,2021
CENTRE AFRIQUE,Afrique centrale,export,2019,3979,1137,2021
CENTRE AFRIQUE,Afrique centrale,export,2020,4497,1868,2021
CENTRE AFRIQUE,Afrique centrale,export,2021,2269,795,2021
CONGO,Afrique centrale,export,2017,26494,12744,2021
CONGO,Afrique centrale,export,2018,21713,11131,2021
CONGO,Afrique centrale,export,2019,22503,10795,2021
CONGO,Afrique centrale,export,2020,15745,11580,2021
CONGO,Afrique centrale,export,2021,20733,11523,2021
CONGO DEMOCRATIQUE,Afrique centrale,export,2017,1198,921,2021
CONGO DEMOCRATIQUE,Afrique centrale,export,2018,3889,1417,2021
CONGO DEMOCRATIQUE,Afrique centrale,export,2019,1443,1354,2021
CONGO DEMOCRATIQUE,Afrique centrale,export,2020,1992,1441,2021
CONGO DEMOCRATIQUE,Afrique centrale,export,2021,1704,950,2021
GABON,Afrique centrale,export,2017,2424,2122,2021
GABON,Afrique centrale,export,2018,3505,5343,2021
GABON,Afrique centrale,export,2019,5965,6058,2021
GABON,Afrique centrale,export,2020,3513,3823,2021
GABON,Afrique centrale,export,2021,8932,6753,2021
GUINEE EQUATORIALE,Afrique centrale,export,2017,881,722,2021
GUINEE EQUATORIALE,Afrique centrale,export,2018,2729,1065,2021
GUINEE EQUATORIALE,Afrique centrale,export,2019,2699,901,2021
GUINEE EQUATORIALE,Afrique centrale,export,2020,2403,800,2021
GUINEE EQUATORIALE,Afrique centrale,export,2021,2501,933,2021
RWANDA,Afrique centrale,export,2017,2,0,2021
RWANDA,Afrique centrale,export,2018,9,3,2021
RWANDA,Afrique centrale,export,2019,2,0,2021
RWANDA,Afrique centrale,export,2020,37,6,2021
RWANDA,Afrique centrale,export,2021,6,2,2021
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2017,2,0,2021
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2018,2,1,2021
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2019,0,0,2021
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2020,0,0,2021
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2021,0,0,2021
TCHAD,Afrique centrale,export,2017,14215,3454,2021
TCHAD,Afrique centrale,export,2018,14734,3591,2021
TCHAD,Afrique centrale,export,2019,8187,2730,2021
TCHAD,Afrique centrale,export,2020,4100,2626,2021
TCHAD,Afrique centrale,export,2021,4794,3274,2021
ALGERIE,Afrique du Nord,export,2017,302,269,2021
ALGERIE,Afrique du Nord,export,2018,246,220,2021
ALGERIE,Afrique du Nord,export,2019,151,94,2021
ALGERIE,Afrique du Nord,export,2020,400,506,2021
ALGERIE,Afrique du Nord,export,2021,403,112,2021
EGYPTE,Afrique du Nord,export,2017,244,260,2021
EGYPTE,Afrique du Nord,export,2018,260,348,2021
EGYPTE,Afrique du Nord,export,2019,253,788,2021
EGYPTE,Afrique du Nord,export,2020,474,1893,2021
EGYPTE,Afrique du Nord,export,2021,847,1208,2021
ILES CANARIES,Afrique du Nord,export,2017,0,0,2021
ILES CANARIES,Afrique du Nord,export,2018,10,27,2021
ILES CANARIES,Afrique du Nord,export,2019,0,0,2021
ILES CANARIES,Afrique du Nord,export,2020,0,0,2021
ILES CANARIES,Afrique du Nord,export,2021,0,0,2021
LIBYE,Afrique du Nord,export,2017,282,122,2021
LIBYE,Afrique du Nord,export,2018,4,4,2021
LIBYE,Afrique du Nord,export,2019,36,60,2021
LIBYE,Afrique du Nord,export,2020,3,12,2021
LIBYE,Afrique du Nord,export,2021,0,0,2021
MAROC,Afrique du Nord,export,2017,2589,2755,2021
MAROC,Afrique du Nord,export,2018,5084,4426,2021
MAROC,Afrique du Nord,export,2019,7262,4798,2021
MAROC,Afrique du Nord,export,2020,6262,3848,2021
MAROC,Afrique du Nord,export,2021,6814,5029,2021
SOUDAN,Afrique du Nord,export,2017,523,364,2021
SOUDAN,Afrique du Nord,export,2018,1045,384,2021
SOUDAN,Afrique du Nord,export,2019,436,371,2021
SOUDAN,Afrique du Nord,export,2020,688,593,2021
SOUDAN,Afrique du Nord,export,2021,523,548,2021
TUNISIE,Afrique du Nord,export,2017,1552,1370,2021
TUNISIE,Afrique du Nord,export,2018,535,648,2021
TUNISIE,Afrique du Nord,export,2019,2360,3444,2021
TUNISIE,Afrique du Nord,export,2020,1292,1977,2021
TUNISIE,Afrique du Nord,export,2021,1588,2710,2021
BENIN,Afrique occidentale,export,2017,9522,35316,2021
BENIN,Afrique occidentale,export,2018,10216,25412,2021
BENIN,Afrique occidentale,export,2019,12050,33743,2021
BENIN,Afrique occidentale,export,2020,9905,44176,2021
BENIN,Afrique occidentale,export,2021,14981,28004,2021
BURKINA FASO,Afrique occidentale,export,2017,33482,79503,2021
BURKINA FASO,Afrique occidentale,export,2018,38471,80141,2021
BURKINA FASO,Afrique occidentale,export,2019,38039,85251,2021
BURKINA FASO,Afrique occidentale,export,2020,29978,85511,2021
BURKINA FASO,Afrique occidentale,export,2021,36813,94370,2021
COTE D'IVOIRE,Afrique occidentale,export,2017,81699,232163,2021
COTE D'IVOIRE,Afrique occidentale,export,2018,72911,213152,2021
COTE D'IVOIRE,Afrique occidentale,export,2019,91948,287310,2021
COTE D'IVOIRE,Afrique occidentale,export,2020,110319,310871,2021
COTE D'IVOIRE,Afrique occidentale,export,2021,120570,317948,2021
GAMBIE,Afrique occidentale,export,2017,62813,579781,2021
GAMBIE,Afrique occidentale,export,2018,54237,394203,2021
GAMBIE,Afrique occidentale,export,2019,45418,403456,2021
GAMBIE,Afrique occidentale,export,2020,64554,446548,2021
GAMBIE,Afrique occidentale,export,2021,88257,893419,2021
GHANA,Afrique occidentale,export,2017,9319,11675,2021
GHANA,Afrique occidentale,export,2018,13298,15216,2021
GHANA,Afrique occidentale,export,2019,6248,9893,2021
GHANA,Afrique occidentale,export,2020,8830,10370,2021
GHANA,Afrique occidentale,export,2021,14098,14727,2021
GUINEE BISSAU,Afrique occidentale,export,2017,34791,113289,2021
GUINEE BISSAU,Afrique occidentale,export,2018,38028,105185,2021
GUINEE BISSAU,Afrique occidentale,export,2019,38374,87853,2021
GUINEE BISSAU,Afrique occidentale,export,2020,32876,71812,2021
GUINEE BISSAU,Afrique occidentale,export,2021,41356,95056,2021
GUINEE REPUBLIQUE,Afrique occidentale,export,2017,61392,97335,2021
GUINEE REPUBLIQUE,Afrique occidentale,export,2018,70800,107142,2021
GUINEE REPUBLIQUE,Afrique occidentale,export,2019,78817,134366,2021
GUINEE REPUBLIQUE,Afrique occidentale,export,2020,85381,163055,2021
GUINEE REPUBLIQUE,Afrique occidentale,export,2021,80474,139127,2021
ILES DU CAP VERT,Afrique occidentale,export,2017,2398,1096,2021
ILES DU CAP VERT,Afrique occidentale,export,2018,2320,3306,2021
ILES DU CAP VERT,Afrique occidentale,export,2019,1656,817,2021
ILES DU CAP VERT,Afrique occidentale,export,2020,1061,508,2021
ILES DU CAP VERT,Afrique occidentale,export,2021,1237,768,2021
LIBERIA,Afrique occidentale,export,2017,3894,3301,2021
LIBERIA,Afrique occidentale,export,2018,4163,4335,2021
LIBERIA,Afrique occidentale,export,2019,1699,2017,2021
LIBERIA,Afrique occidentale,export,2020,1782,2450,2021
LIBERIA,Afrique occidentale,export,2021,2302,2222,2021
MALI,Afrique occidentale,export,2017,347094,2857135,2021
MALI,Afrique occidentale,export,2018,388682,2721598,2021
MALI,Afrique occidentale,export,2019,562138,2984417,2021
MALI,Afrique occidentale,export,2020,474811,2946232,2021
MALI,Afrique occidentale,export,2021,582550,3047680,2021
MAURITANIE,Afrique occidentale,export,2017,44941,262646,2021
MAURITANIE,Afrique occidentale,export,2018,41913,51840,2021
MAURITANIE,Afrique occidentale,export,2019,39741,65005,2021
MAURITANIE,Afrique occidentale,export,2020,40810,62845,2021
MAURITANIE,Afrique occidentale,export,2021,51482,83581,2021
NIGER,Afrique occidentale,export,2017,9932,12630,2021
NIGER,Afrique occidentale,export,2018,15886,86328,2021
NIGER,Afrique occidentale,export,2019,8967,104364,2021
NIGER,Afrique occidentale,export,2020,11761,27193,2021
NIGER,Afrique occidentale,export,2021,12968,15137,2021
NIGERIA,Afrique occidentale,export,2017,12601,11335,2021
NIGERIA,Afrique occidentale,export,2018,16547,12368,2021
NIGERIA,Afrique occidentale,export,2019,14995,17250,2021
NIGERIA,Afrique occidentale,export,2020,13722,15794,2021
NIGERIA,Afrique occidentale,export,2021,12211,13597,2021
SIERRA LEONE,Afrique occidentale,export,2017,7954,10669,2021
SIERRA LEONE,Afrique occidentale,export,2018,9072,13632,2021
SIERRA LEONE,Afrique occidentale,export,2019,8385,15789,2021
SIERRA LEONE,Afrique occidentale,export,2020,6986,13554,2021
SIERRA LEONE,Afrique occidentale,export,2021,4459,10025,2021
TOGO,Afrique occidentale,export,2017,14543,14800,2021
TOGO,Afrique occidentale,export,2018,11720,13124,2021
TOGO,Afrique occidentale,export,2019,16747,40193,2021
TOGO,Afrique occidentale,export,2020,11032,10547,2021
TOGO,Afrique occidentale,export,2021,14821,12509,2021
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2017,2628,1132,2021
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2018,298,314,2021
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2019,1088,1052,2021
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2020,92,71,2021
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2021,504,635,2021
ANGOLA,Afrique orientale et du Sud,export,2017,454,411,2021
ANGOLA,Afrique orientale et du Sud,export,2018,199,267,2021
ANGOLA,Afrique orientale et du Sud,export,2019,432,548,2021
ANGOLA,Afrique orientale et du Sud,export,2020,713,798,2021
ANGOLA,Afrique orientale et du Sud,export,2021,467,428,2021
BOTSWANA,Afrique orientale et du Sud,export,2017,13,15,2021
BOTSWANA,Afrique orientale et du Sud,export,2018,27,84,2021
BOTSWANA,Afrique orientale et du Sud,export,2019,208,343,2021
BOTSWANA,Afrique orientale et du Sud,export,2020,0,0,2021
BOTSWANA,Afrique orientale et du Sud,export,2021,153,307,2021
COMORES ILE,Afrique orientale et du Sud,export,2017,0,0,2021
COMORES ILE,Afrique orientale et du Sud,export,2018,64,114,2021
COMORES ILE,Afrique orientale et du Sud,export,2019,14,2,2021
COMORES ILE,Afrique orientale et du Sud,export,2020,10,24,2021
COMORES ILE,Afrique orientale et du Sud,export,2021,7,1,2021
DJIBOUTI,Afrique orientale et du Sud,export,2017,9,1,2021
DJIBOUTI,Afrique orientale et du Sud,export,2018,26,5,2021
DJIBOUTI,Afrique orientale et du Sud,export,2019,4,0,2021
DJIBOUTI,Afrique orientale et du Sud,export,2020,1,0,2021
DJIBOUTI,Afrique orientale et du Sud,export,2021,21,58,2021
ETHIOPIE,Afrique orientale et du Sud,export,2017,283,232,2021
ETHIOPIE,Afrique orientale et du Sud,export,2018,48,35,2021
ETHIOPIE,Afrique orientale et du Sud,export,2019,995,1035,2021
ETHIOPIE,Afrique orientale et du Sud,export,2020,17,12,2021
ETHIOPIE,Afrique orientale et du Sud,export,2021,84,96,2021
ILE STE HELENE,Afrique orientale et du Sud,export,2017,0,0,2021
ILE STE HELENE,Afrique orientale et du Sud,export,2018,0,0,2021
ILE STE HELENE,Afrique orientale et du Sud,export,2019,94,53,2021
ILE STE HELENE,Afrique orientale et du Sud,export,2020,0,0,2021
ILE STE HELENE,Afrique orientale et du Sud,export,2021,0,0,2021
ILES MAURICE,Afrique orientale et du Sud,export,2017,104,33,2021
ILES MAURICE,Afrique orientale et du Sud,export,2018,4,1,2021
ILES MAURICE,Afrique orientale et du Sud,export,2019,86,29,2021
ILES MAURICE,Afrique orientale et du Sud,export,2020,1018,833,2021
ILES MAURICE,Afrique orientale et du Sud,export,2021,163,593,2021
KENYA,Afrique orientale et du Sud,export,2017,80,26,2021
KENYA,Afrique orientale et du Sud,export,2018,166,50,2021
KENYA,Afrique orientale et du Sud,export,2019,836,3027,2021
KENYA,Afrique orientale et du Sud,export,2020,12,2,2021
KENYA,Afrique orientale et du Sud,export,2021,12,3,2021
MADAGASCAR,Afrique orientale et du Sud,export,2017,29,4,2021
MADAGASCAR,Afrique orientale et du Sud,export,2018,64,11,2021
MADAGASCAR,Afrique orientale et du Sud,export,2019,39,26,2021
MADAGASCAR,Afrique orientale et du Sud,export,2020,242,168,2021
MADAGASCAR,Afrique orientale et du Sud,export,2021,302,414,2021
MALAWI,Afrique orientale et du Sud,export,2017,0,0,2021
