produit,sens,annee,valeur,poids,edition
Acide phosphorique,export,2022,471868,558409,2025
Acide phosphorique,export,2023,264686,492886,2025
Acide phosphorique,export,2024,264417,499185,2025
Acide phosphorique,export,2025,264696,415328,2025
"Poissons séchés, salés ou en saumure",export,2021,1768,1743,2025
"Poissons séchés, salés ou en saumure",export,2022,1710,1522,2025
"Poissons séchés, salés ou en saumure",export,2023,1167,1036,2025
"Poissons séchés, salés ou en saumure",export,2024,1041,1321,2025
"Poissons séchés, salés ou en saumure",export,2025,1898,2309,2025
Or non monétaire,export,2021,539778,19,2025
Or non monétaire,export,2022,580607,18,2025
Or non monétaire,export,2023,530410,17,2025
Or non monétaire,export,2024,588502,16,2025
Or non monétaire,export,2025,977997,19,2025
Zirconium,export,2021,62464,91558,2025
Zirconium,export,2022,87623,89085,2025
Zirconium,export,2023,61478,74529,2025
Zirconium,export,2024,77459,98626,2025
Zirconium,export,2025,68389,119777,2025
Titane,export,2021,87840,587818,2025
Titane,export,2022,115805,508265,2025
Titane,export,2023,85127,402352,2025
Titane,export,2024,98113,569804,2025
Titane,export,2025,85754,581631,2025
"Préparations pour soupes, potages, bouillons",export,2021,84285,79593,2025
"Préparations pour soupes, potages, bouillons",export,2022,102989,81083,2025
"Préparations pour soupes, potages, bouillons",export,2023,90341,66034,2025
"Préparations pour soupes, potages, bouillons",export,2024,93465,67475,2025
"Préparations pour soupes, potages, bouillons",export,2025,20765,15234,2025
Autres produits,export,2021,662907,1546261,2025
Autres produits,export,2022,784820,1537117,2025
Autres produits,export,2023,780143,1480430,2025
Autres produits,export,2024,826218,1694868,2025
Autres produits,export,2025,1175536,1644001,2025
Produits laitiers,import,2021,52009,32219,2025
Produits laitiers,import,2022,63190,34475,2025
Produits laitiers,import,2023,54627,31282,2025
Produits laitiers,import,2024,65739,33745,2025
Produits laitiers,import,2025,65281,32913,2025
Fruits et légumes comestibles,import,2021,66508,336976,2025
Fruits et légumes comestibles,import,2022,65573,347591,2025
Fruits et légumes comestibles,import,2023,75352,409888,2025
Fruits et légumes comestibles,import,2024,86829,441237,2025
Fruits et légumes comestibles,import,2025,96898,512852,2025
Café,import,2021,2902,7632,2025
Café,import,2022,2076,3538,2025
Café,import,2023,1762,1108,2025
Café,import,2024,2028,1742,2025
Café,import,2025,2277,3529,2025
Thé,import,2021,3655,6605,2025
Thé,import,2022,7351,8214,2025
Thé,import,2023,3289,8178,2025
Thé,import,2024,4077,8774,2025
Thé,import,2025,7021,11285,2025
Froment et méteil,import,2021,149256,753807,2025
Froment et méteil,import,2022,237738,860149,2025
Froment et méteil,import,2023,187049,897798,2025
Froment et méteil,import,2024,171374,904947,2025
Froment et méteil,import,2025,174998,982106,2025
Maïs,import,2021,68534,398517,2025
Maïs,import,2022,92318,400129,2025
Maïs,import,2023,82534,430863,2025
Maïs,import,2024,78359,512740,2025
Maïs,import,2025,81501,533395,2025
Riz,import,2021,262426,1194004,2025
Riz,import,2022,346789,1487336,2025
Riz,import,2023,301996,1302317,2025
Riz,import,2024,315039,1387343,2025
Riz,import,2025,336734,1476128,2025
Mil et sorgho,import,2021,4692,14327,2025
Mil et sorgho,import,2022,7469,20832,2025
Mil et sorgho,import,2023,6982,27088,2025
Mil et sorgho,import,2024,5965,28602,2025
Mil et sorgho,import,2025,6345,33836,2025
Autres céréales,import,2021,11,13,2025
Autres céréales,import,2022,12,7,2025
Autres céréales,import,2023,218,1288,2025
Autres céréales,import,2024,54,196,2025
Autres céréales,import,2025,190,1347,2025
Huiles et graisses animales et végétales,import,2021,123804,225294,2025
Huiles et graisses animales et végétales,import,2022,127037,202602,2025
Huiles et graisses animales et végétales,import,2023,119602,201001,2025
Huiles et graisses animales et végétales,import,2024,107056,240288,2025
Huiles et graisses animales et végétales,import,2025,114261,304889,2025
Conserves de viande et de poisson,import,2021,2848,3459,2025
Conserves de viande et de poisson,import,2022,3698,4686,2025
Conserves de viande et de poisson,import,2023,2989,3866,2025
Conserves de viande et de poisson,import,2024,3389,4947,2025
Conserves de viande et de poisson,import,2025,3061,5406,2025
Sucres bruts et raffinés,import,2021,42646,125395,2025
Sucres bruts et raffinés,import,2022,65978,192414,2025
Sucres bruts et raffinés,import,2023,73312,294709,2025
Sucres bruts et raffinés,import,2024,59341,264994,2025
Sucres bruts et raffinés,import,2025,69890,273319,2025
Autres produits sucrés,import,2021,9451,14361,2025
Autres produits sucrés,import,2022,13158,14203,2025
Autres produits sucrés,import,2023,10032,9643,2025
Autres produits sucrés,import,2024,13613,14444,2025
Autres produits sucrés,import,2025,11814,13706,2025
Conserves de fruits et légumes,import,2021,22575,43626,2025
Conserves de fruits et légumes,import,2022,28027,48914,2025
Conserves de fruits et légumes,import,2023,29961,49409,2025
Conserves de fruits et légumes,import,2024,28468,44734,2025
Conserves de fruits et légumes,import,2025,24307,46248,2025
Vins et vermouths,import,2021,2247,1741,2025
Vins et vermouths,import,2022,2778,2279,2025
Vins et vermouths,import,2023,2723,1935,2025
Vins et vermouths,import,2024,2449,3037,2025
Vins et vermouths,import,2025,1563,1715,2025
Autres boissons,import,2021,28009,82689,2025
Autres boissons,import,2022,24520,70934,2025
Autres boissons,import,2023,21826,68242,2025
Autres boissons,import,2024,16157,45477,2025
Autres boissons,import,2025,12567,34947,2025
Tabac brut et fabriqué,import,2021,16513,4027,2025
Tabac brut et fabriqué,import,2022,11988,2517,2025
Tabac brut et fabriqué,import,2023,7597,2054,2025
Tabac brut et fabriqué,import,2024,10784,2684,2025
Tabac brut et fabriqué,import,2025,18478,3415,2025
Huiles brutes de pétrole,import,2021,284625,1023899,2025
Huiles brutes de pétrole,import,2022,278083,503909,2025
Huiles brutes de pétrole,import,2023,577392,1318187,2025
Huiles brutes de pétrole,import,2024,492592,1175330,2025
Huiles brutes de pétrole,import,2025,494510,1420868,2025
Autres produits pétroliers,import,2021,1014771,3093699,2025
Autres produits pétroliers,import,2022,1992035,3645960,2025
Autres produits pétroliers,import,2023,1421415,3055172,2025
Autres produits pétroliers,import,2024,1592284,3744937,2025
Autres produits pétroliers,import,2025,1371333,3707450,2025
Produits chimiques organiques et inorganiques,import,2021,85760,179950,2025
Produits chimiques organiques et inorganiques,import,2022,133495,223339,2025
Produits chimiques organiques et inorganiques,import,2023,97070,215649,2025
Produits chimiques organiques et inorganiques,import,2024,105408,239179,2025
Produits chimiques organiques et inorganiques,import,2025,102701,268384,2025
Produits pharmaceutiques,import,2021,189115,17195,2025
Produits pharmaceutiques,import,2022,195813,18245,2025
Produits pharmaceutiques,import,2023,203219,18869,2025
Produits pharmaceutiques,import,2024,218793,19174,2025
Produits pharmaceutiques,import,2025,216602,22529,2025
Engrais,import,2021,23632,87767,2025
Engrais,import,2022,89009,159321,2025
Engrais,import,2023,76683,199995,2025
Engrais,import,2024,52357,171818,2025
Engrais,import,2025,59424,217985,2025
"Teinture, vernis et peinture",import,2021,16195,29694,2025
"Teinture, vernis et peinture",import,2022,12573,24943,2025
"Teinture, vernis et peinture",import,2023,16726,32483,2025
"Teinture, vernis et peinture",import,2024,18008,35238,2025
"Teinture, vernis et peinture",import,2025,16369,36996,2025
Parfumerie,import,2021,11207,20065,2025
Parfumerie,import,2022,12540,21670,2025
Parfumerie,import,2023,11252,23105,2025
Parfumerie,import,2024,14825,26111,2025
Parfumerie,import,2025,16175,30301,2025
Produits des industries parachimiques,import,2021,103961,80799,2025
Produits des industries parachimiques,import,2022,115921,90437,2025
Produits des industries parachimiques,import,2023,120749,81015,2025
Produits des industries parachimiques,import,2024,124742,97454,2025
Produits des industries parachimiques,import,2025,115138,86244,2025
Matières plastiques artificielles,import,2021,173074,181258,2025
Matières plastiques artificielles,import,2022,219988,201653,2025
Matières plastiques artificielles,import,2023,188673,218023,2025
Matières plastiques artificielles,import,2024,194255,236731,2025
Matières plastiques artificielles,import,2025,191571,227831,2025
Pneus et chambres à air,import,2021,21370,27724,2025
Pneus et chambres à air,import,2022,26715,29255,2025
Pneus et chambres à air,import,2023,29784,38478,2025
Pneus et chambres à air,import,2024,30438,38876,2025
Pneus et chambres à air,import,2025,26734,38281,2025
Bois et ouvrages,import,2021,29551,119920,2025
Bois et ouvrages,import,2022,57758,234378,2025
Bois et ouvrages,import,2023,48521,269306,2025
Bois et ouvrages,import,2024,34621,107979,2025
Bois et ouvrages,import,2025,39213,129347,2025
"Papiers, cartons et applications",import,2021,82542,146892,2025
"Papiers, cartons et applications",import,2022,104467,151486,2025
"Papiers, cartons et applications",import,2023,102715,163675,2025
"Papiers, cartons et applications",import,2024,99027,171209,2025
"Papiers, cartons et applications",import,2025,105144,176840,2025
Filés et fils textiles,import,2021,5925,6273,2025
Filés et fils textiles,import,2022,7576,7427,2025
Filés et fils textiles,import,2023,4244,7260,2025
Filés et fils textiles,import,2024,4218,7312,2025
Filés et fils textiles,import,2025,4917,9412,2025
Tissus artificiels et synthétiques,import,2021,8097,24242,2025
Tissus artificiels et synthétiques,import,2022,7469,28964,2025
Tissus artificiels et synthétiques,import,2023,7129,30404,2025
Tissus artificiels et synthétiques,import,2024,8324,33697,2025
Tissus artificiels et synthétiques,import,2025,9250,35831,2025
Tissus de coton non imprimés,import,2021,4391,5980,2025
Tissus de coton non imprimés,import,2022,3439,6127,2025
Tissus de coton non imprimés,import,2023,4352,10177,2025
Tissus de coton non imprimés,import,2024,4761,13635,2025
Tissus de coton non imprimés,import,2025,6045,15805,2025
Tissus de coton imprimés,import,2021,1064,3502,2025
Tissus de coton imprimés,import,2022,1118,3636,2025
Tissus de coton imprimés,import,2023,1321,4737,2025
Tissus de coton imprimés,import,2024,1493,4879,2025
Tissus de coton imprimés,import,2025,1660,4500,2025
Autres tissus,import,2021,11158,19469,2025
Autres tissus,import,2022,15787,20927,2025
Autres tissus,import,2023,16116,25009,2025
Autres tissus,import,2024,18009,28972,2025
Autres tissus,import,2025,19975,34526,2025
Articles en tissus,import,2021,46128,91297,2025
Articles en tissus,import,2022,42676,91229,2025
Articles en tissus,import,2023,45229,107344,2025
Articles en tissus,import,2024,49491,117748,2025
Articles en tissus,import,2025,63304,137330,2025
Sacs d'emballage,import,2021,8418,5023,2025
Sacs d'emballage,import,2022,9365,4917,2025
Sacs d'emballage,import,2023,7707,4601,2025
Sacs d'emballage,import,2024,8066,4861,2025
Sacs d'emballage,import,2025,8188,5013,2025
Chaussures,import,2021,10659,21382,2025
Chaussures,import,2022,11112,22522,2025
Chaussures,import,2023,12563,27738,2025
Chaussures,import,2024,13457,27669,2025
Chaussures,import,2025,14398,28432,2025
"Pierre, céramique et verre",import,2021,70555,390356,2025
"Pierre, céramique et verre",import,2022,81406,438040,2025
"Pierre, céramique et verre",import,2023,79932,522890,2025
"Pierre, céramique et verre",import,2024,83628,493372,2025
"Pierre, céramique et verre",import,2025,85678,465015,2025
Métaux communs,import,2021,279285,660210,2025
Métaux communs,import,2022,295933,584660,2025
Métaux communs,import,2023,248005,566456,2025
Métaux communs,import,2024,191783,433272,2025
Métaux communs,import,2025,281135,740794,2025
"Tubes, tuyaux et accessoires",import,2021,66058,57462,2025
"Tubes, tuyaux et accessoires",import,2022,148498,83186,2025
"Tubes, tuyaux et accessoires",import,2023,86554,68755,2025
"Tubes, tuyaux et accessoires",import,2024,43996,44217,2025
"Tubes, tuyaux et accessoires",import,2025,35279,46343,2025
Articles de ménage et d'hygiène en métal,import,2021,5858,8303,2025
Articles de ménage et d'hygiène en métal,import,2022,4063,6171,2025
Articles de ménage et d'hygiène en métal,import,2023,3529,6574,2025
Articles de ménage et d'hygiène en métal,import,2024,4550,8718,2025
Articles de ménage et d'hygiène en métal,import,2025,6397,7878,2025
Autres ouvrages en métaux communs,import,2021,112893,77882,2025
Autres ouvrages en métaux communs,import,2022,212757,139643,2025
Autres ouvrages en métaux communs,import,2023,206240,136795,2025
Autres ouvrages en métaux communs,import,2024,179152,110406,2025
Autres ouvrages en métaux communs,import,2025,126227,103978,2025
Outillage et quincaillerie,import,2021,10217,13512,2025
Outillage et quincaillerie,import,2022,13066,16282,2025
Outillage et quincaillerie,import,2023,50895,22171,2025
Outillage et quincaillerie,import,2024,16880,20376,2025
Outillage et quincaillerie,import,2025,13438,21815,2025
Meubles et divers en métal,import,2021,10566,6824,2025
Meubles et divers en métal,import,2022,14541,6719,2025
Meubles et divers en métal,import,2023,10620,6342,2025
Meubles et divers en métal,import,2024,11980,7297,2025
Meubles et divers en métal,import,2025,11073,8097,2025
Moteurs et machines à moteurs,import,2021,47115,23306,2025
Moteurs et machines à moteurs,import,2022,40667,25078,2025
Moteurs et machines à moteurs,import,2023,67775,28388,2025
Moteurs et machines à moteurs,import,2024,63076,26912,2025
Moteurs et machines à moteurs,import,2025,48089,23623,2025
Machines et appareils pour l'agriculture,import,2021,12250,5296,2025
Machines et appareils pour l'agriculture,import,2022,11199,4703,2025
Machines et appareils pour l'agriculture,import,2023,13689,6475,2025
Machines et appareils pour l'agriculture,import,2024,11613,5895,2025
Machines et appareils pour l'agriculture,import,2025,12348,7253,2025
Machines et appareils pour industries alimentaires,import,2021,10600,2542,2025
Machines et appareils pour industries alimentaires,import,2022,16054,3616,2025
Machines et appareils pour industries alimentaires,import,2023,14039,3887,2025
Machines et appareils pour industries alimentaires,import,2024,18212,5195,2025
Machines et appareils pour industries alimentaires,import,2025,31750,7512,2025
Machines et appareils pour autres industries,import,2021,162991,47671,2025
Machines et appareils pour autres industries,import,2022,219835,58566,2025
Machines et appareils pour autres industries,import,2023,206746,56448,2025
Machines et appareils pour autres industries,import,2024,207121,60338,2025
Machines et appareils pour autres industries,import,2025,140244,50821,2025
Autres machines et appareils,import,2021,448089,139060,2025
Autres machines et appareils,import,2022,500320,155737,2025
Autres machines et appareils,import,2023,576307,171868,2025
Autres machines et appareils,import,2024,664783,187759,2025
Autres machines et appareils,import,2025,611782,191072,2025
Automobiles et cars,import,2021,142547,65082,2025
Automobiles et cars,import,2022,118533,47577,2025
Automobiles et cars,import,2023,199675,56217,2025
Automobiles et cars,import,2024,178620,60158,2025
Automobiles et cars,import,2025,141691,55489,2025
Camions et camionnettes,import,2021,69052,28901,2025
Camions et camionnettes,import,2022,91262,31106,2025
Camions et camionnettes,import,2023,118848,33437,2025
Camions et camionnettes,import,2024,99898,35445,2025
Camions et camionnettes,import,2025,83954,30834,2025
Pièces détachées automobiles,import,2021,27115,27845,2025
Pièces détachées automobiles,import,2022,24729,30771,2025
Pièces détachées automobiles,import,2023,27697,30878,2025
Pièces détachées automobiles,import,2024,30801,35631,2025
Pièces détachées automobiles,import,2025,27595,32569,2025
Autres véhicules terrestres,import,2021,125628,82650,2025
Autres véhicules terrestres,import,2022,126059,78201,2025
Autres véhicules terrestres,import,2023,280087,90325,2025
Autres véhicules terrestres,import,2024,199914,92848,2025
Autres véhicules terrestres,import,2025,162793,92204,2025
Autres matériels de transport,import,2021,25016,3454,2025
Autres matériels de transport,import,2022,251840,39963,2025
Autres matériels de transport,import,2023,150361,23233,2025
Autres matériels de transport,import,2024,61963,45454,2025
Autres matériels de transport,import,2025,368817,103635,2025
"Optique, horlogerie et matériel scientifique",import,2021,87408,8670,2025
"Optique, horlogerie et matériel scientifique",import,2022,79205,8648,2025
"Optique, horlogerie et matériel scientifique",import,2023,107010,10887,2025
"Optique, horlogerie et matériel scientifique",import,2024,97215,11706,2025
"Optique, horlogerie et matériel scientifique",import,2025,76232,9214,2025
Autres produits,import,2021,675520,3985199,2025
Autres produits,import,2022,862755,3547441,2025
Autres produits,import,2023,785084,3736454,2025
Autres produits,import,2024,791298,3592275,2025
Autres produits,import,2025,799498,3447776,2025
