pays,region,sens,annee,valeur,poids,edition
GIBRALTAR,Autres pays d'Europe,export,2024,8161,16872,2025
GIBRALTAR,Autres pays d'Europe,export,2025,219,,2025
MONTENEGRO,Autres pays d'Europe,export,2021,42,108,2025
MONTENEGRO,Autres pays d'Europe,export,2022,383,310,2025
MONTENEGRO,Autres pays d'Europe,export,2023,179,52,2025
MONTENEGRO,Autres pays d'Europe,export,2024,3,0,2025
MONTENEGRO,Autres pays d'Europe,export,2025,4161,,2025
TURQUIE,Autres pays d'Europe,export,2021,2835,5309,2025
TURQUIE,Autres pays d'Europe,export,2022,9233,10063,2025
TURQUIE,Autres pays d'Europe,export,2023,9261,8032,2025
TURQUIE,Autres pays d'Europe,export,2024,10176,11022,2025
TURQUIE,Autres pays d'Europe,export,2025,21202,,2025
RUSSIE,Autres pays d'Europe,export,2021,269,616,2025
RUSSIE,Autres pays d'Europe,export,2022,1,0,2025
RUSSIE,Autres pays d'Europe,export,2023,16,19,2025
RUSSIE,Autres pays d'Europe,export,2024,7,23,2025
RUSSIE,Autres pays d'Europe,export,2025,0,,2025
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2021,2784,6304,2025
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2022,3960,14219,2025
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2023,2013,6440,2025
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2024,610,1915,2025
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2025,252,,2025
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2021,,,2025
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2022,,,2025
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2023,161,203,2025
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2024,113,143,2025
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2025,,,2025
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2021,,,2025
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2022,46,4,2025
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2023,7,2,2025
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2024,,,2025
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2025,2,,2025
ALBANIE,Autres pays d'Europe,export,2021,202,183,2025
ALBANIE,Autres pays d'Europe,export,2022,34,26,2025
ALBANIE,Autres pays d'Europe,export,2023,775,661,2025
ALBANIE,Autres pays d'Europe,export,2024,606,414,2025
ALBANIE,Autres pays d'Europe,export,2025,691,,2025
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2021,0,0,2025
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2022,,,2025
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2023,5,2,2025
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2024,,,2025
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2025,,,2025
TRIESTE,Autres pays d'Europe,export,2021,127,206,2025
TRIESTE,Autres pays d'Europe,export,2022,570,541,2025
TRIESTE,Autres pays d'Europe,export,2023,,,2025
TRIESTE,Autres pays d'Europe,export,2024,,,2025
TRIESTE,Autres pays d'Europe,export,2025,,,2025
ARMENIE,Autres pays d'Europe,export,2021,,,2025
ARMENIE,Autres pays d'Europe,export,2022,374,1955,2025
ARMENIE,Autres pays d'Europe,export,2023,3,1,2025
ARMENIE,Autres pays d'Europe,export,2024,1,0,2025
ARMENIE,Autres pays d'Europe,export,2025,4,,2025
HELGOLAND,Autres pays d'Europe,export,2021,,,2025
HELGOLAND,Autres pays d'Europe,export,2022,15,0,2025
HELGOLAND,Autres pays d'Europe,export,2023,,,2025
HELGOLAND,Autres pays d'Europe,export,2024,,,2025
HELGOLAND,Autres pays d'Europe,export,2025,,,2025
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2021,262,116,2025
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2022,321,76,2025
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2023,185,61,2025
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2024,384,278,2025
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2025,362,,2025
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2021,,,2025
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2022,,,2025
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2023,24,22,2025
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2024,,,2025
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2025,,,2025
TCHAD,Afrique centrale,export,2021,4794,3274,2025
TCHAD,Afrique centrale,export,2022,1803,1290,2025
TCHAD,Afrique centrale,export,2023,3882,2869,2025
TCHAD,Afrique centrale,export,2024,3132,1681,2025
TCHAD,Afrique centrale,export,2025,3854,,2025
CAMEROUN,Afrique centrale,export,2021,15049,22723,2025
CAMEROUN,Afrique centrale,export,2022,18793,21773,2025
CAMEROUN,Afrique centrale,export,2023,20547,23336,2025
CAMEROUN,Afrique centrale,export,2024,16361,17876,2025
CAMEROUN,Afrique centrale,export,2025,18963,,2025
CENTRE AFRIQUE,Afrique centrale,export,2021,2269,795,2025
CENTRE AFRIQUE,Afrique centrale,export,2022,1088,762,2025
CENTRE AFRIQUE,Afrique centrale,export,2023,3115,31,2025
CENTRE AFRIQUE,Afrique centrale,export,2024,243,18,2025
CENTRE AFRIQUE,Afrique centrale,export,2025,89,,2025
GUINEE EQUATORIALE,Afrique centrale,export,2021,2501,933,2025
GUINEE EQUATORIALE,Afrique centrale,export,2022,2424,1126,2025
GUINEE EQUATORIALE,Afrique centrale,export,2023,2626,1143,2025
GUINEE EQUATORIALE,Afrique centrale,export,2024,1194,822,2025
GUINEE EQUATORIALE,Afrique centrale,export,2025,13068,,2025
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2021,,,2025
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2022,21,3,2025
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2023,71,9,2025
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2024,63,8,2025
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2025,,,2025
GABON,Afrique centrale,export,2021,8932,6753,2025
GABON,Afrique centrale,export,2022,9950,6688,2025
GABON,Afrique centrale,export,2023,9530,6238,2025
GABON,Afrique centrale,export,2024,6783,4431,2025
GABON,Afrique centrale,export,2025,10830,,2025
CONGO,Afrique centrale,export,2021,20733,11523,2025
CONGO,Afrique centrale,export,2022,10780,11122,2025
CONGO,Afrique centrale,export,2023,10209,9104,2025
CONGO,Afrique centrale,export,2024,12757,10919,2025
CONGO,Afrique centrale,export,2025,11493,,2025
CONGO DEMOCRATIQUE,Afrique centrale,export,2021,1704,950,2025
CONGO DEMOCRATIQUE,Afrique centrale,export,2022,2139,3754,2025
CONGO DEMOCRATIQUE,Afrique centrale,export,2023,3108,1451,2025
CONGO DEMOCRATIQUE,Afrique centrale,export,2024,2084,1516,2025
CONGO DEMOCRATIQUE,Afrique centrale,export,2025,1970,,2025
RWANDA,Afrique centrale,export,2021,6,2,2025
RWANDA,Afrique centrale,export,2022,171,61,2025
RWANDA,Afrique centrale,export,2023,121,15,2025
RWANDA,Afrique centrale,export,2024,36,2,2025
RWANDA,Afrique centrale,export,2025,94,,2025
BURUNDI,Afrique centrale,export,2021,148,138,2025
BURUNDI,Afrique centrale,export,2022,93,156,2025
BURUNDI,Afrique centrale,export,2023,195,181,2025
BURUNDI,Afrique centrale,export,2024,395,73,2025
BURUNDI,Afrique centrale,export,2025,317,,2025
ILES CANARIES,Afrique du Nord,export,2021,,,2025
ILES CANARIES,Afrique du Nord,export,2022,,,2025
ILES CANARIES,Afrique du Nord,export,2023,,,2025
ILES CANARIES,Afrique du Nord,export,2024,,,2025
ILES CANARIES,Afrique du Nord,export,2025,31,,2025
MAROC,Afrique du Nord,export,2021,6814,5029,2025
MAROC,Afrique du Nord,export,2022,11300,9500,2025
MAROC,Afrique du Nord,export,2023,19550,13891,2025
MAROC,Afrique du Nord,export,2024,24662,22050,2025
MAROC,Afrique du Nord,export,2025,34708,,2025
ALGERIE,Afrique du Nord,export,2021,403,112,2025
ALGERIE,Afrique du Nord,export,2022,362,454,2025
ALGERIE,Afrique du Nord,export,2023,677,849,2025
ALGERIE,Afrique du Nord,export,2024,685,770,2025
ALGERIE,Afrique du Nord,export,2025,56,,2025
TUNISIE,Afrique du Nord,export,2021,1588,2710,2025
TUNISIE,Afrique du Nord,export,2022,6849,6841,2025
TUNISIE,Afrique du Nord,export,2023,5204,4838,2025
TUNISIE,Afrique du Nord,export,2024,2320,2842,2025
TUNISIE,Afrique du Nord,export,2025,5356,,2025
LIBYE,Afrique du Nord,export,2021,,,2025
LIBYE,Afrique du Nord,export,2022,,,2025
LIBYE,Afrique du Nord,export,2023,,,2025
LIBYE,Afrique du Nord,export,2024,4,0,2025
LIBYE,Afrique du Nord,export,2025,154,,2025
EGYPTE,Afrique du Nord,export,2021,847,1208,2025
EGYPTE,Afrique du Nord,export,2022,617,2603,2025
EGYPTE,Afrique du Nord,export,2023,526,2805,2025
EGYPTE,Afrique du Nord,export,2024,10073,3253,2025
EGYPTE,Afrique du Nord,export,2025,42716,,2025
SOUDAN,Afrique du Nord,export,2021,523,548,2025
SOUDAN,Afrique du Nord,export,2022,563,430,2025
SOUDAN,Afrique du Nord,export,2023,619,340,2025
SOUDAN,Afrique du Nord,export,2024,259,106,2025
SOUDAN,Afrique du Nord,export,2025,928,,2025
MAURITANIE,Afrique occidentale,export,2021,51482,83581,2025
MAURITANIE,Afrique occidentale,export,2022,59286,114922,2025
MAURITANIE,Afrique occidentale,export,2023,50342,92296,2025
MAURITANIE,Afrique occidentale,export,2024,48606,187014,2025
MAURITANIE,Afrique occidentale,export,2025,75393,,2025
MALI,Afrique occidentale,export,2021,582550,3047680,2025
MALI,Afrique occidentale,export,2022,708794,2200547,2025
MALI,Afrique occidentale,export,2023,739014,2711636,2025
MALI,Afrique occidentale,export,2024,802751,3209012,2025
MALI,Afrique occidentale,export,2025,931072,,2025
BURKINA FASO,Afrique occidentale,export,2021,36813,94370,2025
BURKINA FASO,Afrique occidentale,export,2022,35338,104062,2025
BURKINA FASO,Afrique occidentale,export,2023,36594,105110,2025
BURKINA FASO,Afrique occidentale,export,2024,38251,96316,2025
BURKINA FASO,Afrique occidentale,export,2025,40031,,2025
NIGER,Afrique occidentale,export,2021,12968,15137,2025
NIGER,Afrique occidentale,export,2022,13602,16512,2025
NIGER,Afrique occidentale,export,2023,10687,22297,2025
NIGER,Afrique occidentale,export,2024,6968,7526,2025
NIGER,Afrique occidentale,export,2025,5284,,2025
ILES DU CAP VERT,Afrique occidentale,export,2021,1237,768,2025
ILES DU CAP VERT,Afrique occidentale,export,2022,2508,1647,2025
ILES DU CAP VERT,Afrique occidentale,export,2023,2384,1548,2025
ILES DU CAP VERT,Afrique occidentale,export,2024,5872,10411,2025
ILES DU CAP VERT,Afrique occidentale,export,2025,5584,,2025
GAMBIE,Afrique occidentale,export,2021,88257,893419,2025
GAMBIE,Afrique occidentale,export,2022,110719,967383,2025
GAMBIE,Afrique occidentale,export,2023,112810,1045255,2025
GAMBIE,Afrique occidentale,export,2024,106786,849461,2025
GAMBIE,Afrique occidentale,export,2025,93582,,2025
GUINEE BISSAU,Afrique occidentale,export,2021,41356,95056,2025
GUINEE BISSAU,Afrique occidentale,export,2022,55201,108257,2025
GUINEE BISSAU,Afrique occidentale,export,2023,95442,80523,2025
GUINEE BISSAU,Afrique occidentale,export,2024,59543,100515,2025
GUINEE BISSAU,Afrique occidentale,export,2025,64247,,2025
GUINEE REPUBLIQUE,Afrique occidentale,export,2021,80474,139127,2025
GUINEE REPUBLIQUE,Afrique occidentale,export,2022,113782,210469,2025
GUINEE REPUBLIQUE,Afrique occidentale,export,2023,93498,151295,2025
GUINEE REPUBLIQUE,Afrique occidentale,export,2024,117856,227239,2025
GUINEE REPUBLIQUE,Afrique occidentale,export,2025,125130,,2025
SIERRA LEONE,Afrique occidentale,export,2021,4459,10025,2025
SIERRA LEONE,Afrique occidentale,export,2022,7884,17706,2025
SIERRA LEONE,Afrique occidentale,export,2023,5861,32821,2025
SIERRA LEONE,Afrique occidentale,export,2024,3695,10215,2025
SIERRA LEONE,Afrique occidentale,export,2025,3471,,2025
LIBERIA,Afrique occidentale,export,2021,2302,2222,2025
LIBERIA,Afrique occidentale,export,2022,1675,1270,2025
LIBERIA,Afrique occidentale,export,2023,1661,1490,2025
LIBERIA,Afrique occidentale,export,2024,2064,1573,2025
LIBERIA,Afrique occidentale,export,2025,1824,,2025
COTE D'IVOIRE,Afrique occidentale,export,2021,120570,317948,2025
COTE D'IVOIRE,Afrique occidentale,export,2022,114383,292657,2025
COTE D'IVOIRE,Afrique occidentale,export,2023,105740,239140,2025
COTE D'IVOIRE,Afrique occidentale,export,2024,106481,201035,2025
COTE D'IVOIRE,Afrique occidentale,export,2025,111447,,2025
GHANA,Afrique occidentale,export,2021,14098,14727,2025
GHANA,Afrique occidentale,export,2022,21275,18781,2025
GHANA,Afrique occidentale,export,2023,10440,15489,2025
GHANA,Afrique occidentale,export,2024,11651,15319,2025
GHANA,Afrique occidentale,export,2025,21878,,2025
TOGO,Afrique occidentale,export,2021,14821,12509,2025
TOGO,Afrique occidentale,export,2022,52358,16056,2025
TOGO,Afrique occidentale,export,2023,16814,11896,2025
TOGO,Afrique occidentale,export,2024,19807,10366,2025
TOGO,Afrique occidentale,export,2025,17663,,2025
BENIN,Afrique occidentale,export,2021,14981,28004,2025
BENIN,Afrique occidentale,export,2022,16944,47033,2025
BENIN,Afrique occidentale,export,2023,18789,38863,2025
BENIN,Afrique occidentale,export,2024,16564,25163,2025
BENIN,Afrique occidentale,export,2025,24074,,2025
NIGERIA,Afrique occidentale,export,2021,12211,13597,2025
NIGERIA,Afrique occidentale,export,2022,16396,20692,2025
NIGERIA,Afrique occidentale,export,2023,22484,19174,2025
NIGERIA,Afrique occidentale,export,2024,6411,4939,2025
NIGERIA,Afrique occidentale,export,2025,6273,,2025
ILE STE HELENE,Afrique orientale et du Sud,export,2021,,,2025
ILE STE HELENE,Afrique orientale et du Sud,export,2022,,,2025
ILE STE HELENE,Afrique orientale et du Sud,export,2023,,,2025
ILE STE HELENE,Afrique orientale et du Sud,export,2024,8,75,2025
ILE STE HELENE,Afrique orientale et du Sud,export,2025,,,2025
ANGOLA,Afrique orientale et du Sud,export,2021,467,428,2025
ANGOLA,Afrique orientale et du Sud,export,2022,1232,576,2025
ANGOLA,Afrique orientale et du Sud,export,2023,1613,579,2025
ANGOLA,Afrique orientale et du Sud,export,2024,5143,24785,2025
ANGOLA,Afrique orientale et du Sud,export,2025,4069,,2025
ETHIOPIE,Afrique orientale et du Sud,export,2021,84,96,2025
ETHIOPIE,Afrique orientale et du Sud,export,2022,57,41,2025
ETHIOPIE,Afrique orientale et du Sud,export,2023,110,1,2025
ETHIOPIE,Afrique orientale et du Sud,export,2024,6,0,2025
ETHIOPIE,Afrique orientale et du Sud,export,2025,54,,2025
DJIBOUTI,Afrique orientale et du Sud,export,2021,21,58,2025
DJIBOUTI,Afrique orientale et du Sud,export,2022,1,1,2025
DJIBOUTI,Afrique orientale et du Sud,export,2023,3,1,2025
DJIBOUTI,Afrique orientale et du Sud,export,2024,1,1,2025
DJIBOUTI,Afrique orientale et du Sud,export,2025,1,,2025
REPUBLIQUE DE SOMALIE,Afrique orientale et du Sud,export,2021,,,2025
REPUBLIQUE DE SOMALIE,Afrique orientale et du Sud,export,2022,,,2025
REPUBLIQUE DE SOMALIE,Afrique orientale et du Sud,export,2023,,,2025
REPUBLIQUE DE SOMALIE,Afrique orientale et du Sud,export,2024,106,22,2025
REPUBLIQUE DE SOMALIE,Afrique orientale et du Sud,export,2025,8,,2025
KENYA,Afrique orientale et du Sud,export,2021,12,3,2025
KENYA,Afrique orientale et du Sud,export,2022,22,41,2025
KENYA,Afrique orientale et du Sud,export,2023,45,3,2025
KENYA,Afrique orientale et du Sud,export,2024,147,28,2025
KENYA,Afrique orientale et du Sud,export,2025,71,,2025
OUGANDA,Afrique orientale et du Sud,export,2021,687,355,2025
OUGANDA,Afrique orientale et du Sud,export,2022,737,399,2025
OUGANDA,Afrique orientale et du Sud,export,2023,1152,566,2025
OUGANDA,Afrique orientale et du Sud,export,2024,1045,723,2025
OUGANDA,Afrique orientale et du Sud,export,2025,1045,,2025
TANZANIE,Afrique orientale et du Sud,export,2021,1189,692,2025
TANZANIE,Afrique orientale et du Sud,export,2022,494,414,2025
TANZANIE,Afrique orientale et du Sud,export,2023,894,442,2025
TANZANIE,Afrique orientale et du Sud,export,2024,648,393,2025
TANZANIE,Afrique orientale et du Sud,export,2025,618,,2025
SEYCHELLES,Afrique orientale et du Sud,export,2021,71,1488,2025
SEYCHELLES,Afrique orientale et du Sud,export,2022,33,265,2025
SEYCHELLES,Afrique orientale et du Sud,export,2023,,,2025
SEYCHELLES,Afrique orientale et du Sud,export,2024,,,2025
SEYCHELLES,Afrique orientale et du Sud,export,2025,,,2025
MOZAMBIQUE,Afrique orientale et du Sud,export,2021,490,236,2025
MOZAMBIQUE,Afrique orientale et du Sud,export,2022,533,393,2025
MOZAMBIQUE,Afrique orientale et du Sud,export,2023,654,1135,2025
MOZAMBIQUE,Afrique orientale et du Sud,export,2024,191,73,2025
MOZAMBIQUE,Afrique orientale et du Sud,export,2025,210,,2025
MADAGASCAR,Afrique orientale et du Sud,export,2021,302,414,2025
MADAGASCAR,Afrique orientale et du Sud,export,2022,33,4,2025
MADAGASCAR,Afrique orientale et du Sud,export,2023,176,34,2025
MADAGASCAR,Afrique orientale et du Sud,export,2024,339,90,2025
MADAGASCAR,Afrique orientale et du Sud,export,2025,318,,2025
REUNION,Afrique orientale et du Sud,export,2021,,,2025
REUNION,Afrique orientale et du Sud,export,2022,,,2025
REUNION,Afrique orientale et du Sud,export,2023,,,2025
REUNION,Afrique orientale et du Sud,export,2024,,,2025
REUNION,Afrique orientale et du Sud,export,2025,10,,2025
ILES MAURICE,Afrique orientale et du Sud,export,2021,163,593,2025
ILES MAURICE,Afrique orientale et du Sud,export,2022,923,499,2025
ILES MAURICE,Afrique orientale et du Sud,export,2023,4,0,2025
ILES MAURICE,Afrique orientale et du Sud,export,2024,170,51,2025
ILES MAURICE,Afrique orientale et du Sud,export,2025,6,,2025
