chapitre,sens,annee,valeur,poids,edition
"Légumes, plantes, racines et tubercules alimentaires",export,2022,53360,66532,2024
"Légumes, plantes, racines et tubercules alimentaires",export,2023,66275,77355,2024
"Légumes, plantes, racines et tubercules alimentaires",export,2024,63562,75832,2024
"Fruits comestibles, écorces d'agrumes ou de melons",export,2020,42652,88026,2024
"Fruits comestibles, écorces d'agrumes ou de melons",export,2021,83801,141528,2024
"Fruits comestibles, écorces d'agrumes ou de melons",export,2022,90492,154728,2024
"Fruits comestibles, écorces d'agrumes ou de melons",export,2023,105749,237776,2024
"Fruits comestibles, écorces d'agrumes ou de melons",export,2024,77829,141965,2024
"Café, thé, maté et épices",export,2020,1334,1577,2024
"Café, thé, maté et épices",export,2021,1114,1401,2024
"Café, thé, maté et épices",export,2022,1929,1458,2024
"Café, thé, maté et épices",export,2023,664,2157,2024
"Café, thé, maté et épices",export,2024,2958,1829,2024
Céréales,export,2020,15205,64931,2024
Céréales,export,2021,25692,104495,2024
Céréales,export,2022,30457,111984,2024
Céréales,export,2023,26088,90454,2024
Céréales,export,2024,26902,94942,2024
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",export,2020,3375,12401,2024
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",export,2021,8485,30864,2024
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",export,2022,5195,14801,2024
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",export,2023,816,811,2024
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",export,2024,1027,980,2024
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",export,2020,116909,271663,2024
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",export,2021,160889,347676,2024
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",export,2022,89745,187159,2024
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",export,2023,70270,126645,2024
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",export,2024,78559,149901,2024
"Gommes, résines et autres sucs et extraits végétaux",export,2020,1463,4228,2024
"Gommes, résines et autres sucs et extraits végétaux",export,2021,561,875,2024
"Gommes, résines et autres sucs et extraits végétaux",export,2022,12725,4039,2024
"Gommes, résines et autres sucs et extraits végétaux",export,2023,1259,3310,2024
"Gommes, résines et autres sucs et extraits végétaux",export,2024,1083,394,2024
Matières à tresser et autres produits d'origine végétale n.d.c.a.,export,2020,18,8,2024
Matières à tresser et autres produits d'origine végétale n.d.c.a.,export,2021,22,15,2024
Matières à tresser et autres produits d'origine végétale n.d.c.a.,export,2022,30,30,2024
Matières à tresser et autres produits d'origine végétale n.d.c.a.,export,2023,35,34,2024
Matières à tresser et autres produits d'origine végétale n.d.c.a.,export,2024,18,3,2024
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",export,2020,9829,12292,2024
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",export,2021,18096,17731,2024
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",export,2022,23947,21733,2024
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",export,2023,13163,10112,2024
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",export,2024,15708,14541,2024
"Préparations de viandes, poissons, crustacés, mollusques",export,2020,30062,10444,2024
"Préparations de viandes, poissons, crustacés, mollusques",export,2021,11901,5108,2024
"Préparations de viandes, poissons, crustacés, mollusques",export,2022,46750,13904,2024
"Préparations de viandes, poissons, crustacés, mollusques",export,2023,47461,13591,2024
"Préparations de viandes, poissons, crustacés, mollusques",export,2024,67325,19609,2024
Sucres et sucreries,export,2020,3074,4731,2024
Sucres et sucreries,export,2021,3314,3649,2024
Sucres et sucreries,export,2022,3134,2738,2024
Sucres et sucreries,export,2023,2413,1527,2024
Sucres et sucreries,export,2024,2354,1777,2024
Cacao et ses préparations,export,2020,3815,3883,2024
Cacao et ses préparations,export,2021,3310,3210,2024
Cacao et ses préparations,export,2022,4058,3259,2024
Cacao et ses préparations,export,2023,4255,3054,2024
Cacao et ses préparations,export,2024,5209,3630,2024
"Préparations à base de céréales et dérivés, pâtisseries",export,2020,32230,34373,2024
"Préparations à base de céréales et dérivés, pâtisseries",export,2021,26441,25820,2024
"Préparations à base de céréales et dérivés, pâtisseries",export,2022,58172,67350,2024
"Préparations à base de céréales et dérivés, pâtisseries",export,2023,31496,24208,2024
"Préparations à base de céréales et dérivés, pâtisseries",export,2024,27603,19547,2024
"Préparations de légumes, de fruits ou d'autres parties de plantes",export,2020,6750,11532,2024
"Préparations de légumes, de fruits ou d'autres parties de plantes",export,2021,7989,14930,2024
"Préparations de légumes, de fruits ou d'autres parties de plantes",export,2022,8838,23216,2024
"Préparations de légumes, de fruits ou d'autres parties de plantes",export,2023,7020,9128,2024
"Préparations de légumes, de fruits ou d'autres parties de plantes",export,2024,5234,7400,2024
Préparations alimentaires diverses,export,2020,85393,79222,2024
Préparations alimentaires diverses,export,2021,95262,90883,2024
Préparations alimentaires diverses,export,2022,117383,92734,2024
Préparations alimentaires diverses,export,2023,105834,78389,2024
Préparations alimentaires diverses,export,2024,113785,83293,2024
"Boissons, liquides alcooliques et vinaigres",export,2020,12670,27796,2024
"Boissons, liquides alcooliques et vinaigres",export,2021,10085,23498,2024
"Boissons, liquides alcooliques et vinaigres",export,2022,9616,18734,2024
"Boissons, liquides alcooliques et vinaigres",export,2023,13791,24711,2024
"Boissons, liquides alcooliques et vinaigres",export,2024,28695,55297,2024
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",export,2020,4373,16930,2024
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",export,2021,4912,15351,2024
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",export,2022,7331,19678,2024
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",export,2023,11312,21806,2024
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",export,2024,13619,24848,2024
Tabacs et succédanés de tabacs fabriqués,export,2020,36056,3746,2024
Tabacs et succédanés de tabacs fabriqués,export,2021,46400,5132,2024
Tabacs et succédanés de tabacs fabriqués,export,2022,27130,2837,2024
Tabacs et succédanés de tabacs fabriqués,export,2023,33926,2553,2024
Tabacs et succédanés de tabacs fabriqués,export,2024,36229,2652,2024
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",export,2020,100201,2661267,2024
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",export,2021,127410,3458657,2024
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",export,2022,162450,3034853,2024
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",export,2023,193604,3590556,2024
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",export,2024,202660,3916407,2024
"Minerais, scories et cendres",export,2020,116206,594538,2024
"Minerais, scories et cendres",export,2021,150328,679787,2024
"Minerais, scories et cendres",export,2022,203589,598891,2024
"Minerais, scories et cendres",export,2023,146829,477861,2024
"Minerais, scories et cendres",export,2024,177565,719738,2024
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",export,2020,361527,1325920,2024
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",export,2021,447902,1376590,2024
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",export,2022,650440,1079577,2024
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",export,2023,692401,1256226,2024
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",export,2024,1256542,2839965,2024
"Produits chimiques inorganiques, composés de métaux ou radioactifs",export,2020,155467,493872,2024
"Produits chimiques inorganiques, composés de métaux ou radioactifs",export,2021,269869,489505,2024
"Produits chimiques inorganiques, composés de métaux ou radioactifs",export,2022,476808,569259,2024
"Produits chimiques inorganiques, composés de métaux ou radioactifs",export,2023,268849,506850,2024
"Produits chimiques inorganiques, composés de métaux ou radioactifs",export,2024,267670,506913,2024
Produits chimiques organiques,export,2020,4444,4927,2024
Produits chimiques organiques,export,2021,5092,4950,2024
Produits chimiques organiques,export,2022,6542,4367,2024
Produits chimiques organiques,export,2023,5709,3503,2024
Produits chimiques organiques,export,2024,4648,3145,2024
Produits pharmaceutiques,export,2020,1832,179,2024
Produits pharmaceutiques,export,2021,1145,203,2024
Produits pharmaceutiques,export,2022,1041,241,2024
Produits pharmaceutiques,export,2023,1466,224,2024
Produits pharmaceutiques,export,2024,1929,207,2024
Engrais,export,2020,21258,111358,2024
Engrais,export,2021,33056,121970,2024
Engrais,export,2022,9318,30411,2024
Engrais,export,2023,37786,130509,2024
Engrais,export,2024,28818,67748,2024
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2020,538,525,2024
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2021,1314,967,2024
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2022,2682,2017,2024
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2023,2798,3853,2024
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2024,2769,1758,2024
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2020,44968,29138,2024
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2021,45789,28726,2024
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2022,55128,29510,2024
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2023,52024,25788,2024
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2024,46149,25052,2024
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2020,15792,24702,2024
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2021,14754,20439,2024
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2022,14182,18419,2024
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2023,13066,16568,2024
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2024,11383,15448,2024
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2020,409,128,2024
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2021,469,220,2024
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2022,1133,742,2024
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2023,1179,495,2024
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2024,1682,749,2024
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2020,170,105,2024
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2021,37,10,2024
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2022,5,2,2024
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2023,18,19,2024
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2024,21,1,2024
Produits photographiques ou cinématographiques,export,2020,,,2024
Produits photographiques ou cinématographiques,export,2021,1,0,2024
Produits photographiques ou cinématographiques,export,2022,,,2024
Produits photographiques ou cinématographiques,export,2023,18,0,2024
Produits photographiques ou cinématographiques,export,2024,1,0,2024
Produits divers des industries chimiques,export,2020,7380,4522,2024
Produits divers des industries chimiques,export,2021,10718,7381,2024
Produits divers des industries chimiques,export,2022,10271,5093,2024
Produits divers des industries chimiques,export,2023,10556,6039,2024
Produits divers des industries chimiques,export,2024,12825,5876,2024
Matières plastiques et ouvrages en ces matières,export,2020,22032,32255,2024
Matières plastiques et ouvrages en ces matières,export,2021,21545,27054,2024
Matières plastiques et ouvrages en ces matières,export,2022,24471,24554,2024
Matières plastiques et ouvrages en ces matières,export,2023,18924,18810,2024
Matières plastiques et ouvrages en ces matières,export,2024,18035,19188,2024
Caoutchouc et ouvrages en caoutchouc,export,2020,3876,1376,2024
Caoutchouc et ouvrages en caoutchouc,export,2021,4045,2526,2024
Caoutchouc et ouvrages en caoutchouc,export,2022,4419,1278,2024
Caoutchouc et ouvrages en caoutchouc,export,2023,5176,1286,2024
Caoutchouc et ouvrages en caoutchouc,export,2024,5567,1390,2024
Peaux (autres que les pelleteries) et cuirs,export,2020,2660,2497,2024
Peaux (autres que les pelleteries) et cuirs,export,2021,1964,1301,2024
Peaux (autres que les pelleteries) et cuirs,export,2022,1572,1364,2024
Peaux (autres que les pelleteries) et cuirs,export,2023,356,561,2024
Peaux (autres que les pelleteries) et cuirs,export,2024,68,152,2024
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2020,39,37,2024
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2021,103,96,2024
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2022,94,40,2024
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2023,311,53,2024
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2024,165,141,2024
"Pelleteries et fourrures, pelleteries factices",export,2020,,,2024
"Pelleteries et fourrures, pelleteries factices",export,2021,0,0,2024
"Pelleteries et fourrures, pelleteries factices",export,2022,,,2024
"Pelleteries et fourrures, pelleteries factices",export,2023,,,2024
"Pelleteries et fourrures, pelleteries factices",export,2024,,,2024
"Bois, charbon de bois et ouvrages en bois",export,2020,3590,45281,2024
"Bois, charbon de bois et ouvrages en bois",export,2021,4918,40196,2024
"Bois, charbon de bois et ouvrages en bois",export,2022,3559,13775,2024
"Bois, charbon de bois et ouvrages en bois",export,2023,2505,3973,2024
"Bois, charbon de bois et ouvrages en bois",export,2024,1937,2922,2024
Liège et ouvrages en liège,export,2020,,,2024
Liège et ouvrages en liège,export,2021,0,2,2024
Liège et ouvrages en liège,export,2022,,,2024
Liège et ouvrages en liège,export,2023,0,1,2024
Liège et ouvrages en liège,export,2024,,,2024
Ouvrages de sparterie ou de vannerie,export,2020,1821,905,2024
Ouvrages de sparterie ou de vannerie,export,2021,2244,1321,2024
Ouvrages de sparterie ou de vannerie,export,2022,2775,1559,2024
Ouvrages de sparterie ou de vannerie,export,2023,2547,1497,2024
Ouvrages de sparterie ou de vannerie,export,2024,2246,1274,2024
Matières cellulosiques servant à la fabrication du papier,export,2020,18,196,2024
Matières cellulosiques servant à la fabrication du papier,export,2021,33,357,2024
Matières cellulosiques servant à la fabrication du papier,export,2022,239,1136,2024
Matières cellulosiques servant à la fabrication du papier,export,2023,,,2024
Matières cellulosiques servant à la fabrication du papier,export,2024,52,66,2024
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2020,10883,14074,2024
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2021,21202,31380,2024
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2022,11302,12984,2024
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2023,11900,24741,2024
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2024,10035,10722,2024
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2020,517,122,2024
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2021,892,215,2024
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2022,1204,223,2024
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2023,873,196,2024
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2024,1666,333,2024
Soie,export,2020,,,2024
Soie,export,2021,,,2024
Soie,export,2022,10,9,2024
Soie,export,2023,21,13,2024
Soie,export,2024,,,2024
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2020,,,2024
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2021,,,2024
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2022,,,2024
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2023,,,2024
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2024,,,2024
Coton,export,2020,5826,6796,2024
Coton,export,2021,9012,9155,2024
Coton,export,2022,12587,8946,2024
Coton,export,2023,8447,6005,2024
Coton,export,2024,6646,5647,2024
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2020,,,2024
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2021,2,1,2024
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2022,0,0,2024
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2023,,,2024
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2024,7,11,2024
Filaments synthétiques ou artificiels,export,2020,1177,231,2024
Filaments synthétiques ou artificiels,export,2021,1757,347,2024
Filaments synthétiques ou artificiels,export,2022,726,278,2024
Filaments synthétiques ou artificiels,export,2023,114,55,2024
Filaments synthétiques ou artificiels,export,2024,280,167,2024
Fibres synthétiques ou artificielles discontinues,export,2020,20482,5912,2024
Fibres synthétiques ou artificielles discontinues,export,2021,22053,6659,2024
Fibres synthétiques ou artificielles discontinues,export,2022,23110,6115,2024
Fibres synthétiques ou artificielles discontinues,export,2023,24890,6229,2024
Fibres synthétiques ou artificielles discontinues,export,2024,23885,6867,2024
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2020,2130,516,2024
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2021,1481,429,2024
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2022,500,611,2024
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2023,331,236,2024
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2024,489,353,2024
Tapis et autres revêtements de sol en matières textiles,export,2020,37,61,2024
Tapis et autres revêtements de sol en matières textiles,export,2021,31,78,2024
Tapis et autres revêtements de sol en matières textiles,export,2022,33,54,2024
Tapis et autres revêtements de sol en matières textiles,export,2023,13,16,2024
Tapis et autres revêtements de sol en matières textiles,export,2024,34,80,2024
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2020,14,3,2024
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2021,18,20,2024
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2022,1,2,2024
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2023,13,4,2024
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2024,14,2,2024
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2020,0,1,2024
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2021,51,101,2024
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2022,159,69,2024
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2023,28,2,2024
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2024,67,17,2024
Étoffes de bonneterie,export,2020,,,2024
Étoffes de bonneterie,export,2021,,,2024
Étoffes de bonneterie,export,2022,,,2024
Étoffes de bonneterie,export,2023,1,0,2024
Étoffes de bonneterie,export,2024,0,2,2024
"Vêtements et accessoires du vêtement, en bonneterie",export,2020,378,198,2024
"Vêtements et accessoires du vêtement, en bonneterie",export,2021,232,122,2024
"Vêtements et accessoires du vêtement, en bonneterie",export,2022,229,113,2024
"Vêtements et accessoires du vêtement, en bonneterie",export,2023,414,195,2024
"Vêtements et accessoires du vêtement, en bonneterie",export,2024,660,241,2024
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2020,1430,182,2024
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2021,314,321,2024
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2022,414,251,2024
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2023,801,489,2024
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2024,968,562,2024
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2020,2130,1585,2024
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2021,2659,2498,2024
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2022,1943,1064,2024
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2023,2931,1237,2024
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2024,2955,4214,2024
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2020,5433,5609,2024
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2021,6157,5859,2024
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2022,7203,6017,2024
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2023,5406,5018,2024
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2024,4144,3700,2024
Coiffures et parties de coiffures,export,2020,45,30,2024
Coiffures et parties de coiffures,export,2021,75,6,2024
Coiffures et parties de coiffures,export,2022,19,2,2024
Coiffures et parties de coiffures,export,2023,68,5,2024
Coiffures et parties de coiffures,export,2024,37,14,2024
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2020,2,0,2024
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2021,0,1,2024
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2022,0,1,2024
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2023,0,1,2024
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2024,0,0,2024
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2020,33466,9250,2024
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2021,37725,10149,2024
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2022,42596,9644,2024
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2023,41110,9721,2024
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2024,43708,10847,2024
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2020,153,212,2024
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2021,346,648,2024
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2022,656,15665,2024
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2023,488,1427,2024
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2024,398,446,2024
Produits céramiques,export,2020,7782,100834,2024
Produits céramiques,export,2021,9319,103670,2024
Produits céramiques,export,2022,6582,75978,2024
Produits céramiques,export,2023,12846,90917,2024
Produits céramiques,export,2024,27362,146843,2024
Verre et ouvrages en verre,export,2020,1091,1848,2024
Verre et ouvrages en verre,export,2021,1183,2087,2024
Verre et ouvrages en verre,export,2022,1748,2181,2024
Verre et ouvrages en verre,export,2023,1963,1912,2024
Verre et ouvrages en verre,export,2024,2226,2534,2024
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2020,423077,59,2024
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2021,540534,29,2024
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2022,581666,94,2024
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2023,530882,293,2024
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2024,589128,66,2024
"Fonte, fer et acier",export,2020,62814,185658,2024
"Fonte, fer et acier",export,2021,82161,215079,2024
"Fonte, fer et acier",export,2022,96708,212067,2024
"Fonte, fer et acier",export,2023,115607,158492,2024
"Fonte, fer et acier",export,2024,89308,223670,2024
"Ouvrages en fonte, fer ou acier",export,2020,11157,16435,2024
"Ouvrages en fonte, fer ou acier",export,2021,10278,16271,2024
"Ouvrages en fonte, fer ou acier",export,2022,12510,14466,2024
"Ouvrages en fonte, fer ou acier",export,2023,13484,16056,2024
"Ouvrages en fonte, fer ou acier",export,2024,25925,19633,2024
Cuivre et ouvrages en cuivre,export,2020,3839,1481,2024
Cuivre et ouvrages en cuivre,export,2021,5874,41807,2024
Cuivre et ouvrages en cuivre,export,2022,8966,7354,2024
Cuivre et ouvrages en cuivre,export,2023,8994,2813,2024
Cuivre et ouvrages en cuivre,export,2024,12202,3353,2024
Nickel et ouvrages en nickel,export,2020,0,0,2024
Nickel et ouvrages en nickel,export,2021,23,9,2024
Nickel et ouvrages en nickel,export,2022,,,2024
Nickel et ouvrages en nickel,export,2023,4,0,2024
Nickel et ouvrages en nickel,export,2024,15,1,2024
Aluminium et ouvrages en aluminium,export,2020,970,1228,2024
Aluminium et ouvrages en aluminium,export,2021,3191,9392,2024
Aluminium et ouvrages en aluminium,export,2022,6685,14215,2024
Aluminium et ouvrages en aluminium,export,2023,7848,11880,2024
Aluminium et ouvrages en aluminium,export,2024,12344,13083,2024
Plomb et ouvrages en plomb,export,2020,4211,4145,2024
Plomb et ouvrages en plomb,export,2021,5877,4954,2024
Plomb et ouvrages en plomb,export,2022,8002,6498,2024
Plomb et ouvrages en plomb,export,2023,10022,7427,2024
Plomb et ouvrages en plomb,export,2024,9414,7445,2024
Zinc et ouvrages en zinc,export,2020,,,2024
Zinc et ouvrages en zinc,export,2021,12,6,2024
Zinc et ouvrages en zinc,export,2022,217,284,2024
Zinc et ouvrages en zinc,export,2023,111,470,2024
Zinc et ouvrages en zinc,export,2024,369,1385,2024
Étain et ouvrages en étain,export,2020,,,2024
Étain et ouvrages en étain,export,2021,97,970,2024
Étain et ouvrages en étain,export,2022,46,460,2024
Étain et ouvrages en étain,export,2023,,,2024
Étain et ouvrages en étain,export,2024,,,2024
"Autres métaux communs, cermets, ouvrages en ces matières",export,2020,1343,19793,2024
"Autres métaux communs, cermets, ouvrages en ces matières",export,2021,502,8533,2024
