chapitre,sens,annee,valeur,poids,edition
"Légumes, plantes, racines et tubercules alimentaires",export,2020,51164,66004,2020
"Fruits comestibles, écorces d'agrumes ou de melons",export,2016,19238,43282,2020
"Fruits comestibles, écorces d'agrumes ou de melons",export,2017,21721,45936,2020
"Fruits comestibles, écorces d'agrumes ou de melons",export,2018,38456,64784,2020
"Fruits comestibles, écorces d'agrumes ou de melons",export,2019,58871,114953,2020
"Fruits comestibles, écorces d'agrumes ou de melons",export,2020,42652,88026,2020
"Café, thé, maté et épices",export,2016,850,785,2020
"Café, thé, maté et épices",export,2017,1064,1685,2020
"Café, thé, maté et épices",export,2018,2387,3496,2020
"Café, thé, maté et épices",export,2019,1189,1456,2020
"Café, thé, maté et épices",export,2020,1334,1577,2020
Céréales,export,2016,27207,139238,2020
Céréales,export,2017,18804,85239,2020
Céréales,export,2018,25810,118222,2020
Céréales,export,2019,30918,135710,2020
Céréales,export,2020,15205,64931,2020
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",export,2016,3704,15806,2020
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",export,2017,3086,12202,2020
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",export,2018,3891,15671,2020
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",export,2019,3039,11386,2020
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",export,2020,3375,12401,2020
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",export,2016,63479,141802,2020
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",export,2017,52647,108257,2020
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",export,2018,46939,119084,2020
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",export,2019,114488,330991,2020
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",export,2020,116909,271663,2020
"Gommes, résines et autres sucs et extraits végétaux",export,2016,1363,3797,2020
"Gommes, résines et autres sucs et extraits végétaux",export,2017,1540,3705,2020
"Gommes, résines et autres sucs et extraits végétaux",export,2018,946,1734,2020
"Gommes, résines et autres sucs et extraits végétaux",export,2019,714,2435,2020
"Gommes, résines et autres sucs et extraits végétaux",export,2020,1463,4228,2020
Matières à tresser et autres produits d'origine végétale n.d.c.a.,export,2016,11,19,2020
Matières à tresser et autres produits d'origine végétale n.d.c.a.,export,2017,32,62,2020
Matières à tresser et autres produits d'origine végétale n.d.c.a.,export,2018,20,28,2020
Matières à tresser et autres produits d'origine végétale n.d.c.a.,export,2019,24,32,2020
Matières à tresser et autres produits d'origine végétale n.d.c.a.,export,2020,18,8,2020
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",export,2016,20700,28531,2020
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",export,2017,22664,31194,2020
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",export,2018,34466,55625,2020
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",export,2019,46831,72292,2020
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",export,2020,9829,12292,2020
"Préparations de viandes, poissons, crustacés, mollusques",export,2016,3542,1663,2020
"Préparations de viandes, poissons, crustacés, mollusques",export,2017,6236,2010,2020
"Préparations de viandes, poissons, crustacés, mollusques",export,2018,12066,3673,2020
"Préparations de viandes, poissons, crustacés, mollusques",export,2019,40252,11727,2020
"Préparations de viandes, poissons, crustacés, mollusques",export,2020,30062,10444,2020
Sucres et sucreries,export,2016,2379,2887,2020
Sucres et sucreries,export,2017,4668,6549,2020
Sucres et sucreries,export,2018,7517,15101,2020
Sucres et sucreries,export,2019,3928,5441,2020
Sucres et sucreries,export,2020,3074,4731,2020
Cacao et ses préparations,export,2016,4280,4276,2020
Cacao et ses préparations,export,2017,4456,4577,2020
Cacao et ses préparations,export,2018,4646,4910,2020
Cacao et ses préparations,export,2019,4595,4601,2020
Cacao et ses préparations,export,2020,3815,3883,2020
"Préparations à base de céréales et dérivés, pâtisseries",export,2016,19320,19186,2020
"Préparations à base de céréales et dérivés, pâtisseries",export,2017,33079,31320,2020
"Préparations à base de céréales et dérivés, pâtisseries",export,2018,23212,29055,2020
"Préparations à base de céréales et dérivés, pâtisseries",export,2019,20548,22326,2020
"Préparations à base de céréales et dérivés, pâtisseries",export,2020,32230,34373,2020
"Préparations de légumes, de fruits ou d'autres parties de plantes",export,2016,4935,8364,2020
"Préparations de légumes, de fruits ou d'autres parties de plantes",export,2017,8080,15339,2020
"Préparations de légumes, de fruits ou d'autres parties de plantes",export,2018,5494,10555,2020
"Préparations de légumes, de fruits ou d'autres parties de plantes",export,2019,7111,12717,2020
"Préparations de légumes, de fruits ou d'autres parties de plantes",export,2020,6750,11532,2020
Préparations alimentaires diverses,export,2016,68552,69169,2020
Préparations alimentaires diverses,export,2017,79587,71424,2020
Préparations alimentaires diverses,export,2018,81157,77053,2020
Préparations alimentaires diverses,export,2019,84765,80131,2020
Préparations alimentaires diverses,export,2020,85393,79222,2020
"Boissons, liquides alcooliques et vinaigres",export,2016,1892,3462,2020
"Boissons, liquides alcooliques et vinaigres",export,2017,3155,7478,2020
"Boissons, liquides alcooliques et vinaigres",export,2018,3028,8361,2020
"Boissons, liquides alcooliques et vinaigres",export,2019,4925,11758,2020
"Boissons, liquides alcooliques et vinaigres",export,2020,12670,27796,2020
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",export,2016,3685,15372,2020
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",export,2017,2852,12442,2020
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",export,2018,4523,16560,2020
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",export,2019,4414,18260,2020
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",export,2020,4373,16930,2020
Tabacs et succédanés de tabacs fabriqués,export,2016,67116,6698,2020
Tabacs et succédanés de tabacs fabriqués,export,2017,62762,6683,2020
Tabacs et succédanés de tabacs fabriqués,export,2018,53402,6332,2020
Tabacs et succédanés de tabacs fabriqués,export,2019,43444,4984,2020
Tabacs et succédanés de tabacs fabriqués,export,2020,36056,3746,2020
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",export,2016,156672,3879503,2020
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",export,2017,149458,3800764,2020
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",export,2018,114782,3016296,2020
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",export,2019,113494,3017873,2020
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",export,2020,100201,2661267,2020
"Minerais, scories et cendres",export,2016,58528,450989,2020
"Minerais, scories et cendres",export,2017,84322,535030,2020
"Minerais, scories et cendres",export,2018,99767,497710,2020
"Minerais, scories et cendres",export,2019,115412,614799,2020
"Minerais, scories et cendres",export,2020,116206,594538,2020
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",export,2016,165802,599696,2020
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",export,2017,258685,926983,2020
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",export,2018,317908,905273,2020
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",export,2019,487101,1359772,2020
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",export,2020,361527,1325920,2020
"Produits chimiques inorganiques, composés de métaux ou radioactifs",export,2016,117497,342526,2020
"Produits chimiques inorganiques, composés de métaux ou radioactifs",export,2017,99026,354823,2020
"Produits chimiques inorganiques, composés de métaux ou radioactifs",export,2018,160107,446431,2020
"Produits chimiques inorganiques, composés de métaux ou radioactifs",export,2019,199508,538689,2020
"Produits chimiques inorganiques, composés de métaux ou radioactifs",export,2020,155467,493872,2020
Produits chimiques organiques,export,2016,2561,2103,2020
Produits chimiques organiques,export,2017,2720,2961,2020
Produits chimiques organiques,export,2018,4037,3976,2020
Produits chimiques organiques,export,2019,3900,3920,2020
Produits chimiques organiques,export,2020,4444,4927,2020
Produits pharmaceutiques,export,2016,12045,1545,2020
Produits pharmaceutiques,export,2017,5355,856,2020
Produits pharmaceutiques,export,2018,6410,763,2020
Produits pharmaceutiques,export,2019,4783,1030,2020
Produits pharmaceutiques,export,2020,1832,179,2020
Engrais,export,2016,10191,93049,2020
Engrais,export,2017,18935,104965,2020
Engrais,export,2018,26048,159769,2020
Engrais,export,2019,29452,135510,2020
Engrais,export,2020,21258,111358,2020
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2016,1057,1018,2020
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2017,803,769,2020
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2018,809,639,2020
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2019,913,621,2020
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2020,538,525,2020
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2016,28433,17944,2020
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2017,31032,19505,2020
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2018,40694,25455,2020
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2019,42477,26062,2020
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2020,44968,29138,2020
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2016,8837,18347,2020
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2017,9095,19213,2020
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2018,10013,19624,2020
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2019,13057,17481,2020
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2020,15792,24702,2020
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2016,494,132,2020
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2017,322,136,2020
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2018,294,95,2020
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2019,378,262,2020
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2020,409,128,2020
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2016,154,56,2020
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2017,486,136,2020
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2018,932,173,2020
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2019,617,91,2020
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2020,170,105,2020
Produits photographiques ou cinématographiques,export,2016,1,0,2020
Produits photographiques ou cinématographiques,export,2017,2,2,2020
Produits photographiques ou cinématographiques,export,2018,,,2020
Produits photographiques ou cinématographiques,export,2019,0,1,2020
Produits photographiques ou cinématographiques,export,2020,,,2020
Produits divers des industries chimiques,export,2016,10162,6429,2020
Produits divers des industries chimiques,export,2017,8392,4772,2020
Produits divers des industries chimiques,export,2018,7728,6233,2020
Produits divers des industries chimiques,export,2019,9229,7414,2020
Produits divers des industries chimiques,export,2020,7380,4522,2020
Matières plastiques et ouvrages en ces matières,export,2016,24359,22935,2020
Matières plastiques et ouvrages en ces matières,export,2017,23694,33936,2020
Matières plastiques et ouvrages en ces matières,export,2018,23467,40653,2020
Matières plastiques et ouvrages en ces matières,export,2019,19401,23929,2020
Matières plastiques et ouvrages en ces matières,export,2020,22032,32255,2020
Caoutchouc et ouvrages en caoutchouc,export,2016,2543,1015,2020
Caoutchouc et ouvrages en caoutchouc,export,2017,3336,1199,2020
Caoutchouc et ouvrages en caoutchouc,export,2018,4101,1434,2020
Caoutchouc et ouvrages en caoutchouc,export,2019,3425,1341,2020
Caoutchouc et ouvrages en caoutchouc,export,2020,3876,1376,2020
Peaux (autres que les pelleteries) et cuirs,export,2016,7227,6981,2020
Peaux (autres que les pelleteries) et cuirs,export,2017,8166,6047,2020
Peaux (autres que les pelleteries) et cuirs,export,2018,7681,6485,2020
Peaux (autres que les pelleteries) et cuirs,export,2019,3929,5244,2020
Peaux (autres que les pelleteries) et cuirs,export,2020,2660,2497,2020
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2016,101,17,2020
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2017,113,12,2020
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2018,52,19,2020
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2019,43,6,2020
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2020,39,37,2020
"Pelleteries et fourrures, pelleteries factices",export,2016,,,2020
"Pelleteries et fourrures, pelleteries factices",export,2017,,,2020
"Pelleteries et fourrures, pelleteries factices",export,2018,,,2020
"Pelleteries et fourrures, pelleteries factices",export,2019,1,1,2020
"Pelleteries et fourrures, pelleteries factices",export,2020,,,2020
"Bois, charbon de bois et ouvrages en bois",export,2016,3834,16877,2020
"Bois, charbon de bois et ouvrages en bois",export,2017,4402,33185,2020
"Bois, charbon de bois et ouvrages en bois",export,2018,4416,34564,2020
"Bois, charbon de bois et ouvrages en bois",export,2019,3330,37629,2020
"Bois, charbon de bois et ouvrages en bois",export,2020,3590,45281,2020
Liège et ouvrages en liège,export,2016,0,0,2020
Liège et ouvrages en liège,export,2017,,,2020
Liège et ouvrages en liège,export,2018,,,2020
Liège et ouvrages en liège,export,2019,,,2020
Liège et ouvrages en liège,export,2020,,,2020
Ouvrages de sparterie ou de vannerie,export,2016,2377,1097,2020
Ouvrages de sparterie ou de vannerie,export,2017,3018,1041,2020
Ouvrages de sparterie ou de vannerie,export,2018,2250,923,2020
Ouvrages de sparterie ou de vannerie,export,2019,2249,895,2020
Ouvrages de sparterie ou de vannerie,export,2020,1821,905,2020
Matières cellulosiques servant à la fabrication du papier,export,2016,14,66,2020
Matières cellulosiques servant à la fabrication du papier,export,2017,35,321,2020
Matières cellulosiques servant à la fabrication du papier,export,2018,41,418,2020
Matières cellulosiques servant à la fabrication du papier,export,2019,118,152,2020
Matières cellulosiques servant à la fabrication du papier,export,2020,18,196,2020
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2016,10036,13945,2020
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2017,7280,9415,2020
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2018,7942,9227,2020
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2019,8477,9695,2020
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2020,10883,14074,2020
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2016,1200,239,2020
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2017,600,158,2020
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2018,813,224,2020
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2019,1036,220,2020
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2020,517,122,2020
Soie,export,2016,,,2020
Soie,export,2017,1,1,2020
Soie,export,2018,,,2020
Soie,export,2019,,,2020
Soie,export,2020,,,2020
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2016,11,14,2020
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2017,9,13,2020
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2018,,,2020
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2019,,,2020
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2020,,,2020
Coton,export,2016,8710,11662,2020
Coton,export,2017,6687,8000,2020
Coton,export,2018,7328,7847,2020
Coton,export,2019,7058,8045,2020
Coton,export,2020,5826,6796,2020
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2016,,,2020
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2017,,,2020
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2018,17,13,2020
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2019,41,30,2020
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2020,,,2020
Filaments synthétiques ou artificiels,export,2016,389,216,2020
Filaments synthétiques ou artificiels,export,2017,743,433,2020
Filaments synthétiques ou artificiels,export,2018,1000,292,2020
Filaments synthétiques ou artificiels,export,2019,981,196,2020
Filaments synthétiques ou artificiels,export,2020,1177,231,2020
Fibres synthétiques ou artificielles discontinues,export,2016,14670,4156,2020
Fibres synthétiques ou artificielles discontinues,export,2017,20063,5178,2020
Fibres synthétiques ou artificielles discontinues,export,2018,19421,5945,2020
Fibres synthétiques ou artificielles discontinues,export,2019,15605,4493,2020
Fibres synthétiques ou artificielles discontinues,export,2020,20482,5912,2020
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2016,1289,336,2020
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2017,1132,291,2020
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2018,1681,354,2020
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2019,1705,395,2020
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2020,2130,516,2020
Tapis et autres revêtements de sol en matières textiles,export,2016,29,5,2020
Tapis et autres revêtements de sol en matières textiles,export,2017,17,9,2020
Tapis et autres revêtements de sol en matières textiles,export,2018,15,9,2020
Tapis et autres revêtements de sol en matières textiles,export,2019,10,15,2020
Tapis et autres revêtements de sol en matières textiles,export,2020,37,61,2020
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2016,31,7,2020
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2017,13,28,2020
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2018,0,0,2020
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2019,17,16,2020
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2020,14,3,2020
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2016,27,2,2020
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2017,4,1,2020
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2018,3,2,2020
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2019,,,2020
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2020,0,1,2020
Étoffes de bonneterie,export,2016,,,2020
Étoffes de bonneterie,export,2017,,,2020
Étoffes de bonneterie,export,2018,,,2020
Étoffes de bonneterie,export,2019,2,0,2020
Étoffes de bonneterie,export,2020,,,2020
"Vêtements et accessoires du vêtement, en bonneterie",export,2016,176,50,2020
"Vêtements et accessoires du vêtement, en bonneterie",export,2017,168,75,2020
"Vêtements et accessoires du vêtement, en bonneterie",export,2018,98,61,2020
"Vêtements et accessoires du vêtement, en bonneterie",export,2019,166,88,2020
"Vêtements et accessoires du vêtement, en bonneterie",export,2020,378,198,2020
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2016,352,133,2020
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2017,512,104,2020
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2018,145,85,2020
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2019,210,156,2020
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2020,1430,182,2020
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2016,1812,2733,2020
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2017,1658,1203,2020
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2018,1857,1283,2020
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2019,2109,2213,2020
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2020,2130,1585,2020
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2016,1426,1660,2020
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2017,1602,2358,2020
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2018,2814,3681,2020
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2019,3367,3919,2020
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2020,5433,5609,2020
Coiffures et parties de coiffures,export,2016,164,3,2020
Coiffures et parties de coiffures,export,2017,94,6,2020
Coiffures et parties de coiffures,export,2018,32,2,2020
Coiffures et parties de coiffures,export,2019,3,0,2020
Coiffures et parties de coiffures,export,2020,45,30,2020
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2016,1,0,2020
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2017,0,0,2020
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2018,1,3,2020
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2019,1,0,2020
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2020,2,0,2020
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2016,24594,5933,2020
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2017,30526,7196,2020
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2018,34089,8532,2020
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2019,21029,5156,2020
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2020,33466,9250,2020
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2016,210,143,2020
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2017,297,6557,2020
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2018,174,1680,2020
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2019,217,241,2020
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2020,153,212,2020
Produits céramiques,export,2016,141,236,2020
Produits céramiques,export,2017,116,127,2020
Produits céramiques,export,2018,179,376,2020
Produits céramiques,export,2019,237,2111,2020
Produits céramiques,export,2020,7782,100834,2020
Verre et ouvrages en verre,export,2016,1433,1982,2020
Verre et ouvrages en verre,export,2017,974,1445,2020
Verre et ouvrages en verre,export,2018,1106,1969,2020
Verre et ouvrages en verre,export,2019,1096,1892,2020
Verre et ouvrages en verre,export,2020,1091,1848,2020
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2016,193631,14,2020
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2017,220443,35,2020
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2018,313699,17,2020
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2019,376235,19,2020
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2020,423077,59,2020
"Fonte, fer et acier",export,2016,24857,78877,2020
"Fonte, fer et acier",export,2017,45164,153986,2020
"Fonte, fer et acier",export,2018,53888,174197,2020
"Fonte, fer et acier",export,2019,59796,166589,2020
"Fonte, fer et acier",export,2020,62814,185658,2020
"Ouvrages en fonte, fer ou acier",export,2016,11381,14398,2020
"Ouvrages en fonte, fer ou acier",export,2017,9444,16574,2020
"Ouvrages en fonte, fer ou acier",export,2018,9799,17133,2020
"Ouvrages en fonte, fer ou acier",export,2019,7892,13765,2020
"Ouvrages en fonte, fer ou acier",export,2020,11157,16435,2020
Cuivre et ouvrages en cuivre,export,2016,6525,2889,2020
Cuivre et ouvrages en cuivre,export,2017,6062,2940,2020
Cuivre et ouvrages en cuivre,export,2018,3820,2204,2020
Cuivre et ouvrages en cuivre,export,2019,4336,2136,2020
Cuivre et ouvrages en cuivre,export,2020,3839,1481,2020
Nickel et ouvrages en nickel,export,2016,3,1,2020
Nickel et ouvrages en nickel,export,2017,57,369,2020
Nickel et ouvrages en nickel,export,2018,,,2020
Nickel et ouvrages en nickel,export,2019,2,0,2020
Nickel et ouvrages en nickel,export,2020,0,0,2020
Aluminium et ouvrages en aluminium,export,2016,1615,1857,2020
Aluminium et ouvrages en aluminium,export,2017,2239,4810,2020
Aluminium et ouvrages en aluminium,export,2018,1784,2502,2020
Aluminium et ouvrages en aluminium,export,2019,1358,2074,2020
Aluminium et ouvrages en aluminium,export,2020,970,1228,2020
Plomb et ouvrages en plomb,export,2016,3356,3498,2020
Plomb et ouvrages en plomb,export,2017,4518,3987,2020
Plomb et ouvrages en plomb,export,2018,4177,3525,2020
Plomb et ouvrages en plomb,export,2019,4661,4065,2020
Plomb et ouvrages en plomb,export,2020,4211,4145,2020
Zinc et ouvrages en zinc,export,2016,,,2020
Zinc et ouvrages en zinc,export,2017,32,25,2020
Zinc et ouvrages en zinc,export,2018,0,0,2020
Zinc et ouvrages en zinc,export,2019,5,0,2020
Zinc et ouvrages en zinc,export,2020,,,2020
Étain et ouvrages en étain,export,2016,,,2020
Étain et ouvrages en étain,export,2017,240,760,2020
Étain et ouvrages en étain,export,2018,90,935,2020
Étain et ouvrages en étain,export,2019,,,2020
Étain et ouvrages en étain,export,2020,,,2020
"Autres métaux communs, cermets, ouvrages en ces matières",export,2016,8,19,2020
"Autres métaux communs, cermets, ouvrages en ces matières",export,2017,71,663,2020
"Autres métaux communs, cermets, ouvrages en ces matières",export,2018,157,2800,2020
