produit,sens,annee,valeur,poids,edition
Matières plastiques et artificielles,import,2022,219638,201813,2024
Matières plastiques et artificielles,import,2023,188466,218107,2024
Matières plastiques et artificielles,import,2024,194037,236823,2024
Produits pharmaceutiques,import,2020,162508,15291,2024
Produits pharmaceutiques,import,2021,188643,16895,2024
Produits pharmaceutiques,import,2022,195521,18106,2024
Produits pharmaceutiques,import,2023,202972,18735,2024
Produits pharmaceutiques,import,2024,218599,19073,2024
Huiles et graisses,import,2020,142635,276112,2024
Huiles et graisses,import,2021,123804,225294,2024
Huiles et graisses,import,2022,127037,202602,2024
Huiles et graisses,import,2023,119602,201001,2024
Huiles et graisses,import,2024,107056,240288,2024
Produits des industries parachimiques,import,2020,90073,77975,2024
Produits des industries parachimiques,import,2021,103771,80570,2024
Produits des industries parachimiques,import,2022,115875,90272,2024
Produits des industries parachimiques,import,2023,119861,80727,2024
Produits des industries parachimiques,import,2024,122952,97010,2024
Autres produits,import,2020,1313133,5174938,2024
Autres produits,import,2021,1521993,5911264,2024
Autres produits,import,2022,2008708,5863564,2024
Autres produits,import,2023,1854992,6410657,2024
Autres produits,import,2024,1766456,6061330,2024
