chapitre,sens,annee,valeur,poids,edition
Produits pharmaceutiques,export,2016,12043,1400,2019
Produits pharmaceutiques,export,2017,5354,766,2019
Produits pharmaceutiques,export,2018,6406,763,2019
Produits pharmaceutiques,export,2019,4778,982,2019
Engrais,export,2015,6218,26507,2019
Engrais,export,2016,10191,93049,2019
Engrais,export,2017,18215,102115,2019
Engrais,export,2018,24136,147960,2019
Engrais,export,2019,27998,132460,2019
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2015,767,664,2019
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2016,866,896,2019
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2017,641,637,2019
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2018,712,531,2019
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",export,2019,807,523,2019
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2015,27190,18162,2019
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2016,27712,17767,2019
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2017,30499,19410,2019
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2018,40002,25230,2019
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",export,2019,41760,25854,2019
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2015,5565,12258,2019
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2016,7997,17210,2019
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2017,8084,18005,2019
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2018,9569,18923,2019
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",export,2019,12457,16720,2019
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2015,498,51,2019
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2016,486,132,2019
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2017,322,136,2019
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2018,290,93,2019
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2019,378,262,2019
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2015,134,32,2019
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2016,113,37,2019
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2017,215,99,2019
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2018,540,131,2019
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2019,322,69,2019
Produits photographiques ou cinématographiques,export,2015,4,1,2019
Produits photographiques ou cinématographiques,export,2016,1,0,2019
Produits photographiques ou cinématographiques,export,2017,2,2,2019
Produits photographiques ou cinématographiques,export,2018,,,2019
Produits photographiques ou cinématographiques,export,2019,0,1,2019
Produits divers des industries chimiques,export,2015,7002,3901,2019
Produits divers des industries chimiques,export,2016,10075,6366,2019
Produits divers des industries chimiques,export,2017,8120,4655,2019
Produits divers des industries chimiques,export,2018,7637,6160,2019
Produits divers des industries chimiques,export,2019,9148,7391,2019
Matières plastiques et ouvrages en ces matières,export,2015,21344,18978,2019
Matières plastiques et ouvrages en ces matières,export,2016,23568,21918,2019
Matières plastiques et ouvrages en ces matières,export,2017,22341,32168,2019
Matières plastiques et ouvrages en ces matières,export,2018,21798,38609,2019
Matières plastiques et ouvrages en ces matières,export,2019,18041,22165,2019
Caoutchouc et ouvrages en caoutchouc,export,2015,752,356,2019
Caoutchouc et ouvrages en caoutchouc,export,2016,371,218,2019
Caoutchouc et ouvrages en caoutchouc,export,2017,261,144,2019
Caoutchouc et ouvrages en caoutchouc,export,2018,344,209,2019
Caoutchouc et ouvrages en caoutchouc,export,2019,514,368,2019
Peaux (autres que les pelleteries) et cuirs,export,2015,2495,3865,2019
Peaux (autres que les pelleteries) et cuirs,export,2016,1516,1607,2019
Peaux (autres que les pelleteries) et cuirs,export,2017,2296,1756,2019
Peaux (autres que les pelleteries) et cuirs,export,2018,2197,2067,2019
Peaux (autres que les pelleteries) et cuirs,export,2019,1561,3477,2019
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2015,108,17,2019
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2016,101,17,2019
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2017,109,12,2019
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2018,52,19,2019
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2019,43,6,2019
"Pelleteries et fourrures, pelleteries factices",export,2015,2,11,2019
"Pelleteries et fourrures, pelleteries factices",export,2016,,,2019
"Pelleteries et fourrures, pelleteries factices",export,2017,,,2019
"Pelleteries et fourrures, pelleteries factices",export,2018,,,2019
"Pelleteries et fourrures, pelleteries factices",export,2019,1,1,2019
"Bois, charbon de bois et ouvrages en bois",export,2015,3102,11008,2019
"Bois, charbon de bois et ouvrages en bois",export,2016,3801,16808,2019
"Bois, charbon de bois et ouvrages en bois",export,2017,4402,33185,2019
"Bois, charbon de bois et ouvrages en bois",export,2018,4416,34564,2019
"Bois, charbon de bois et ouvrages en bois",export,2019,3260,37543,2019
Liège et ouvrages en liège,export,2015,0,0,2019
Liège et ouvrages en liège,export,2016,0,0,2019
Liège et ouvrages en liège,export,2017,,,2019
Liège et ouvrages en liège,export,2018,,,2019
Liège et ouvrages en liège,export,2019,,,2019
Ouvrages de sparterie ou de vannerie,export,2015,2433,1286,2019
Ouvrages de sparterie ou de vannerie,export,2016,2377,1097,2019
Ouvrages de sparterie ou de vannerie,export,2017,3018,1041,2019
Ouvrages de sparterie ou de vannerie,export,2018,2250,923,2019
Ouvrages de sparterie ou de vannerie,export,2019,2249,895,2019
Matières cellulosiques servant à la fabrication du papier,export,2015,1,2,2019
Matières cellulosiques servant à la fabrication du papier,export,2016,6,41,2019
Matières cellulosiques servant à la fabrication du papier,export,2017,35,321,2019
Matières cellulosiques servant à la fabrication du papier,export,2018,41,418,2019
Matières cellulosiques servant à la fabrication du papier,export,2019,118,152,2019
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2015,6949,8122,2019
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2016,9604,13118,2019
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2017,6918,8758,2019
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2018,7355,8236,2019
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2019,8101,9310,2019
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2015,964,239,2019
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2016,1200,239,2019
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2017,598,155,2019
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2018,781,209,2019
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2019,1036,220,2019
Soie,export,2015,6,34,2019
Soie,export,2016,,,2019
Soie,export,2017,1,1,2019
Soie,export,2018,,,2019
Soie,export,2019,,,2019
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2015,,,2019
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2016,11,14,2019
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2017,9,13,2019
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2018,,,2019
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2019,,,2019
Coton,export,2015,9173,12710,2019
Coton,export,2016,8710,11662,2019
Coton,export,2017,6687,8000,2019
Coton,export,2018,7328,7847,2019
Coton,export,2019,7058,8045,2019
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2015,1,0,2019
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2016,,,2019
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2017,,,2019
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2018,17,13,2019
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2019,41,30,2019
Filaments synthétiques ou artificiels,export,2015,864,240,2019
Filaments synthétiques ou artificiels,export,2016,287,126,2019
Filaments synthétiques ou artificiels,export,2017,663,358,2019
Filaments synthétiques ou artificiels,export,2018,996,291,2019
Filaments synthétiques ou artificiels,export,2019,972,189,2019
Fibres synthétiques ou artificielles discontinues,export,2015,695,245,2019
Fibres synthétiques ou artificielles discontinues,export,2016,763,264,2019
Fibres synthétiques ou artificielles discontinues,export,2017,2330,241,2019
Fibres synthétiques ou artificielles discontinues,export,2018,607,227,2019
Fibres synthétiques ou artificielles discontinues,export,2019,6327,1784,2019
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2015,1450,362,2019
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2016,1289,335,2019
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2017,1132,291,2019
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2018,1680,353,2019
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2019,1705,395,2019
Tapis et autres revêtements de sol en matières textiles,export,2015,5,16,2019
Tapis et autres revêtements de sol en matières textiles,export,2016,2,1,2019
Tapis et autres revêtements de sol en matières textiles,export,2017,17,9,2019
Tapis et autres revêtements de sol en matières textiles,export,2018,15,9,2019
Tapis et autres revêtements de sol en matières textiles,export,2019,10,15,2019
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2015,1,1,2019
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2016,31,7,2019
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2017,13,28,2019
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2018,0,0,2019
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2019,17,16,2019
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2015,3,2,2019
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2016,27,2,2019
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2017,3,1,2019
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2018,3,2,2019
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2019,,,2019
Étoffes de bonneterie,export,2015,0,0,2019
Étoffes de bonneterie,export,2016,,,2019
Étoffes de bonneterie,export,2017,,,2019
Étoffes de bonneterie,export,2018,,,2019
Étoffes de bonneterie,export,2019,2,0,2019
"Vêtements et accessoires du vêtement, en bonneterie",export,2015,182,65,2019
"Vêtements et accessoires du vêtement, en bonneterie",export,2016,173,50,2019
"Vêtements et accessoires du vêtement, en bonneterie",export,2017,167,75,2019
"Vêtements et accessoires du vêtement, en bonneterie",export,2018,98,61,2019
"Vêtements et accessoires du vêtement, en bonneterie",export,2019,166,88,2019
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2015,397,200,2019
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2016,339,131,2019
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2017,512,104,2019
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2018,145,85,2019
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2019,210,156,2019
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2015,1164,674,2019
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2016,1269,2398,2019
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2017,1225,950,2019
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2018,1248,617,2019
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2019,1614,1905,2019
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2015,1988,2215,2019
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2016,1426,1660,2019
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2017,1601,2358,2019
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2018,2814,3681,2019
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2019,3367,3919,2019
Coiffures et parties de coiffures,export,2015,3,1,2019
Coiffures et parties de coiffures,export,2016,160,3,2019
Coiffures et parties de coiffures,export,2017,94,6,2019
Coiffures et parties de coiffures,export,2018,32,2,2019
Coiffures et parties de coiffures,export,2019,3,0,2019
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2015,0,0,2019
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2016,1,0,2019
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2017,,,2019
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2018,1,3,2019
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2019,1,0,2019
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2015,1997,437,2019
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2016,2101,420,2019
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2017,2029,466,2019
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2018,1280,320,2019
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2019,5665,1450,2019
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2015,203,383,2019
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2016,199,125,2019
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2017,258,6074,2019
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2018,153,1653,2019
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2019,212,237,2019
Produits céramiques,export,2015,150,247,2019
Produits céramiques,export,2016,134,192,2019
Produits céramiques,export,2017,116,127,2019
Produits céramiques,export,2018,179,376,2019
Produits céramiques,export,2019,237,2111,2019
Verre et ouvrages en verre,export,2015,1459,2835,2019
Verre et ouvrages en verre,export,2016,1433,1980,2019
Verre et ouvrages en verre,export,2017,953,1430,2019
Verre et ouvrages en verre,export,2018,1061,1881,2019
Verre et ouvrages en verre,export,2019,1092,1892,2019
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2015,152289,141,2019
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2016,193631,14,2019
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2017,220443,35,2019
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2018,313699,17,2019
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2019,376235,19,2019
"Fonte, fer et acier",export,2015,21227,60847,2019
"Fonte, fer et acier",export,2016,17016,52358,2019
"Fonte, fer et acier",export,2017,32939,115418,2019
"Fonte, fer et acier",export,2018,37592,129454,2019
"Fonte, fer et acier",export,2019,40146,107342,2019
"Ouvrages en fonte, fer ou acier",export,2015,4089,4909,2019
"Ouvrages en fonte, fer ou acier",export,2016,8659,5877,2019
"Ouvrages en fonte, fer ou acier",export,2017,5794,7754,2019
"Ouvrages en fonte, fer ou acier",export,2018,4029,6396,2019
"Ouvrages en fonte, fer ou acier",export,2019,4423,6619,2019
Cuivre et ouvrages en cuivre,export,2015,9393,3814,2019
Cuivre et ouvrages en cuivre,export,2016,6525,2889,2019
Cuivre et ouvrages en cuivre,export,2017,6060,2940,2019
Cuivre et ouvrages en cuivre,export,2018,3819,2204,2019
Cuivre et ouvrages en cuivre,export,2019,4324,2136,2019
Nickel et ouvrages en nickel,export,2015,38,49,2019
Nickel et ouvrages en nickel,export,2016,3,1,2019
Nickel et ouvrages en nickel,export,2017,57,369,2019
Nickel et ouvrages en nickel,export,2018,,,2019
Nickel et ouvrages en nickel,export,2019,2,0,2019
Aluminium et ouvrages en aluminium,export,2015,2970,4924,2019
Aluminium et ouvrages en aluminium,export,2016,1472,1822,2019
Aluminium et ouvrages en aluminium,export,2017,2211,4797,2019
Aluminium et ouvrages en aluminium,export,2018,1733,2479,2019
Aluminium et ouvrages en aluminium,export,2019,1310,2061,2019
Plomb et ouvrages en plomb,export,2015,1847,1690,2019
Plomb et ouvrages en plomb,export,2016,3356,3498,2019
Plomb et ouvrages en plomb,export,2017,4518,3987,2019
Plomb et ouvrages en plomb,export,2018,4177,3525,2019
Plomb et ouvrages en plomb,export,2019,4661,4065,2019
Zinc et ouvrages en zinc,export,2015,20,26,2019
Zinc et ouvrages en zinc,export,2016,,,2019
Zinc et ouvrages en zinc,export,2017,32,25,2019
Zinc et ouvrages en zinc,export,2018,0,0,2019
Zinc et ouvrages en zinc,export,2019,5,0,2019
Étain et ouvrages en étain,export,2015,11,22,2019
Étain et ouvrages en étain,export,2016,,,2019
Étain et ouvrages en étain,export,2017,240,760,2019
Étain et ouvrages en étain,export,2018,90,935,2019
Étain et ouvrages en étain,export,2019,,,2019
"Autres métaux communs, cermets, ouvrages en ces matières",export,2015,6,32,2019
"Autres métaux communs, cermets, ouvrages en ces matières",export,2016,8,19,2019
"Autres métaux communs, cermets, ouvrages en ces matières",export,2017,71,663,2019
