chapitre,sens,annee,valeur,poids,edition
"Autres métaux communs, cermets, ouvrages en ces matières",export,2019,55,644,2022
"Autres métaux communs, cermets, ouvrages en ces matières",export,2020,1343,19793,2022
"Autres métaux communs, cermets, ouvrages en ces matières",export,2021,502,8533,2022
"Autres métaux communs, cermets, ouvrages en ces matières",export,2022,1396,30844,2022
"Outils, outillage, coutellerie, couverts en métaux communs et parties",export,2018,2909,1062,2022
"Outils, outillage, coutellerie, couverts en métaux communs et parties",export,2019,671,688,2022
"Outils, outillage, coutellerie, couverts en métaux communs et parties",export,2020,1383,419,2022
"Outils, outillage, coutellerie, couverts en métaux communs et parties",export,2021,1226,329,2022
"Outils, outillage, coutellerie, couverts en métaux communs et parties",export,2022,5867,535,2022
Ouvrages divers en métaux communs,export,2018,241,266,2022
Ouvrages divers en métaux communs,export,2019,201,300,2022
Ouvrages divers en métaux communs,export,2020,169,218,2022
Ouvrages divers en métaux communs,export,2021,668,352,2022
Ouvrages divers en métaux communs,export,2022,735,185,2022
"Réacteurs nucléaires, chaudières, machines, appareils, engins mécaniques",export,2018,16303,6599,2022
"Réacteurs nucléaires, chaudières, machines, appareils, engins mécaniques",export,2019,21336,5730,2022
"Réacteurs nucléaires, chaudières, machines, appareils, engins mécaniques",export,2020,23217,6669,2022
"Réacteurs nucléaires, chaudières, machines, appareils, engins mécaniques",export,2021,21860,6530,2022
"Réacteurs nucléaires, chaudières, machines, appareils, engins mécaniques",export,2022,23274,5539,2022
"Machines électriques, appareils d'émission-réception radio/tv",export,2018,17409,4802,2022
"Machines électriques, appareils d'émission-réception radio/tv",export,2019,12765,4415,2022
"Machines électriques, appareils d'émission-réception radio/tv",export,2020,14078,5066,2022
"Machines électriques, appareils d'émission-réception radio/tv",export,2021,30257,25067,2022
"Machines électriques, appareils d'émission-réception radio/tv",export,2022,58676,6326,2022
"Véhicules et matériel pour voies ferrées, appareils de signalisation",export,2018,198,189,2022
"Véhicules et matériel pour voies ferrées, appareils de signalisation",export,2019,982,557,2022
"Véhicules et matériel pour voies ferrées, appareils de signalisation",export,2020,396,1388,2022
"Véhicules et matériel pour voies ferrées, appareils de signalisation",export,2021,425,1095,2022
"Véhicules et matériel pour voies ferrées, appareils de signalisation",export,2022,645,2778,2022
"Voitures automobiles et autres véhicules terrestres, parties, accessoires",export,2018,9009,2747,2022
"Voitures automobiles et autres véhicules terrestres, parties, accessoires",export,2019,16078,5077,2022
"Voitures automobiles et autres véhicules terrestres, parties, accessoires",export,2020,14160,4954,2022
"Voitures automobiles et autres véhicules terrestres, parties, accessoires",export,2021,18630,5280,2022
"Voitures automobiles et autres véhicules terrestres, parties, accessoires",export,2022,18350,3108,2022
Navigation aérienne ou spatiale,export,2018,8796,37,2022
Navigation aérienne ou spatiale,export,2019,1932,12,2022
Navigation aérienne ou spatiale,export,2020,2073,24,2022
Navigation aérienne ou spatiale,export,2021,1533,53,2022
Navigation aérienne ou spatiale,export,2022,8132,39,2022
Navigation maritime ou fluviale,export,2018,449,863,2022
Navigation maritime ou fluviale,export,2019,9796,5084,2022
Navigation maritime ou fluviale,export,2020,24630,12770,2022
Navigation maritime ou fluviale,export,2021,12910,5584,2022
Navigation maritime ou fluviale,export,2022,777,794,2022
"Appareils d'optique, de précision, médico-chirurgicaux, parties, accessoires",export,2018,1163,362,2022
"Appareils d'optique, de précision, médico-chirurgicaux, parties, accessoires",export,2019,794,104,2022
"Appareils d'optique, de précision, médico-chirurgicaux, parties, accessoires",export,2020,755,139,2022
"Appareils d'optique, de précision, médico-chirurgicaux, parties, accessoires",export,2021,2802,214,2022
"Appareils d'optique, de précision, médico-chirurgicaux, parties, accessoires",export,2022,3571,355,2022
Horlogerie,export,2018,5,1,2022
Horlogerie,export,2019,219,8,2022
Horlogerie,export,2020,28,1,2022
Horlogerie,export,2021,186,8,2022
Horlogerie,export,2022,270,9,2022
"Instruments de musique, parties et accessoires de ces instruments",export,2018,98,131,2022
"Instruments de musique, parties et accessoires de ces instruments",export,2019,34,23,2022
"Instruments de musique, parties et accessoires de ces instruments",export,2020,20,8,2022
"Instruments de musique, parties et accessoires de ces instruments",export,2021,27,23,2022
"Instruments de musique, parties et accessoires de ces instruments",export,2022,86,89,2022
"Armes, munitions et leurs parties et accessoires",export,2018,803,68,2022
"Armes, munitions et leurs parties et accessoires",export,2019,2,0,2022
"Armes, munitions et leurs parties et accessoires",export,2020,186,19,2022
"Armes, munitions et leurs parties et accessoires",export,2021,23,6,2022
"Armes, munitions et leurs parties et accessoires",export,2022,0,0,2022
"Meubles y.c. médicaux, appareils d'éclairage, constructions préfabriquées",export,2018,2084,783,2022
"Meubles y.c. médicaux, appareils d'éclairage, constructions préfabriquées",export,2019,2997,876,2022
"Meubles y.c. médicaux, appareils d'éclairage, constructions préfabriquées",export,2020,3561,1077,2022
"Meubles y.c. médicaux, appareils d'éclairage, constructions préfabriquées",export,2021,4801,1640,2022
"Meubles y.c. médicaux, appareils d'éclairage, constructions préfabriquées",export,2022,4049,3471,2022
"Jouets, jeux, articles de divertissements ou sports, parties, accessoires",export,2018,29,5,2022
"Jouets, jeux, articles de divertissements ou sports, parties, accessoires",export,2019,59,5,2022
"Jouets, jeux, articles de divertissements ou sports, parties, accessoires",export,2020,52,15,2022
"Jouets, jeux, articles de divertissements ou sports, parties, accessoires",export,2021,163,29,2022
"Jouets, jeux, articles de divertissements ou sports, parties, accessoires",export,2022,123,36,2022
Ouvrages divers,export,2018,288,157,2022
Ouvrages divers,export,2019,415,331,2022
Ouvrages divers,export,2020,716,1051,2022
Ouvrages divers,export,2021,1616,2470,2022
Ouvrages divers,export,2022,4970,4332,2022
"Objets d'art, de collection ou d'antiquité",export,2018,407,336,2022
"Objets d'art, de collection ou d'antiquité",export,2019,1038,230,2022
"Objets d'art, de collection ou d'antiquité",export,2020,274,178,2022
"Objets d'art, de collection ou d'antiquité",export,2021,5399,253,2022
"Objets d'art, de collection ou d'antiquité",export,2022,564,391,2022
Animaux vivants,import,2018,1051,74,2022
Animaux vivants,import,2019,2633,708,2022
Animaux vivants,import,2020,820,38,2022
Animaux vivants,import,2021,2859,701,2022
Animaux vivants,import,2022,948,60,2022
Viandes et abats comestibles,import,2018,7712,10421,2022
Viandes et abats comestibles,import,2019,8260,10666,2022
Viandes et abats comestibles,import,2020,8209,10740,2022
Viandes et abats comestibles,import,2021,12518,17929,2022
Viandes et abats comestibles,import,2022,18285,25867,2022
"Poissons et crustacés, mollusques et autres invertébrés aquatiques",import,2018,46461,84117,2022
"Poissons et crustacés, mollusques et autres invertébrés aquatiques",import,2019,35259,69218,2022
"Poissons et crustacés, mollusques et autres invertébrés aquatiques",import,2020,32540,65182,2022
"Poissons et crustacés, mollusques et autres invertébrés aquatiques",import,2021,34530,58430,2022
"Poissons et crustacés, mollusques et autres invertébrés aquatiques",import,2022,34410,52498,2022
"Lait, oeufs d'oiseaux, miel, produits comestibles d'animaux n.d.c.a.",import,2018,45416,27564,2022
"Lait, oeufs d'oiseaux, miel, produits comestibles d'animaux n.d.c.a.",import,2019,43730,26042,2022
"Lait, oeufs d'oiseaux, miel, produits comestibles d'animaux n.d.c.a.",import,2020,48950,28973,2022
"Lait, oeufs d'oiseaux, miel, produits comestibles d'animaux n.d.c.a.",import,2021,52009,32219,2022
"Lait, oeufs d'oiseaux, miel, produits comestibles d'animaux n.d.c.a.",import,2022,63190,34475,2022
"Autres produits d'origine animale, non dénommés ni compris ailleurs",import,2018,142,102,2022
"Autres produits d'origine animale, non dénommés ni compris ailleurs",import,2019,70,38,2022
"Autres produits d'origine animale, non dénommés ni compris ailleurs",import,2020,40,27,2022
"Autres produits d'origine animale, non dénommés ni compris ailleurs",import,2021,79,5,2022
"Autres produits d'origine animale, non dénommés ni compris ailleurs",import,2022,109,34,2022
Plantes vivantes et produits de la floriculture,import,2018,353,668,2022
Plantes vivantes et produits de la floriculture,import,2019,769,366,2022
Plantes vivantes et produits de la floriculture,import,2020,460,73,2022
Plantes vivantes et produits de la floriculture,import,2021,707,260,2022
Plantes vivantes et produits de la floriculture,import,2022,553,123,2022
"Légumes, plantes, racines et tubercules alimentaires",import,2018,35463,213768,2022
"Légumes, plantes, racines et tubercules alimentaires",import,2019,42202,254290,2022
"Légumes, plantes, racines et tubercules alimentaires",import,2020,47066,297115,2022
"Légumes, plantes, racines et tubercules alimentaires",import,2021,41359,255004,2022
"Légumes, plantes, racines et tubercules alimentaires",import,2022,43274,272778,2022
"Fruits comestibles, écorces d'agrumes ou de melons",import,2018,20226,67975,2022
"Fruits comestibles, écorces d'agrumes ou de melons",import,2019,24755,83056,2022
"Fruits comestibles, écorces d'agrumes ou de melons",import,2020,25658,84888,2022
"Fruits comestibles, écorces d'agrumes ou de melons",import,2021,27716,89669,2022
"Fruits comestibles, écorces d'agrumes ou de melons",import,2022,26004,84710,2022
"Café, thé, maté et épices",import,2018,11636,24919,2022
"Café, thé, maté et épices",import,2019,8734,17982,2022
"Café, thé, maté et épices",import,2020,7833,19523,2022
"Café, thé, maté et épices",import,2021,8711,19769,2022
"Café, thé, maté et épices",import,2022,11958,17472,2022
Céréales,import,2018,400319,2274493,2022
Céréales,import,2019,349597,1957217,2022
Céréales,import,2020,398445,2144471,2022
Céréales,import,2021,480202,2346331,2022
Céréales,import,2022,676865,2747623,2022
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",import,2018,12433,48123,2022
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",import,2019,11640,49495,2022
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",import,2020,13697,49636,2022
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",import,2021,13898,48096,2022
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",import,2022,16051,42292,2022
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",import,2018,13087,20095,2022
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",import,2019,15189,32099,2022
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",import,2020,11436,12080,2022
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",import,2021,13574,14502,2022
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",import,2022,15235,4962,2022
"Gommes, résines et autres sucs et extraits végétaux",import,2018,295,285,2022
"Gommes, résines et autres sucs et extraits végétaux",import,2019,319,271,2022
"Gommes, résines et autres sucs et extraits végétaux",import,2020,90,91,2022
"Gommes, résines et autres sucs et extraits végétaux",import,2021,311,213,2022
"Gommes, résines et autres sucs et extraits végétaux",import,2022,1188,421,2022
Matières à tresser et autres produits d'origine végétale n.d.c.a.,import,2018,105,327,2022
Matières à tresser et autres produits d'origine végétale n.d.c.a.,import,2019,35,24,2022
Matières à tresser et autres produits d'origine végétale n.d.c.a.,import,2020,1,1,2022
Matières à tresser et autres produits d'origine végétale n.d.c.a.,import,2021,24,31,2022
Matières à tresser et autres produits d'origine végétale n.d.c.a.,import,2022,122,188,2022
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",import,2018,90774,202786,2022
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",import,2019,97105,200553,2022
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",import,2020,139746,268976,2022
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",import,2021,119585,218598,2022
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",import,2022,122771,197577,2022
"Préparations de viandes, poissons, crustacés, mollusques",import,2018,2321,1946,2022
"Préparations de viandes, poissons, crustacés, mollusques",import,2019,2728,2438,2022
"Préparations de viandes, poissons, crustacés, mollusques",import,2020,2885,2448,2022
"Préparations de viandes, poissons, crustacés, mollusques",import,2021,2848,3459,2022
"Préparations de viandes, poissons, crustacés, mollusques",import,2022,3698,4686,2022
Sucres et sucreries,import,2018,33241,110471,2022
Sucres et sucreries,import,2019,35523,113721,2022
Sucres et sucreries,import,2020,61849,197846,2022
Sucres et sucreries,import,2021,51717,139235,2022
Sucres et sucreries,import,2022,78621,206110,2022
Cacao et ses préparations,import,2018,4188,11162,2022
Cacao et ses préparations,import,2019,5192,11796,2022
Cacao et ses préparations,import,2020,4126,4040,2022
Cacao et ses préparations,import,2021,5690,6342,2022
Cacao et ses préparations,import,2022,5092,5242,2022
"Préparations à base de céréales et dérivés, pâtisseries",import,2018,97615,126636,2022
"Préparations à base de céréales et dérivés, pâtisseries",import,2019,131421,141363,2022
"Préparations à base de céréales et dérivés, pâtisseries",import,2020,131044,106088,2022
"Préparations à base de céréales et dérivés, pâtisseries",import,2021,131694,105770,2022
"Préparations à base de céréales et dérivés, pâtisseries",import,2022,143890,111940,2022
"Préparations de légumes, de fruits ou d'autres parties de plantes",import,2018,21162,42482,2022
"Préparations de légumes, de fruits ou d'autres parties de plantes",import,2019,24137,45120,2022
"Préparations de légumes, de fruits ou d'autres parties de plantes",import,2020,26485,49198,2022
"Préparations de légumes, de fruits ou d'autres parties de plantes",import,2021,24441,47056,2022
"Préparations de légumes, de fruits ou d'autres parties de plantes",import,2022,29230,48919,2022
Préparations alimentaires diverses,import,2018,34915,26317,2022
Préparations alimentaires diverses,import,2019,39061,27973,2022
Préparations alimentaires diverses,import,2020,45574,27961,2022
Préparations alimentaires diverses,import,2021,45803,28202,2022
Préparations alimentaires diverses,import,2022,53146,29342,2022
"Boissons, liquides alcooliques et vinaigres",import,2018,20933,56148,2022
"Boissons, liquides alcooliques et vinaigres",import,2019,26695,76571,2022
"Boissons, liquides alcooliques et vinaigres",import,2020,28849,81661,2022
"Boissons, liquides alcooliques et vinaigres",import,2021,34334,97610,2022
"Boissons, liquides alcooliques et vinaigres",import,2022,29104,77998,2022
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",import,2018,22037,105521,2022
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",import,2019,19647,88622,2022
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",import,2020,29420,146437,2022
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",import,2021,34984,152162,2022
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",import,2022,45595,170194,2022
Tabacs et succédanés de tabacs fabriqués,import,2018,33702,6029,2022
Tabacs et succédanés de tabacs fabriqués,import,2019,21682,4798,2022
Tabacs et succédanés de tabacs fabriqués,import,2020,24654,4553,2022
Tabacs et succédanés de tabacs fabriqués,import,2021,19321,4832,2022
Tabacs et succédanés de tabacs fabriqués,import,2022,14656,3244,2022
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",import,2018,76388,1393779,2022
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",import,2019,54929,1261498,2022
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",import,2020,53683,1668828,2022
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",import,2021,125795,2363584,2022
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",import,2022,192764,2058238,2022
"Minerais, scories et cendres",import,2018,1359,64922,2022
"Minerais, scories et cendres",import,2019,1547,46023,2022
"Minerais, scories et cendres",import,2020,1408,83454,2022
"Minerais, scories et cendres",import,2021,3318,82581,2022
"Minerais, scories et cendres",import,2022,7583,3129,2022
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",import,2018,1254412,4552854,2022
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",import,2019,1234318,4530547,2022
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",import,2020,1040860,5055943,2022
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",import,2021,1359052,5075869,2022
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",import,2022,2388972,5037722,2022
"Produits chimiques inorganiques, composés de métaux ou radioactifs",import,2018,24723,100646,2022
"Produits chimiques inorganiques, composés de métaux ou radioactifs",import,2019,30747,117719,2022
"Produits chimiques inorganiques, composés de métaux ou radioactifs",import,2020,31677,126354,2022
"Produits chimiques inorganiques, composés de métaux ou radioactifs",import,2021,34108,120310,2022
"Produits chimiques inorganiques, composés de métaux ou radioactifs",import,2022,59406,163505,2022
Produits chimiques organiques,import,2018,38410,42988,2022
Produits chimiques organiques,import,2019,39919,45148,2022
Produits chimiques organiques,import,2020,39987,47736,2022
Produits chimiques organiques,import,2021,47723,50024,2022
Produits chimiques organiques,import,2022,69964,53986,2022
Produits pharmaceutiques,import,2018,135523,12564,2022
Produits pharmaceutiques,import,2019,155361,14486,2022
Produits pharmaceutiques,import,2020,161728,14406,2022
Produits pharmaceutiques,import,2021,188019,15962,2022
Produits pharmaceutiques,import,2022,194999,17702,2022
Engrais,import,2018,21956,117652,2022
Engrais,import,2019,33621,169996,2022
Engrais,import,2020,33761,193279,2022
Engrais,import,2021,23453,87480,2022
Engrais,import,2022,88933,159186,2022
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",import,2018,14469,17631,2022
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",import,2019,14405,25385,2022
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",import,2020,13724,25942,2022
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",import,2021,21662,33964,2022
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",import,2022,16927,28611,2022
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",import,2018,30470,20449,2022
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",import,2019,32953,22307,2022
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",import,2020,30146,25962,2022
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",import,2021,36131,28599,2022
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",import,2022,33977,31789,2022
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",import,2018,14872,31186,2022
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",import,2019,19606,38128,2022
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",import,2020,14828,27882,2022
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",import,2021,14610,21365,2022
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",import,2022,18240,22755,2022
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",import,2018,4794,4983,2022
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",import,2019,4933,4968,2022
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",import,2020,4881,5659,2022
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",import,2021,6891,8159,2022
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",import,2022,10316,9194,2022
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",import,2018,2536,872,2022
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",import,2019,3113,958,2022
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",import,2020,2619,857,2022
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",import,2021,3036,1181,2022
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",import,2022,3805,959,2022
Produits photographiques ou cinématographiques,import,2018,951,322,2022
Produits photographiques ou cinématographiques,import,2019,710,278,2022
Produits photographiques ou cinématographiques,import,2020,1131,216,2022
Produits photographiques ou cinématographiques,import,2021,928,263,2022
Produits photographiques ou cinématographiques,import,2022,947,290,2022
Produits divers des industries chimiques,import,2018,35796,31524,2022
Produits divers des industries chimiques,import,2019,38505,38265,2022
Produits divers des industries chimiques,import,2020,47274,38383,2022
Produits divers des industries chimiques,import,2021,55552,42864,2022
Produits divers des industries chimiques,import,2022,68630,48614,2022
Matières plastiques et ouvrages en ces matières,import,2018,126107,149423,2022
Matières plastiques et ouvrages en ces matières,import,2019,131544,166591,2022
Matières plastiques et ouvrages en ces matières,import,2020,133876,168733,2022
Matières plastiques et ouvrages en ces matières,import,2021,176551,184438,2022
Matières plastiques et ouvrages en ces matières,import,2022,218482,204038,2022
Caoutchouc et ouvrages en caoutchouc,import,2018,28773,32072,2022
Caoutchouc et ouvrages en caoutchouc,import,2019,34469,38971,2022
Caoutchouc et ouvrages en caoutchouc,import,2020,39366,46024,2022
Caoutchouc et ouvrages en caoutchouc,import,2021,37996,42237,2022
Caoutchouc et ouvrages en caoutchouc,import,2022,50190,50246,2022
Peaux (autres que les pelleteries) et cuirs,import,2018,293,673,2022
Peaux (autres que les pelleteries) et cuirs,import,2019,214,711,2022
Peaux (autres que les pelleteries) et cuirs,import,2020,229,845,2022
Peaux (autres que les pelleteries) et cuirs,import,2021,83,318,2022
Peaux (autres que les pelleteries) et cuirs,import,2022,98,326,2022
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",import,2018,3968,7791,2022
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",import,2019,5131,10371,2022
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",import,2020,4409,10400,2022
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",import,2021,6157,17426,2022
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",import,2022,7169,20949,2022
"Pelleteries et fourrures, pelleteries factices",import,2018,1,1,2022
"Pelleteries et fourrures, pelleteries factices",import,2019,2,5,2022
"Pelleteries et fourrures, pelleteries factices",import,2020,3,6,2022
"Pelleteries et fourrures, pelleteries factices",import,2021,3,8,2022
"Pelleteries et fourrures, pelleteries factices",import,2022,1,2,2022
"Bois, charbon de bois et ouvrages en bois",import,2018,32722,118218,2022
"Bois, charbon de bois et ouvrages en bois",import,2019,36870,141211,2022
"Bois, charbon de bois et ouvrages en bois",import,2020,32356,127390,2022
"Bois, charbon de bois et ouvrages en bois",import,2021,36794,141625,2022
"Bois, charbon de bois et ouvrages en bois",import,2022,67871,265045,2022
Liège et ouvrages en liège,import,2018,69,19,2022
Liège et ouvrages en liège,import,2019,66,18,2022
Liège et ouvrages en liège,import,2020,58,21,2022
Liège et ouvrages en liège,import,2021,66,45,2022
Liège et ouvrages en liège,import,2022,59,25,2022
Ouvrages de sparterie ou de vannerie,import,2018,50,148,2022
Ouvrages de sparterie ou de vannerie,import,2019,32,83,2022
Ouvrages de sparterie ou de vannerie,import,2020,17,30,2022
Ouvrages de sparterie ou de vannerie,import,2021,94,74,2022
Ouvrages de sparterie ou de vannerie,import,2022,45,73,2022
Matières cellulosiques servant à la fabrication du papier,import,2018,549,2844,2022
Matières cellulosiques servant à la fabrication du papier,import,2019,531,2629,2022
Matières cellulosiques servant à la fabrication du papier,import,2020,1032,6925,2022
Matières cellulosiques servant à la fabrication du papier,import,2021,1536,9697,2022
Matières cellulosiques servant à la fabrication du papier,import,2022,6844,14486,2022
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",import,2018,55266,89349,2022
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",import,2019,59819,99354,2022
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",import,2020,63786,121988,2022
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",import,2021,71846,125356,2022
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",import,2022,88988,123450,2022
"Produits d'édition, presse, arts graphiques, manuscrits, plans",import,2018,6349,4101,2022
"Produits d'édition, presse, arts graphiques, manuscrits, plans",import,2019,6692,3237,2022
"Produits d'édition, presse, arts graphiques, manuscrits, plans",import,2020,4713,3787,2022
"Produits d'édition, presse, arts graphiques, manuscrits, plans",import,2021,7330,5494,2022
"Produits d'édition, presse, arts graphiques, manuscrits, plans",import,2022,5858,4431,2022
Soie,import,2018,101,301,2022
Soie,import,2019,117,341,2022
Soie,import,2020,158,476,2022
Soie,import,2021,259,1112,2022
Soie,import,2022,255,1190,2022
"Laine, poils fins ou grossiers, fils et tissus de crin",import,2018,95,262,2022
"Laine, poils fins ou grossiers, fils et tissus de crin",import,2019,214,407,2022
"Laine, poils fins ou grossiers, fils et tissus de crin",import,2020,190,574,2022
"Laine, poils fins ou grossiers, fils et tissus de crin",import,2021,176,730,2022
"Laine, poils fins ou grossiers, fils et tissus de crin",import,2022,328,1534,2022
Coton,import,2018,5607,14417,2022
Coton,import,2019,6550,14766,2022
Coton,import,2020,5305,10892,2022
Coton,import,2021,5980,11651,2022
Coton,import,2022,5093,11979,2022
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",import,2018,296,862,2022
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",import,2019,770,2197,2022
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",import,2020,284,982,2022
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",import,2021,733,2124,2022
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",import,2022,510,1553,2022
Filaments synthétiques ou artificiels,import,2018,8217,13140,2022
Filaments synthétiques ou artificiels,import,2019,10230,15806,2022
Filaments synthétiques ou artificiels,import,2020,7468,10520,2022
Filaments synthétiques ou artificiels,import,2021,7784,16852,2022
Filaments synthétiques ou artificiels,import,2022,6902,22159,2022
Fibres synthétiques ou artificielles discontinues,import,2018,28816,15342,2022
Fibres synthétiques ou artificielles discontinues,import,2019,30096,15885,2022
Fibres synthétiques ou artificielles discontinues,import,2020,26885,15135,2022
Fibres synthétiques ou artificielles discontinues,import,2021,31999,19079,2022
Fibres synthétiques ou artificielles discontinues,import,2022,33674,17382,2022
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",import,2018,6477,4232,2022
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",import,2019,6102,4473,2022
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",import,2020,5972,4927,2022
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",import,2021,9405,7657,2022
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",import,2022,14131,8044,2022
Tapis et autres revêtements de sol en matières textiles,import,2018,1799,4915,2022
Tapis et autres revêtements de sol en matières textiles,import,2019,1936,6606,2022
Tapis et autres revêtements de sol en matières textiles,import,2020,1927,4614,2022
Tapis et autres revêtements de sol en matières textiles,import,2021,1966,5866,2022
Tapis et autres revêtements de sol en matières textiles,import,2022,2424,6140,2022
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",import,2018,2745,6096,2022
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",import,2019,3026,6738,2022
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",import,2020,2662,6135,2022
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",import,2021,2565,9069,2022
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",import,2022,2709,11353,2022
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",import,2018,1081,1221,2022
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",import,2019,1281,1119,2022
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",import,2020,1258,1491,2022
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",import,2021,1631,1723,2022
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",import,2022,2059,1095,2022
Étoffes de bonneterie,import,2018,28,64,2022
Étoffes de bonneterie,import,2019,82,175,2022
Étoffes de bonneterie,import,2020,52,128,2022
Étoffes de bonneterie,import,2021,71,186,2022
Étoffes de bonneterie,import,2022,88,320,2022
"Vêtements et accessoires du vêtement, en bonneterie",import,2018,4854,5600,2022
"Vêtements et accessoires du vêtement, en bonneterie",import,2019,6100,6315,2022
"Vêtements et accessoires du vêtement, en bonneterie",import,2020,6252,8843,2022
"Vêtements et accessoires du vêtement, en bonneterie",import,2021,7142,11637,2022
"Vêtements et accessoires du vêtement, en bonneterie",import,2022,7834,11228,2022
