chapitre,sens,annee,valeur,poids,edition
Aluminium et ouvrages en aluminium,export,2019,1358,2074,2023
Aluminium et ouvrages en aluminium,export,2020,970,1228,2023
Aluminium et ouvrages en aluminium,export,2021,3191,9392,2023
Aluminium et ouvrages en aluminium,export,2022,6685,14215,2023
Aluminium et ouvrages en aluminium,export,2023,7848,11880,2023
Plomb et ouvrages en plomb,export,2019,4661,4065,2023
Plomb et ouvrages en plomb,export,2020,4211,4145,2023
Plomb et ouvrages en plomb,export,2021,5877,4954,2023
Plomb et ouvrages en plomb,export,2022,8002,6498,2023
Plomb et ouvrages en plomb,export,2023,10022,7427,2023
Zinc et ouvrages en zinc,export,2019,5,0,2023
Zinc et ouvrages en zinc,export,2020,,,2023
Zinc et ouvrages en zinc,export,2021,12,6,2023
Zinc et ouvrages en zinc,export,2022,217,284,2023
Zinc et ouvrages en zinc,export,2023,111,470,2023
Étain et ouvrages en étain,export,2019,,,2023
Étain et ouvrages en étain,export,2020,,,2023
Étain et ouvrages en étain,export,2021,97,970,2023
Étain et ouvrages en étain,export,2022,46,460,2023
Étain et ouvrages en étain,export,2023,,,2023
"Autres métaux communs, cermets, ouvrages en ces matières",export,2019,55,644,2023
"Autres métaux communs, cermets, ouvrages en ces matières",export,2020,1343,19793,2023
