chapitre,sens,annee,valeur,poids,edition
"Autres métaux communs, cermets, ouvrages en ces matières",export,2022,1396,30844,2025
"Autres métaux communs, cermets, ouvrages en ces matières",export,2023,566,12742,2025
"Autres métaux communs, cermets, ouvrages en ces matières",export,2024,1419,15870,2025
"Autres métaux communs, cermets, ouvrages en ces matières",export,2025,1986,37436,2025
"Outils, outillage, coutellerie, couverts en métaux communs et parties",export,2021,1226,329,2025
"Outils, outillage, coutellerie, couverts en métaux communs et parties",export,2022,5867,535,2025
"Outils, outillage, coutellerie, couverts en métaux communs et parties",export,2023,1399,473,2025
"Outils, outillage, coutellerie, couverts en métaux communs et parties",export,2024,1469,575,2025
"Outils, outillage, coutellerie, couverts en métaux communs et parties",export,2025,892,1377,2025
Ouvrages divers en métaux communs,export,2021,668,352,2025
Ouvrages divers en métaux communs,export,2022,735,185,2025
Ouvrages divers en métaux communs,export,2023,671,178,2025
Ouvrages divers en métaux communs,export,2024,918,182,2025
Ouvrages divers en métaux communs,export,2025,723,324,2025
"Réacteurs nucléaires, chaudières, machines, appareils, engins mécaniques",export,2021,21860,6530,2025
"Réacteurs nucléaires, chaudières, machines, appareils, engins mécaniques",export,2022,23274,5539,2025
"Réacteurs nucléaires, chaudières, machines, appareils, engins mécaniques",export,2023,38561,10642,2025
"Réacteurs nucléaires, chaudières, machines, appareils, engins mécaniques",export,2024,48173,9476,2025
"Réacteurs nucléaires, chaudières, machines, appareils, engins mécaniques",export,2025,42623,11668,2025
"Machines électriques, appareils d'émission-réception radio/tv",export,2021,30257,25067,2025
"Machines électriques, appareils d'émission-réception radio/tv",export,2022,58676,6326,2025
"Machines électriques, appareils d'émission-réception radio/tv",export,2023,25485,5710,2025
"Machines électriques, appareils d'émission-réception radio/tv",export,2024,28533,6336,2025
"Machines électriques, appareils d'émission-réception radio/tv",export,2025,29148,8361,2025
"Véhicules et matériel pour voies ferrées, appareils de signalisation",export,2021,425,1095,2025
"Véhicules et matériel pour voies ferrées, appareils de signalisation",export,2022,645,2778,2025
"Véhicules et matériel pour voies ferrées, appareils de signalisation",export,2023,1125,1021,2025
"Véhicules et matériel pour voies ferrées, appareils de signalisation",export,2024,3610,1535,2025
"Véhicules et matériel pour voies ferrées, appareils de signalisation",export,2025,2296,1916,2025
"Voitures automobiles et autres véhicules terrestres, parties, accessoires",export,2021,18630,5280,2025
"Voitures automobiles et autres véhicules terrestres, parties, accessoires",export,2022,18350,3108,2025
"Voitures automobiles et autres véhicules terrestres, parties, accessoires",export,2023,10781,2405,2025
"Voitures automobiles et autres véhicules terrestres, parties, accessoires",export,2024,27096,5451,2025
"Voitures automobiles et autres véhicules terrestres, parties, accessoires",export,2025,23835,7326,2025
Navigation aérienne ou spatiale,export,2021,1533,53,2025
Navigation aérienne ou spatiale,export,2022,8132,39,2025
Navigation aérienne ou spatiale,export,2023,4908,72,2025
Navigation aérienne ou spatiale,export,2024,5360,72,2025
Navigation aérienne ou spatiale,export,2025,7555,89,2025
Navigation maritime ou fluviale,export,2021,12910,5584,2025
Navigation maritime ou fluviale,export,2022,777,794,2025
Navigation maritime ou fluviale,export,2023,1753,1120,2025
Navigation maritime ou fluviale,export,2024,5054,26187,2025
Navigation maritime ou fluviale,export,2025,138134,39653,2025
"Appareils d'optique, de précision, médico-chirurgicaux, parties, accessoires",export,2021,2802,214,2025
"Appareils d'optique, de précision, médico-chirurgicaux, parties, accessoires",export,2022,3571,355,2025
"Appareils d'optique, de précision, médico-chirurgicaux, parties, accessoires",export,2023,6927,2664,2025
"Appareils d'optique, de précision, médico-chirurgicaux, parties, accessoires",export,2024,9189,543,2025
"Appareils d'optique, de précision, médico-chirurgicaux, parties, accessoires",export,2025,6186,361,2025
Horlogerie,export,2021,186,8,2025
Horlogerie,export,2022,270,9,2025
Horlogerie,export,2023,48,1,2025
Horlogerie,export,2024,48,2,2025
Horlogerie,export,2025,25,0,2025
"Instruments de musique, parties et accessoires de ces instruments",export,2021,27,23,2025
"Instruments de musique, parties et accessoires de ces instruments",export,2022,86,89,2025
"Instruments de musique, parties et accessoires de ces instruments",export,2023,46,84,2025
"Instruments de musique, parties et accessoires de ces instruments",export,2024,55,65,2025
"Instruments de musique, parties et accessoires de ces instruments",export,2025,29,52,2025
"Armes, munitions et leurs parties et accessoires",export,2021,23,6,2025
"Armes, munitions et leurs parties et accessoires",export,2022,,,2025
"Armes, munitions et leurs parties et accessoires",export,2023,2963,10,2025
"Armes, munitions et leurs parties et accessoires",export,2024,1157,150,2025
"Armes, munitions et leurs parties et accessoires",export,2025,905,50,2025
"Meubles y.c. médicaux, appareils d'éclairage, constructions préfabriquées",export,2021,4801,1640,2025
"Meubles y.c. médicaux, appareils d'éclairage, constructions préfabriquées",export,2022,4049,3471,2025
"Meubles y.c. médicaux, appareils d'éclairage, constructions préfabriquées",export,2023,5630,1768,2025
"Meubles y.c. médicaux, appareils d'éclairage, constructions préfabriquées",export,2024,12282,1913,2025
"Meubles y.c. médicaux, appareils d'éclairage, constructions préfabriquées",export,2025,4233,1736,2025
"Jouets, jeux, articles de divertissements ou sports, parties, accessoires",export,2021,163,29,2025
"Jouets, jeux, articles de divertissements ou sports, parties, accessoires",export,2022,123,36,2025
"Jouets, jeux, articles de divertissements ou sports, parties, accessoires",export,2023,180,23,2025
"Jouets, jeux, articles de divertissements ou sports, parties, accessoires",export,2024,74,13,2025
"Jouets, jeux, articles de divertissements ou sports, parties, accessoires",export,2025,129,40,2025
Ouvrages divers,export,2021,1616,2470,2025
Ouvrages divers,export,2022,4970,4332,2025
Ouvrages divers,export,2023,5784,3536,2025
Ouvrages divers,export,2024,4870,3180,2025
Ouvrages divers,export,2025,8235,5122,2025
"Objets d'art, de collection ou d'antiquité",export,2021,5399,253,2025
"Objets d'art, de collection ou d'antiquité",export,2022,564,391,2025
"Objets d'art, de collection ou d'antiquité",export,2023,465,306,2025
"Objets d'art, de collection ou d'antiquité",export,2024,582,293,2025
"Objets d'art, de collection ou d'antiquité",export,2025,1845,166,2025
Animaux vivants,import,2021,2859,701,2025
Animaux vivants,import,2022,948,60,2025
Animaux vivants,import,2023,3983,910,2025
Animaux vivants,import,2024,3992,728,2025
Animaux vivants,import,2025,3731,750,2025
Viandes et abats comestibles,import,2021,12518,17929,2025
Viandes et abats comestibles,import,2022,18285,25867,2025
Viandes et abats comestibles,import,2023,17560,28167,2025
Viandes et abats comestibles,import,2024,21149,27736,2025
Viandes et abats comestibles,import,2025,19619,26582,2025
"Poissons et crustacés, mollusques et autres invertébrés aquatiques",import,2021,34530,58430,2025
"Poissons et crustacés, mollusques et autres invertébrés aquatiques",import,2022,34410,52498,2025
"Poissons et crustacés, mollusques et autres invertébrés aquatiques",import,2023,37364,74626,2025
"Poissons et crustacés, mollusques et autres invertébrés aquatiques",import,2024,32387,88920,2025
"Poissons et crustacés, mollusques et autres invertébrés aquatiques",import,2025,40459,101865,2025
"Lait, oeufs d'oiseaux, miel, produits comestibles d'animaux n.d.c.a.",import,2021,52009,32219,2025
"Lait, oeufs d'oiseaux, miel, produits comestibles d'animaux n.d.c.a.",import,2022,63190,34475,2025
"Lait, oeufs d'oiseaux, miel, produits comestibles d'animaux n.d.c.a.",import,2023,54627,31282,2025
"Lait, oeufs d'oiseaux, miel, produits comestibles d'animaux n.d.c.a.",import,2024,65739,33745,2025
"Lait, oeufs d'oiseaux, miel, produits comestibles d'animaux n.d.c.a.",import,2025,65281,32913,2025
"Autres produits d'origine animale, non dénommés ni compris ailleurs",import,2021,79,5,2025
"Autres produits d'origine animale, non dénommés ni compris ailleurs",import,2022,109,34,2025
"Autres produits d'origine animale, non dénommés ni compris ailleurs",import,2023,87,13,2025
"Autres produits d'origine animale, non dénommés ni compris ailleurs",import,2024,108,29,2025
"Autres produits d'origine animale, non dénommés ni compris ailleurs",import,2025,52,15,2025
Plantes vivantes et produits de la floriculture,import,2021,707,260,2025
Plantes vivantes et produits de la floriculture,import,2022,553,123,2025
Plantes vivantes et produits de la floriculture,import,2023,876,450,2025
Plantes vivantes et produits de la floriculture,import,2024,1374,454,2025
Plantes vivantes et produits de la floriculture,import,2025,476,162,2025
"Légumes, plantes, racines et tubercules alimentaires",import,2021,41359,255004,2025
"Légumes, plantes, racines et tubercules alimentaires",import,2022,43274,272778,2025
"Légumes, plantes, racines et tubercules alimentaires",import,2023,55567,347654,2025
"Légumes, plantes, racines et tubercules alimentaires",import,2024,60201,354363,2025
"Légumes, plantes, racines et tubercules alimentaires",import,2025,71938,425867,2025
"Fruits comestibles, écorces d'agrumes ou de melons",import,2021,27716,89669,2025
"Fruits comestibles, écorces d'agrumes ou de melons",import,2022,26004,84710,2025
"Fruits comestibles, écorces d'agrumes ou de melons",import,2023,24526,74104,2025
"Fruits comestibles, écorces d'agrumes ou de melons",import,2024,32819,99591,2025
"Fruits comestibles, écorces d'agrumes ou de melons",import,2025,34950,105902,2025
"Café, thé, maté et épices",import,2021,8711,19769,2025
"Café, thé, maté et épices",import,2022,11958,17472,2025
"Café, thé, maté et épices",import,2023,8108,14933,2025
"Café, thé, maté et épices",import,2024,11084,20008,2025
"Café, thé, maté et épices",import,2025,15846,26219,2025
Céréales,import,2021,480202,2346331,2025
Céréales,import,2022,676865,2747623,2025
Céréales,import,2023,574028,2640681,2025
Céréales,import,2024,565701,2809213,2025
Céréales,import,2025,593777,2994047,2025
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",import,2021,13898,48096,2025
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",import,2022,16051,42292,2025
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",import,2023,10716,31067,2025
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",import,2024,11751,39863,2025
"Produits de la minoterie, malt, amidons et fécules, inuline, gluten de froment",import,2025,10670,36117,2025
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",import,2021,13574,14502,2025
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",import,2022,15235,4962,2025
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",import,2023,15318,5343,2025
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",import,2024,18151,5943,2025
"Oléagineux, graines, semences, plantes industrielles, médicinales, pailles",import,2025,18287,8198,2025
"Gommes, résines et autres sucs et extraits végétaux",import,2021,311,213,2025
"Gommes, résines et autres sucs et extraits végétaux",import,2022,1188,421,2025
"Gommes, résines et autres sucs et extraits végétaux",import,2023,912,373,2025
"Gommes, résines et autres sucs et extraits végétaux",import,2024,1245,722,2025
"Gommes, résines et autres sucs et extraits végétaux",import,2025,1022,689,2025
Matières à tresser et autres produits d'origine végétale n.d.c.a.,import,2021,24,31,2025
Matières à tresser et autres produits d'origine végétale n.d.c.a.,import,2022,122,188,2025
Matières à tresser et autres produits d'origine végétale n.d.c.a.,import,2023,61,109,2025
Matières à tresser et autres produits d'origine végétale n.d.c.a.,import,2024,47,177,2025
Matières à tresser et autres produits d'origine végétale n.d.c.a.,import,2025,13,42,2025
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",import,2021,119585,218598,2025
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",import,2022,122771,197577,2025
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",import,2023,115649,193413,2025
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",import,2024,104704,236006,2025
"Graisses, huiles, cires (animales et végétales), graisses alimentaires",import,2025,111094,299320,2025
"Préparations de viandes, poissons, crustacés, mollusques",import,2021,2848,3459,2025
"Préparations de viandes, poissons, crustacés, mollusques",import,2022,3698,4686,2025
"Préparations de viandes, poissons, crustacés, mollusques",import,2023,2989,3866,2025
"Préparations de viandes, poissons, crustacés, mollusques",import,2024,3389,4947,2025
"Préparations de viandes, poissons, crustacés, mollusques",import,2025,3061,5406,2025
Sucres et sucreries,import,2021,51717,139235,2025
Sucres et sucreries,import,2022,78621,206110,2025
Sucres et sucreries,import,2023,82463,303645,2025
Sucres et sucreries,import,2024,72363,278634,2025
Sucres et sucreries,import,2025,81257,286339,2025
Cacao et ses préparations,import,2021,5690,6342,2025
Cacao et ses préparations,import,2022,5092,5242,2025
Cacao et ses préparations,import,2023,6218,5205,2025
Cacao et ses préparations,import,2024,8268,7097,2025
Cacao et ses préparations,import,2025,8170,6362,2025
"Préparations à base de céréales et dérivés, pâtisseries",import,2021,131694,105770,2025
"Préparations à base de céréales et dérivés, pâtisseries",import,2022,143890,111940,2025
"Préparations à base de céréales et dérivés, pâtisseries",import,2023,152982,145649,2025
"Préparations à base de céréales et dérivés, pâtisseries",import,2024,158003,154006,2025
"Préparations à base de céréales et dérivés, pâtisseries",import,2025,158430,166503,2025
"Préparations de légumes, de fruits ou d'autres parties de plantes",import,2021,24441,47056,2025
"Préparations de légumes, de fruits ou d'autres parties de plantes",import,2022,29230,48919,2025
"Préparations de légumes, de fruits ou d'autres parties de plantes",import,2023,31348,49866,2025
"Préparations de légumes, de fruits ou d'autres parties de plantes",import,2024,29211,45620,2025
"Préparations de légumes, de fruits ou d'autres parties de plantes",import,2025,24748,44956,2025
Préparations alimentaires diverses,import,2021,45803,28202,2025
Préparations alimentaires diverses,import,2022,53146,29342,2025
Préparations alimentaires diverses,import,2023,51790,30060,2025
Préparations alimentaires diverses,import,2024,59352,35494,2025
Préparations alimentaires diverses,import,2025,57449,28922,2025
"Boissons, liquides alcooliques et vinaigres",import,2021,34334,97610,2025
"Boissons, liquides alcooliques et vinaigres",import,2022,29104,77998,2025
"Boissons, liquides alcooliques et vinaigres",import,2023,26814,75064,2025
"Boissons, liquides alcooliques et vinaigres",import,2024,22286,55915,2025
"Boissons, liquides alcooliques et vinaigres",import,2025,16816,42051,2025
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",import,2021,34984,152162,2025
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",import,2022,45595,170194,2025
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",import,2023,61797,197229,2025
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",import,2024,62131,274926,2025
"Résidus, déchets des industries alimentaires, aliments préparés pour animaux",import,2025,51878,278054,2025
Tabacs et succédanés de tabacs fabriqués,import,2021,19321,4832,2025
Tabacs et succédanés de tabacs fabriqués,import,2022,14656,3244,2025
Tabacs et succédanés de tabacs fabriqués,import,2023,10643,2925,2025
Tabacs et succédanés de tabacs fabriqués,import,2024,14488,3652,2025
Tabacs et succédanés de tabacs fabriqués,import,2025,23084,4748,2025
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",import,2021,125795,2363584,2025
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",import,2022,192764,2058238,2025
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",import,2023,77763,1540242,2025
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",import,2024,64033,1206461,2025
"Sel, soufre, terres et pierres, plâtres, chaux et ciments",import,2025,113489,1229147,2025
"Minerais, scories et cendres",import,2021,3318,82581,2025
"Minerais, scories et cendres",import,2022,7583,3129,2025
"Minerais, scories et cendres",import,2023,1576,7363,2025
"Minerais, scories et cendres",import,2024,4962,143484,2025
"Minerais, scories et cendres",import,2025,2870,52278,2025
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",import,2021,1359052,5075869,2025
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",import,2022,2388972,5037722,2025
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",import,2023,2137668,5883413,2025
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",import,2024,2184592,6337015,2025
"Combustibles minéraux, huiles, cires minérales, matières bitumineuses",import,2025,1949350,6434555,2025
"Produits chimiques inorganiques, composés de métaux ou radioactifs",import,2021,34108,120310,2025
"Produits chimiques inorganiques, composés de métaux ou radioactifs",import,2022,59406,163505,2025
"Produits chimiques inorganiques, composés de métaux ou radioactifs",import,2023,40914,158069,2025
"Produits chimiques inorganiques, composés de métaux ou radioactifs",import,2024,48495,182447,2025
"Produits chimiques inorganiques, composés de métaux ou radioactifs",import,2025,49250,210754,2025
Produits chimiques organiques,import,2021,47723,50024,2025
Produits chimiques organiques,import,2022,69964,53986,2025
Produits chimiques organiques,import,2023,51899,53195,2025
Produits chimiques organiques,import,2024,53185,53897,2025
Produits chimiques organiques,import,2025,49765,53868,2025
Produits pharmaceutiques,import,2021,188019,15962,2025
Produits pharmaceutiques,import,2022,194999,17702,2025
Produits pharmaceutiques,import,2023,202468,18265,2025
Produits pharmaceutiques,import,2024,218278,18857,2025
Produits pharmaceutiques,import,2025,216053,21993,2025
Engrais,import,2021,23453,87480,2025
Engrais,import,2022,88933,159186,2025
Engrais,import,2023,76406,199558,2025
Engrais,import,2024,52198,171399,2025
Engrais,import,2025,59047,217497,2025
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",import,2021,21662,33964,2025
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",import,2022,16927,28611,2025
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",import,2023,22116,36506,2025
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",import,2024,22164,39136,2025
"Extraits tannants ou tinctoriaux, tanins, colorants, vernis, mastics, encres",import,2025,21361,41552,2025
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",import,2021,36131,28599,2025
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",import,2022,33977,31789,2025
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",import,2023,36169,31262,2025
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",import,2024,43320,35920,2025
"Huiles essentielles, résinoïdes, produits de parfumerie, cosmétiques",import,2025,42299,39448,2025
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",import,2021,14610,21365,2025
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",import,2022,18240,22755,2025
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",import,2023,13109,14274,2025
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",import,2024,17115,22173,2025
"Savons, lubrifiants, cires artificielles, bougies, cires dentaires",import,2025,15763,19573,2025
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",import,2021,6891,8159,2025
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",import,2022,10316,9194,2025
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",import,2023,13349,10908,2025
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",import,2024,12444,11019,2025
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",import,2025,11128,11188,2025
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",import,2021,3036,1181,2025
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",import,2022,3805,959,2025
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",import,2023,3918,1218,2025
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",import,2024,3224,8531,2025
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",import,2025,3826,2043,2025
Produits photographiques ou cinématographiques,import,2021,928,263,2025
Produits photographiques ou cinématographiques,import,2022,947,290,2025
Produits photographiques ou cinématographiques,import,2023,1214,303,2025
Produits photographiques ou cinématographiques,import,2024,1125,266,2025
Produits photographiques ou cinématographiques,import,2025,1508,256,2025
Produits divers des industries chimiques,import,2021,55552,42864,2025
Produits divers des industries chimiques,import,2022,68630,48614,2025
Produits divers des industries chimiques,import,2023,74518,57742,2025
Produits divers des industries chimiques,import,2024,66370,53598,2025
Produits divers des industries chimiques,import,2025,60181,44690,2025
Matières plastiques et ouvrages en ces matières,import,2021,176551,184438,2025
Matières plastiques et ouvrages en ces matières,import,2022,218482,204038,2025
Matières plastiques et ouvrages en ces matières,import,2023,182655,211900,2025
Matières plastiques et ouvrages en ces matières,import,2024,193330,231524,2025
Matières plastiques et ouvrages en ces matières,import,2025,192674,232321,2025
Caoutchouc et ouvrages en caoutchouc,import,2021,37996,42237,2025
Caoutchouc et ouvrages en caoutchouc,import,2022,50190,50246,2025
Caoutchouc et ouvrages en caoutchouc,import,2023,50974,53283,2025
Caoutchouc et ouvrages en caoutchouc,import,2024,48712,51658,2025
Caoutchouc et ouvrages en caoutchouc,import,2025,48214,54723,2025
Peaux (autres que les pelleteries) et cuirs,import,2021,83,318,2025
Peaux (autres que les pelleteries) et cuirs,import,2022,98,326,2025
Peaux (autres que les pelleteries) et cuirs,import,2023,96,408,2025
Peaux (autres que les pelleteries) et cuirs,import,2024,68,187,2025
Peaux (autres que les pelleteries) et cuirs,import,2025,126,403,2025
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",import,2021,6157,17426,2025
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",import,2022,7169,20949,2025
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",import,2023,6789,22259,2025
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",import,2024,7503,22937,2025
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",import,2025,8959,26128,2025
"Pelleteries et fourrures, pelleteries factices",import,2021,3,8,2025
"Pelleteries et fourrures, pelleteries factices",import,2022,1,2,2025
"Pelleteries et fourrures, pelleteries factices",import,2023,6,7,2025
"Pelleteries et fourrures, pelleteries factices",import,2024,11,29,2025
"Pelleteries et fourrures, pelleteries factices",import,2025,5,17,2025
"Bois, charbon de bois et ouvrages en bois",import,2021,36794,141625,2025
"Bois, charbon de bois et ouvrages en bois",import,2022,67871,265045,2025
"Bois, charbon de bois et ouvrages en bois",import,2023,50247,298170,2025
"Bois, charbon de bois et ouvrages en bois",import,2024,37066,144055,2025
"Bois, charbon de bois et ouvrages en bois",import,2025,36989,173488,2025
Liège et ouvrages en liège,import,2021,66,45,2025
Liège et ouvrages en liège,import,2022,59,25,2025
Liège et ouvrages en liège,import,2023,69,15,2025
Liège et ouvrages en liège,import,2024,59,19,2025
Liège et ouvrages en liège,import,2025,47,29,2025
Ouvrages de sparterie ou de vannerie,import,2021,94,74,2025
Ouvrages de sparterie ou de vannerie,import,2022,45,73,2025
Ouvrages de sparterie ou de vannerie,import,2023,67,99,2025
Ouvrages de sparterie ou de vannerie,import,2024,113,120,2025
Ouvrages de sparterie ou de vannerie,import,2025,89,203,2025
Matières cellulosiques servant à la fabrication du papier,import,2021,1536,9697,2025
Matières cellulosiques servant à la fabrication du papier,import,2022,6844,14486,2025
Matières cellulosiques servant à la fabrication du papier,import,2023,6475,13645,2025
Matières cellulosiques servant à la fabrication du papier,import,2024,5376,14550,2025
Matières cellulosiques servant à la fabrication du papier,import,2025,6941,12547,2025
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",import,2021,71846,125356,2025
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",import,2022,88988,123450,2025
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",import,2023,85730,136340,2025
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",import,2024,85384,141016,2025
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",import,2025,88937,147552,2025
"Produits d'édition, presse, arts graphiques, manuscrits, plans",import,2021,7330,5494,2025
"Produits d'édition, presse, arts graphiques, manuscrits, plans",import,2022,5858,4431,2025
"Produits d'édition, presse, arts graphiques, manuscrits, plans",import,2023,8113,3592,2025
"Produits d'édition, presse, arts graphiques, manuscrits, plans",import,2024,5496,4175,2025
"Produits d'édition, presse, arts graphiques, manuscrits, plans",import,2025,6930,4291,2025
Soie,import,2021,259,1112,2025
Soie,import,2022,255,1190,2025
Soie,import,2023,446,2574,2025
Soie,import,2024,625,3066,2025
Soie,import,2025,850,3990,2025
"Laine, poils fins ou grossiers, fils et tissus de crin",import,2021,176,730,2025
"Laine, poils fins ou grossiers, fils et tissus de crin",import,2022,328,1534,2025
"Laine, poils fins ou grossiers, fils et tissus de crin",import,2023,383,1555,2025
"Laine, poils fins ou grossiers, fils et tissus de crin",import,2024,249,1067,2025
"Laine, poils fins ou grossiers, fils et tissus de crin",import,2025,369,1430,2025
Coton,import,2021,5980,11651,2025
Coton,import,2022,5093,11979,2025
Coton,import,2023,6316,17204,2025
Coton,import,2024,7049,21030,2025
Coton,import,2025,8685,23400,2025
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",import,2021,733,2124,2025
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",import,2022,510,1553,2025
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",import,2023,646,2475,2025
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",import,2024,990,3010,2025
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",import,2025,813,3473,2025
Filaments synthétiques ou artificiels,import,2021,7784,16852,2025
Filaments synthétiques ou artificiels,import,2022,6902,22159,2025
Filaments synthétiques ou artificiels,import,2023,6045,22700,2025
Filaments synthétiques ou artificiels,import,2024,6970,26135,2025
Filaments synthétiques ou artificiels,import,2025,8215,26260,2025
Fibres synthétiques ou artificielles discontinues,import,2021,31999,19079,2025
Fibres synthétiques ou artificielles discontinues,import,2022,33674,17382,2025
Fibres synthétiques ou artificielles discontinues,import,2023,28454,17342,2025
Fibres synthétiques ou artificielles discontinues,import,2024,31736,19303,2025
Fibres synthétiques ou artificielles discontinues,import,2025,32810,23203,2025
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",import,2021,9405,7657,2025
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",import,2022,14131,8044,2025
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",import,2023,10270,8062,2025
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",import,2024,11334,8306,2025
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",import,2025,11454,9000,2025
Tapis et autres revêtements de sol en matières textiles,import,2021,1966,5866,2025
Tapis et autres revêtements de sol en matières textiles,import,2022,2424,6140,2025
Tapis et autres revêtements de sol en matières textiles,import,2023,2638,6251,2025
Tapis et autres revêtements de sol en matières textiles,import,2024,2609,8002,2025
Tapis et autres revêtements de sol en matières textiles,import,2025,2383,8617,2025
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",import,2021,2565,9069,2025
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",import,2022,2709,11353,2025
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",import,2023,2794,12458,2025
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",import,2024,3652,14866,2025
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",import,2025,5692,20560,2025
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",import,2021,1631,1723,2025
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",import,2022,2059,1095,2025
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",import,2023,1822,2033,2025
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",import,2024,3230,2277,2025
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",import,2025,2605,2018,2025
Étoffes de bonneterie,import,2021,71,186,2025
Étoffes de bonneterie,import,2022,88,320,2025
Étoffes de bonneterie,import,2023,105,312,2025
Étoffes de bonneterie,import,2024,131,366,2025
Étoffes de bonneterie,import,2025,251,634,2025
"Vêtements et accessoires du vêtement, en bonneterie",import,2021,7142,11637,2025
"Vêtements et accessoires du vêtement, en bonneterie",import,2022,7834,11228,2025
"Vêtements et accessoires du vêtement, en bonneterie",import,2023,5913,10297,2025
"Vêtements et accessoires du vêtement, en bonneterie",import,2024,8155,13847,2025
